image_id,split,basin,source,centroid_lat,centroid_lon,extent_image,annotations_latlon,annotations_image
11,train,denver,label_crowdsource,40.08591999416901,-105.129602,"POLYGON ((-105.13076659030855 40.085028989804385, -105.12843740969143 40.085028989804385, -105.12843740969143 40.086810998533615, -105.13076659030855 40.086810998533615, -105.13076659030855 40.085028989804385))",[],[]
13,train,denver,label_crowdsource,40.1172609941679,-104.872864,"POLYGON ((-104.87402859030855 40.11637040014618, -104.87169940969143 40.11637040014618, -104.87169940969143 40.11815158818961, -104.87402859030855 40.11815158818961, -104.87402859030855 40.11637040014618))",[],[]
14,train,denver,label_crowdsource,40.13648999416724,-104.803455,"POLYGON ((-104.80461959030855 40.13559965203978, -104.80229040969142 40.13559965203978, -104.80229040969142 40.13738033629468, -104.80461959030855 40.13738033629468, -104.80461959030855 40.13559965203978))",[],[]
16,train,denver,label_crowdsource,40.15221999416667,-104.53065,"POLYGON ((-104.53181459030857 40.151329858172176, -104.52948540969143 40.151329858172176, -104.52948540969143 40.15311013016117, -104.53181459030857 40.15311013016117, -104.53181459030857 40.151329858172176))",[],[]
18,train,denver,label_crowdsource,40.15893899416644,-104.61378100000002,"POLYGON ((-104.61494559030857 40.15804894624118, -104.61261640969144 40.15804894624118, -104.61261640969144 40.1598290420917, -104.61494559030857 40.1598290420917, -104.61494559030857 40.15804894624118))",[],[]
20,train,denver,label_crowdsource,40.203519994164914,-102.467449,"POLYGON ((-102.46861359030855 40.20263053089468, -102.46628440969144 40.20263053089468, -102.46628440969144 40.204409457435126, -102.46861359030855 40.204409457435126, -102.46861359030855 40.20263053089468))",[],[]
21,train,denver,label_crowdsource,40.20499699416485,-104.67134199999998,"POLYGON ((-104.67250659030854 40.204107550273875, -104.67017740969142 40.204107550273875, -104.67017740969142 40.20588643805583, -104.67250659030854 40.20588643805583, -104.67250659030854 40.204107550273875))",[],[]
22,train,denver,label_crowdsource,40.222101994164255,-105.016324,"POLYGON ((-105.01748859030856 40.22121277474566, -105.01515940969144 40.22121277474566, -105.01515940969144 40.222991213582866, -105.01748859030856 40.222991213582866, -105.01748859030856 40.22121277474566))",[],[]
24,train,denver,label_crowdsource,40.23642199416378,-104.82697400000002,"POLYGON ((-104.82813859030857 40.235532962730375, -104.82580940969144 40.235532962730375, -104.82580940969144 40.23731102559718, -104.82813859030857 40.23731102559718, -104.82813859030857 40.235532962730375))",[],[]
25,train,denver,label_crowdsource,40.25894699416301,-104.654974,"POLYGON ((-104.65613859030856 40.25805825853798, -104.65380940969143 40.25805825853798, -104.65380940969143 40.25983572978804, -104.65613859030856 40.25983572978804, -104.65613859030856 40.25805825853798))","[{'bbox': <POLYGON ((-104.654 40.259, -104.654 40.259, -104.654 40.259, -104.654 40.25...>}]","[{'bbox': [361.472, 328.704, 371.712, 338.944], 'bbox_mode': 0, 'category_id': 0}]"
27,train,denver,label_crowdsource,40.29326599416184,-104.63566799999997,"POLYGON ((-104.63683259030856 40.29237770949333, -104.63450340969142 40.29237770949333, -104.63450340969142 40.29415427883036, -104.63683259030856 40.29415427883036, -104.63683259030856 40.29237770949333))","[{'bbox': <POLYGON ((-104.636 40.293, -104.636 40.293, -104.636 40.293, -104.636 40.29...>}, {'bbox': <POLYGON ((-104.636 40.293, -104.636 40.293, -104.636 40.293, -104.636 40.29...>}]","[{'bbox': [146.43200000000002, 377.856, 155.648, 387.072], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [145.40800000000002, 404.48, 157.696, 416.76800000000003], 'bbox_mode': 0, 'category_id': 0}]"
28,train,denver,label_crowdsource,40.29462999416179,-104.56984,"POLYGON ((-104.57100459030855 40.29374172742301, -104.56867540969144 40.29374172742301, -104.56867540969144 40.29551826090057, -104.57100459030855 40.29551826090057, -104.57100459030855 40.29374172742301))",[],[]
30,train,denver,label_crowdsource,40.32349999416082,-104.49864,"POLYGON ((-104.49980459030854 40.32261210703539, -104.49747540969143 40.32261210703539, -104.49747540969143 40.324387881286256, -104.49980459030854 40.324387881286256, -104.49980459030854 40.32261210703539))",[],[]
32,train,denver,label_crowdsource,40.38685999415872,-104.43356,"POLYGON ((-104.43472459030855 40.385972940947816, -104.43239540969144 40.385972940947816, -104.43239540969144 40.38774704736961, -104.43472459030855 40.38774704736961, -104.43472459030855 40.385972940947816))",[],[]
34,train,denver,label_crowdsource,40.400999994158255,-104.89016999999998,"POLYGON ((-104.89133459030855 40.40011312719948, -104.88900540969142 40.40011312719948, -104.88900540969142 40.40188686111701, -104.89133459030855 40.40188686111701, -104.89133459030855 40.40011312719948))",[],[]
35,train,denver,label_crowdsource,40.40605999415807,-104.31466,"POLYGON ((-104.31582459030855 40.405173193862765, -104.31349540969143 40.405173193862765, -104.31349540969143 40.406946794453376, -104.31582459030855 40.406946794453376, -104.31582459030855 40.405173193862765))","[{'bbox': <POLYGON ((-104.314 40.407, -104.314 40.407, -104.314 40.407, -104.314 40.40...>}, {'bbox': <POLYGON ((-104.314 40.407, -104.314 40.406, -104.314 40.406, -104.314 40.40...>}, {'bbox': <POLYGON ((-104.314 40.406, -104.314 40.406, -104.314 40.406, -104.314 40.40...>}, {'bbox': <POLYGON ((-104.314 40.406, -104.314 40.406, -104.314 40.406, -104.314 40.40...>}]","[{'bbox': [416.61729542833075, 110.30269815458709, 426.66666666666663, 120.14933333333335], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [416.0853333333333, 122.55242998774565, 425.1275214620287, 131.62002553164825], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [415.97622322907876, 134.46390072415733, 424.96, 143.55994561012133], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [416.3436597310855, 145.97722858038, 425.18130518759, 155.41907451910313], 'bbox_mode': 0, 'category_id': 0}]"
36,train,denver,label_crowdsource,40.40884999415799,-102.37551,"POLYGON ((-102.37667459030857 40.40796323062276, -102.37434540969143 40.40796323062276, -102.37434540969143 40.40973675769321, -102.37667459030857 40.40973675769321, -102.37667459030857 40.40796323062276))",[],[]
37,train,denver,label_crowdsource,40.43324999415718,-104.803567,"POLYGON ((-104.80473159030856 40.432363552197586, -104.80240240969142 40.432363552197586, -104.80240240969142 40.43413643611677, -104.80473159030856 40.43413643611677, -104.80473159030856 40.432363552197586))",[],[]
38,train,denver,label_crowdsource,40.43845999415701,-102.37594000000004,"POLYGON ((-102.37710459030858 40.437573620882546, -102.37477540969144 40.437573620882546, -102.37477540969144 40.439346367431476, -102.37710459030858 40.439346367431476, -102.37710459030858 40.437573620882546))",[],[]
39,train,denver,label_crowdsource,40.46774999415606,-104.86979999999998,"POLYGON ((-104.87096459030855 40.46686400715765, -104.86863540969142 40.46686400715765, -104.86863540969142 40.46863598115446, -104.87096459030855 40.46863598115446, -104.87096459030855 40.46686400715765))",[],[]
40,train,denver,label_crowdsource,40.48279999415557,-104.41241999999998,"POLYGON ((-104.41358459030855 40.48191420572638, -104.41125540969144 40.48191420572638, -104.41125540969144 40.48368578258475, -104.41358459030855 40.48368578258475, -104.41358459030855 40.48191420572638))",[],[]
41,train,denver,label_crowdsource,40.53547099415387,-104.66002299999998,"POLYGON ((-104.66118759030854 40.534585901145306, -104.65885840969142 40.534585901145306, -104.65885840969142 40.53635608716243, -104.66118759030854 40.53635608716243, -104.66118759030854 40.534585901145306))","[{'bbox': <POLYGON ((-104.659 40.536, -104.659 40.536, -104.659 40.536, -104.659 40.53...>}, {'bbox': <POLYGON ((-104.659 40.536, -104.659 40.536, -104.659 40.536, -104.659 40.53...>}, {'bbox': <POLYGON ((-104.659 40.536, -104.659 40.536, -104.659 40.536, -104.659 40.53...>}, {'bbox': <POLYGON ((-104.659 40.536, -104.659 40.536, -104.659 40.536, -104.659 40.53...>}, {'bbox': <POLYGON ((-104.659 40.536, -104.659 40.536, -104.659 40.536, -104.659 40.53...>}, {'bbox': <POLYGON ((-104.659 40.536, -104.659 40.536, -104.659 40.536, -104.659 40.53...>}, {'bbox': <POLYGON ((-104.659 40.536, -104.659 40.536, -104.659 40.536, -104.659 40.53...>}, {'bbox': <POLYGON ((-104.659 40.536, -104.659 40.536, -104.659 40.536, -104.659 40.53...>}, {'bbox': <POLYGON ((-104.659 40.536, -104.659 40.536, -104.659 40.536, -104.659 40.53...>}, {'bbox': <POLYGON ((-104.659 40.536, -104.659 40.536, -104.659 40.536, -104.659 40.53...>}, {'bbox': <POLYGON ((-104.659 40.536, -104.659 40.536, -104.659 40.536, -104.659 40.53...>}, {'bbox': <POLYGON ((-104.659 40.536, -104.659 40.536, -104.659 40.536, -104.659 40.53...>}, {'bbox': <POLYGON ((-104.659 40.536, -104.659 40.536, -104.659 40.536, -104.659 40.53...>}, {'bbox': <POLYGON ((-104.659 40.536, -104.659 40.536, -104.659 40.536, -104.659 40.53...>}, {'bbox': <POLYGON ((-104.659 40.536, -104.659 40.536, -104.659 40.536, -104.659 40.53...>}]","[{'bbox': [372.736, 175.104, 382.976, 185.344], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [422.91200000000003, 163.84, 433.152, 173.056], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [409.6, 162.816, 419.84000000000003, 173.056], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [422.91200000000003, 139.264, 433.152, 149.504], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [422.91200000000003, 175.104, 433.152, 185.344], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [422.91200000000003, 151.552, 433.152, 161.792], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [385.024, 175.104, 396.288, 186.368], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [386.048, 162.816, 396.288, 173.056], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [386.048, 151.552, 395.264, 161.792], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [372.736, 151.552, 382.976, 161.792], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [372.736, 162.816, 382.976, 173.056], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [409.25866666666667, 175.104, 420.5226666666667, 185.68533333333335], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [409.25866666666667, 150.86933333333334, 419.84000000000003, 161.10933333333335], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [409.55396322855984, 138.92266666666666, 419.86988764787355, 149.08571105425895], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [371.712, 128.0, 384.0, 140.288], 'bbox_mode': 0, 'category_id': 0}]"
42,train,denver,label_crowdsource,41.08563999413732,-104.60305999999996,"POLYGON ((-104.60422459030855 41.084762209666344, -104.60189540969141 41.084762209666344, -104.60189540969141 41.086517778608275, -104.60422459030855 41.086517778608275, -104.60422459030855 41.084762209666344))","[{'bbox': <POLYGON ((-104.603 41.085, -104.603 41.085, -104.603 41.085, -104.603 41.08...>}, {'bbox': <POLYGON ((-104.603 41.085, -104.603 41.085, -104.603 41.085, -104.603 41.08...>}, {'bbox': <POLYGON ((-104.603 41.085, -104.603 41.085, -104.603 41.085, -104.603 41.08...>}, {'bbox': <POLYGON ((-104.603 41.085, -104.603 41.085, -104.603 41.085, -104.603 41.08...>}, {'bbox': <POLYGON ((-104.603 41.085, -104.603 41.085, -104.603 41.085, -104.603 41.08...>}, {'bbox': <POLYGON ((-104.603 41.085, -104.603 41.085, -104.603 41.085, -104.603 41.08...>}, {'bbox': <POLYGON ((-104.603 41.085, -104.603 41.085, -104.603 41.085, -104.603 41.08...>}, {'bbox': <POLYGON ((-104.603 41.085, -104.603 41.085, -104.603 41.085, -104.603 41.08...>}, {'bbox': <POLYGON ((-104.603 41.085, -104.603 41.085, -104.603 41.085, -104.603 41.08...>}, {'bbox': <POLYGON ((-104.603 41.085, -104.603 41.085, -104.603 41.085, -104.603 41.08...>}]","[{'bbox': [270.97567964868455, 365.4706037490258, 282.74674320355194, 376.5451899707204], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [284.56749382745465, 364.9284028069123, 295.936, 375.8272176118689], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [297.77670743894674, 365.0959625088339, 309.4596616699539, 375.88172615694134], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [310.79806151291643, 364.70719217103084, 322.7238430037962, 376.04122917664876], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [324.0085899723716, 364.84081893246986, 334.91696583187843, 376.02636262915485], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [271.22745295353127, 389.2571893639492, 281.9413333333333, 400.45218091903956], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [284.4580275515248, 388.8555491410535, 295.5997210282842, 400.11117240372374], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [297.7443913076233, 388.65781309221546, 309.4755911359131, 399.7012112097284], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [311.00764265869174, 388.7261237443542, 322.1919627856457, 399.77614433230394], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [324.0569352787387, 388.545347873557, 335.3236830610531, 399.46243283274526], 'bbox_mode': 0, 'category_id': 0}]"
44,train,denver,label_crowdsource,41.27854999413202,-104.61689000000004,"POLYGON ((-104.61805459030856 41.277674791509305, -104.61572540969144 41.277674791509305, -104.61572540969144 41.279425196754744, -104.61805459030856 41.279425196754744, -104.61805459030856 41.277674791509305))","[{'bbox': <POLYGON ((-104.617 41.278, -104.617 41.278, -104.617 41.278, -104.617 41.27...>}, {'bbox': <POLYGON ((-104.617 41.278, -104.617 41.278, -104.617 41.278, -104.617 41.27...>}, {'bbox': <POLYGON ((-104.617 41.278, -104.617 41.278, -104.617 41.278, -104.617 41.27...>}, {'bbox': <POLYGON ((-104.617 41.278, -104.617 41.278, -104.617 41.278, -104.617 41.27...>}, {'bbox': <POLYGON ((-104.617 41.278, -104.617 41.278, -104.617 41.278, -104.617 41.27...>}]","[{'bbox': [319.488, 348.16, 329.728, 358.40000000000003], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [319.488, 336.896, 329.728, 346.112], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [320.512, 324.608, 329.728, 333.824], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [320.512, 312.32, 330.752, 321.536], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [320.512, 300.032, 330.752, 309.248], 'bbox_mode': 0, 'category_id': 0}]"
46,train,permian,label_crowdsource,30.55811019481833,-101.2921156,"POLYGON ((-101.29328019030855 30.5571073498405, -101.29095100969144 30.5571073498405, -101.29095100969144 30.559113039796156, -101.29328019030855 30.559113039796156, -101.29328019030855 30.5571073498405))",[],[]
48,train,permian,label_crowdsource,31.022150994772712,-103.25446770000002,"POLYGON ((-103.25563229030857 31.02115297800676, -103.25330310969144 31.02115297800676, -103.25330310969144 31.02314901153866, -103.25563229030857 31.02314901153866, -103.25563229030857 31.02115297800676))","[{'bbox': <POLYGON ((-103.255 31.023, -103.255 31.023, -103.255 31.023, -103.255 31.02...>}, {'bbox': <POLYGON ((-103.254 31.022, -103.254 31.022, -103.254 31.022, -103.254 31.02...>}, {'bbox': <POLYGON ((-103.254 31.022, -103.254 31.022, -103.254 31.022, -103.254 31.02...>}, {'bbox': <POLYGON ((-103.254 31.022, -103.254 31.022, -103.254 31.022, -103.254 31.02...>}, {'bbox': <POLYGON ((-103.254 31.022, -103.254 31.022, -103.254 31.022, -103.254 31.02...>}, {'bbox': <POLYGON ((-103.254 31.022, -103.254 31.022, -103.254 31.022, -103.254 31.02...>}, {'bbox': <POLYGON ((-103.254 31.022, -103.254 31.022, -103.254 31.022, -103.254 31.02...>}, {'bbox': <POLYGON ((-103.254 31.022, -103.254 31.022, -103.254 31.022, -103.254 31.02...>}]","[{'bbox': [236.544, 109.22666666666667, 247.46666666666667, 119.808], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [310.95466666666664, 370.3466666666667, 321.8773333333333, 381.26933333333335], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [323.584, 370.3466666666667, 335.18933333333337, 381.6106666666667], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [336.55466666666666, 370.00533333333334, 348.16, 381.26933333333335], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [349.5253333333333, 370.3466666666667, 360.448, 381.26933333333335], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [314.02666666666664, 384.34133333333335, 325.29066666666665, 395.60533333333336], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [324.26666666666665, 384.68266666666665, 335.1893333333333, 395.6053333333333], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [336.896, 385.024, 348.16, 395.6053333333333], 'bbox_mode': 0, 'category_id': 0}]"
49,train,permian,label_crowdsource,31.03953879477101,-103.5105832,"POLYGON ((-103.51174779030856 31.03854096019458, -103.50941860969144 31.03854096019458, -103.50941860969144 31.040536629347447, -103.51174779030856 31.040536629347447, -103.51174779030856 31.03854096019458))","[{'bbox': <POLYGON ((-103.511 31.04, -103.511 31.04, -103.512 31.04, -103.512 31.04, -...>}, {'bbox': <POLYGON ((-103.511 31.04, -103.511 31.04, -103.512 31.04, -103.512 31.04, -...>}, {'bbox': <POLYGON ((-103.511 31.04, -103.511 31.04, -103.511 31.04, -103.511 31.04, -...>}, {'bbox': <POLYGON ((-103.511 31.04, -103.511 31.04, -103.511 31.04, -103.511 31.04, -...>}, {'bbox': <POLYGON ((-103.511 31.04, -103.511 31.04, -103.511 31.04, -103.511 31.04, -...>}, {'bbox': <POLYGON ((-103.511 31.04, -103.511 31.04, -103.511 31.04, -103.511 31.04, -...>}]","[{'bbox': [49.152, 187.392, 60.416000000000004, 197.632], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [52.224000000000004, 173.056, 63.488, 184.32], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [65.536, 116.736, 75.776, 128.0], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [56.32, 146.43200000000002, 67.584, 157.696], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [62.464, 130.048, 73.72800000000001, 141.312], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [55.296, 159.744, 66.56, 171.008], 'bbox_mode': 0, 'category_id': 0}]"
50,train,permian,label_crowdsource,31.268984894749,-103.97648159999996,"POLYGON ((-103.97764619030855 31.267989472911676, -103.97531700969144 31.267989472911676, -103.97531700969144 31.269980316586313, -103.97764619030855 31.269980316586313, -103.97764619030855 31.267989472911676))",[],[]
52,train,permian,label_crowdsource,31.343673694741906,-101.98219939999998,"POLYGON ((-101.98336399030856 31.34267906174002, -101.98103480969142 31.34267906174002, -101.98103480969142 31.344668327743776, -101.98336399030856 31.344668327743776, -101.98336399030856 31.34267906174002))",[],[]
53,train,permian,label_crowdsource,31.35412349474091,-101.65714199999996,"POLYGON ((-101.65830659030856 31.353128972240764, -101.65597740969142 31.353128972240764, -101.65597740969142 31.35511801724106, -101.65830659030856 31.35511801724106, -101.65830659030856 31.353128972240764))",[],[]
54,train,permian,label_crowdsource,31.54815839472265,-101.3731503,"POLYGON ((-101.37431489030857 31.547165930056586, -101.37198570969143 31.547165930056586, -101.37198570969143 31.549150859388714, -101.37431489030857 31.549150859388714, -101.37431489030857 31.547165930056586))",[],[]
