line_id,kind,parent_id,seg_idx,block_id,split,mid_x,mid_y,length_m
road_11_0,road,11,0,76.0,train,621246.2354712505,4595368.652166908,34.90146875179563
road_11_1,road,11,1,76.0,train,621219.1001801277,4595347.117310602,34.888270162712075
road_11_2,road,11,2,76.0,train,621185.5862405581,4595341.1498906575,34.87858293814677
road_11_3,road,11,3,76.0,train,621153.5250461185,4595352.76380129,34.96952165173664
road_11_4,road,11,4,76.0,train,621128.5833878677,4595377.165708108,34.91253409161427
road_11_5,road,11,5,76.0,train,621102.3793783869,4595397.2094299365,34.78587526816836
road_11_6,road,11,6,76.0,train,621100.854154546,4595431.8279185975,34.98443134364344
road_12_0,road,12,0,76.0,train,621115.9663605025,4595250.298007059,31.420576520077468
road_12_1,road,12,1,76.0,train,621136.162752862,4595274.164337216,31.47882284547013
road_12_2,road,12,2,76.0,train,621151.6646345628,4595301.382745566,31.482104964330297
road_12_3,road,12,3,76.0,train,621159.866890566,4595331.726686913,31.489563749836137
road_13_0,road,13,0,64.0,train,621268.4634430924,4595178.67233179,36.518161364819775
road_13_1,road,13,1,64.0,train,621302.14745879,4595190.0329016745,36.60533504159384
road_13_2,road,13,2,64.0,train,621333.2165287875,4595208.869819527,36.5551545835286
road_13_3,road,13,3,64.0,train,621369.0065090101,4595216.391545635,36.61987154527955
road_14_0,road,14,0,64.0,train,621229.1094635742,4595002.9074022295,36.75545881760972
road_14_1,road,14,1,64.0,train,621234.6302387661,4595036.492109391,36.61270495097392
road_14_2,road,14,2,64.0,train,621264.4730803017,4595057.178206402,36.65304592811293
road_14_3,road,14,3,64.0,train,621282.5294087746,4595087.936377945,36.84666321640035
road_15_0,road,15,0,64.0,train,621284.8370918931,4595054.191892117,35.46885982098539
road_15_1,road,15,1,64.0,train,621307.7263373911,4595027.146997098,35.48725657241721
road_16_0,road,16,0,76.0,train,621360.843547089,4595584.909994241,38.555977992821944
road_16_1,road,16,1,76.0,train,621348.3739480657,4595621.288826024,38.53047943951385
road_16_2,road,16,2,88.0,train,621326.2393582581,4595652.511132774,38.54452277952767
road_16_3,road,16,3,88.0,train,621298.7779732525,4595679.553492343,38.55679208330856
road_16_4,road,16,4,88.0,train,621269.9047873458,4595705.106342701,38.556346248341605
road_16_5,road,16,5,88.0,train,621241.7971758996,4595731.463354672,38.55092601792133
road_16_6,road,16,6,88.0,train,621213.8659861614,4595757.964282718,38.55771344930411
road_16_7,road,16,7,88.0,train,621187.5515250543,4595786.133375291,38.54191206415831
road_16_8,road,16,8,88.0,train,621157.3357639317,4595809.391975777,38.48585121830774
road_16_9,road,16,9,88.0,train,621120.3794278535,4595818.482261402,38.52473092859514
road_17_0,road,17,0,88.0,train,621007.9794272417,4595643.542048309,37.336332656854346
road_17_1,road,17,1,88.0,train,621019.8926802675,4595678.915142146,37.33521665995588
road_17_2,road,17,2,88.0,train,621034.7608642328,4595713.037453019,37.32726188291664
road_17_3,road,17,3,88.0,train,621056.5276750354,4595743.1852594605,37.33578061477959
road_17_4,road,17,4,88.0,train,621077.2022167306,4595774.115817927,37.317656589737986
road_17_5,road,17,5,88.0,train,621092.3207730042,4595808.109131408,37.31816949803616
road_18_0,road,18,0,88.0,train,621107.0817246079,4595840.887878094,35.186797108282946
road_18_1,road,18,1,88.0,train,621116.4364253748,4595874.797901004,35.174041592361945
road_18_2,road,18,2,88.0,train,621129.739706548,4595907.303357451,35.17891044490874
road_18_3,road,18,3,88.0,train,621147.8398582651,4595937.236634705,35.176932927431025
road_18_4,road,18,4,88.0,train,621172.612959843,4595962.0617964985,35.18256465118678
road_18_5,road,18,5,88.0,train,621197.9889436034,4595986.25375169,35.171736542046744
road_19_0,road,19,0,89.0,train,621448.4598059229,4595960.681044411,39.1314413347028
road_19_1,road,19,1,89.0,train,621485.8482504325,4595969.967737178,39.208497093978025
road_19_2,road,19,2,89.0,train,621520.4536292026,4595986.457288211,39.153760724736856
road_20_0,road,20,0,89.0,train,621424.8704271519,4595945.682086191,33.60974855477572
road_20_1,road,20,1,89.0,train,621425.0705594084,4595912.317846181,33.55564951307172
road_20_2,road,20,2,89.0,train,621438.7785650747,4595881.793874729,33.6053586154867
road_21_0,road,21,0,89.0,train,621689.3049896813,4595830.525367718,36.74646069656862
road_21_1,road,21,1,89.0,train,621713.3073044381,4595803.983867688,36.7065536933917
road_21_2,road,21,2,89.0,train,621738.5182310523,4595778.059080222,36.68832835372378
road_21_3,road,21,3,89.0,train,621744.1139416742,4595741.8953019325,36.847017767628785
road_21_4,road,21,4,90.0,train,621750.1821717148,4595705.716115227,36.76376237559308
road_21_5,road,21,5,90.0,train,621770.5988553651,4595675.141578911,36.84825943665084
road_21_6,road,21,6,90.0,train,621792.4658285145,4595645.51097544,36.803682903966575
road_21_7,road,21,7,78.0,val,621809.118445032,4595612.991298993,36.792791647001565
road_21_8,road,21,8,78.0,val,621832.3350530542,4595584.4210017845,36.835621707271386
road_22_0,road,22,0,78.0,val,621855.5215048896,4595582.052814418,39.124222937565634
road_22_1,road,22,1,78.0,val,621862.6090623537,4595618.947916556,39.066643124780335
road_22_2,road,22,2,90.0,train,621836.8662641664,4595647.298659383,39.01226446508943
road_22_3,road,22,3,90.0,train,621823.9711183473,4595683.22104926,39.10813974526812
road_23_0,road,23,0,78.0,val,621908.4039337657,4595624.585259728,31.662370138312863
road_23_1,road,23,1,78.0,val,621877.6213021062,4595623.4083958715,31.594613001825078
road_24_0,road,24,0,78.0,val,621825.367031801,4595495.127739707,31.368632721854514
road_24_1,road,24,1,78.0,val,621837.8596477202,4595521.5557083385,31.931942866938314
road_24_2,road,24,2,78.0,val,621838.2254190453,4595553.363241347,31.81197194715221
road_25_0,road,25,0,78.0,val,621777.4367024509,4595450.105708364,39.86372302976818
road_25_1,road,25,1,77.0,train,621738.1430768665,4595445.090904951,39.79891323437301
road_25_2,road,25,2,77.0,train,621700.3086435893,4595432.812486173,39.84936612934042
road_25_3,road,25,3,77.0,train,621661.6847028262,4595423.088117372,39.871812991018025
road_25_4,road,25,4,77.0,train,621628.2452094053,4595404.004934455,39.77849167994808
road_25_5,road,25,5,77.0,train,621596.6255430579,4595380.37462738,39.83136779996031
road_25_6,road,25,6,77.0,train,621556.8153210849,4595380.986888198,39.86858945001648
road_25_7,road,25,7,77.0,train,621517.0727752496,4595384.17084301,39.87197948475791
road_26_0,road,26,0,78.0,val,621805.0423469682,4595482.705965462,23.264120393379976
road_26_1,road,26,1,78.0,val,621798.4178189809,4595460.539422954,23.234855919903566
road_27_0,road,27,0,77.0,train,621442.1749266664,4595440.912347094,37.714848124702456
road_27_1,road,27,1,77.0,train,621473.83241789,4595460.281108417,37.65759948398361
road_27_2,road,27,2,77.0,train,621508.1465961392,4595475.406972622,37.743797738010194
road_27_3,road,27,3,77.0,train,621539.0200954195,4595497.0562288165,37.71948477050876
road_27_4,road,27,4,77.0,train,621574.9065588599,4595507.838551682,37.635025379098735
road_27_5,road,27,5,77.0,train,621603.5642148958,4595530.170964649,37.687267910653745
road_27_6,road,27,6,77.0,train,621614.4275352022,4595565.628229979,37.380056765492945
road_27_7,road,27,7,77.0,train,621593.809847668,4595596.774289525,37.70190589179859
road_27_8,road,27,8,77.0,train,621566.6168234675,4595622.880077879,37.74441431137785
road_27_9,road,27,9,89.0,train,621543.8125550002,4595652.806549123,37.74665337252953
road_27_10,road,27,10,89.0,train,621520.4957980742,4595682.418474961,37.727573760476005
road_27_11,road,27,11,89.0,train,621501.979718759,4595715.019447458,37.663588167055735
road_27_12,road,27,12,89.0,train,621497.0357851888,4595751.316349425,37.50652960706802
road_27_13,road,27,13,89.0,train,621473.444178056,4595780.625647379,37.74815321744699
road_27_14,road,27,14,89.0,train,621449.8507343705,4595810.010238776,37.62040246690762
road_27_15,road,27,15,89.0,train,621446.2090749403,4595847.140771531,37.74048634976801
road_28_0,road,28,0,89.0,train,621537.1910329926,4595741.523538615,24.97746721274323
road_28_1,road,28,1,89.0,train,621512.7600422159,4595737.221692628,24.963467856123707
road_29_0,road,29,0,88.0,train,621293.2396318787,4595701.351954718,38.60390014975517
road_29_1,road,29,1,88.0,train,621330.8911662021,4595707.461182466,37.799226498996546
road_29_2,road,29,2,88.0,train,621325.6712181653,4595675.482035099,38.26370705128693
road_30_0,road,30,0,88.0,train,621194.2510702822,4595633.460980722,35.556894521821846
road_30_1,road,30,1,88.0,train,621209.237838309,4595660.06413064,35.23045603274624
road_30_2,road,30,2,88.0,train,621197.0122078165,4595693.312848511,35.61990122975129
road_30_3,road,30,3,88.0,train,621181.5085911433,4595725.346385051,35.60963652718141
road_30_4,road,30,4,88.0,train,621170.9223198728,4595759.221583447,35.62538768095585
road_30_5,road,30,5,88.0,train,621159.2470544591,4595792.738315133,35.61078787923004
road_31_0,road,31,0,52.0,test,621254.3859638814,4594804.959147223,38.11361078548838
road_31_1,road,31,1,52.0,test,621231.6831194891,4594789.773857482,37.442411428318145
road_31_2,road,31,2,52.0,test,621204.4047090255,4594815.749596506,38.109913591533804
road_31_3,road,31,3,52.0,test,621170.5477055995,4594832.6710083205,38.08556190708983
road_31_4,road,31,4,52.0,test,621135.4707716394,4594846.751133792,38.088940539195185
road_31_5,road,31,5,52.0,test,621106.4254916252,4594871.38011143,38.08722771805856
road_31_6,road,31,6,64.0,train,621081.7808739287,4594899.995220528,38.10665119147581
road_31_7,road,31,7,64.0,train,621062.1719168277,4594932.608259853,38.11368097297281
road_31_8,road,31,8,64.0,train,621043.4466685983,4594965.802722553,38.11394026695234
road_31_9,road,31,9,64.0,train,621024.8809130014,4594999.0865762,38.110577588686475
road_31_10,road,31,10,64.0,train,621008.5093924573,4595033.488160572,38.11401496196089
road_32_0,road,32,0,52.0,test,621018.7120875338,4594783.244739749,39.32707416210657
road_32_1,road,32,1,52.0,test,621057.2587232684,4594790.40078868,39.12141198996846
road_32_2,road,32,2,52.0,test,621092.6851508516,4594775.179230894,39.28603384430787
road_32_3,road,32,3,52.0,test,621127.2627171252,4594756.613131805,39.336767500317684
road_32_4,road,32,4,52.0,test,621163.3709525814,4594741.049221521,39.32697156022991
road_32_5,road,32,5,52.0,test,621194.6356232861,4594746.421823539,39.04492597788689
road_32_6,road,32,6,52.0,test,621228.3439326949,4594766.328245686,39.32389257781806
road_33_0,road,33,0,52.0,test,621193.6984327101,4594720.842988093,33.77946550212219
road_33_1,road,33,1,52.0,test,621211.9552699092,4594692.62634374,33.85566481492095
road_33_2,road,33,2,52.0,test,621228.3905529582,4594663.241175184,33.8024070148623
road_33_3,road,33,3,52.0,test,621230.9326931987,4594629.657262522,33.86202093856213
road_34_0,road,34,0,52.0,test,621214.4401537527,4594714.827564956,37.15623799242919
road_34_1,road,34,1,52.0,test,621250.8078040725,4594707.219819067,37.15554774430981
road_34_2,road,34,2,52.0,test,621287.0411219489,4594699.049369664,37.15432856712978
road_34_3,road,34,3,52.0,test,621323.8317074077,4594694.052732031,37.15208756767683
road_34_4,road,34,4,52.0,test,621360.6047197126,4594688.916311292,37.156122210292466
road_34_5,road,34,5,53.0,train,621397.3990333466,4594683.961525598,37.13878821797559
road_34_6,road,34,6,53.0,train,621433.1838125437,4594674.812872694,37.141139337174536
road_34_7,road,34,7,53.0,train,621465.7982560832,4594657.0487083215,37.15357733448498
road_34_8,road,34,8,53.0,train,621496.2594870514,4594635.8266949495,37.132255979124324
road_34_9,road,34,9,53.0,train,621517.2307179666,4594605.48557331,37.155638336304676
road_34_10,road,34,10,53.0,train,621540.757266469,4594576.790121565,37.150540016302344
road_34_11,road,34,11,53.0,train,621561.3685448819,4594545.897031978,37.15536455735057
road_34_12,road,34,12,53.0,train,621582.3522179639,4594515.236036237,37.15623799254635
road_35_0,road,35,0,53.0,train,621635.7259000692,4594693.638975972,34.407708575018
road_35_1,road,35,1,53.0,train,621653.8737266165,4594664.407525059,34.40758298828514
road_35_2,road,35,2,53.0,train,621670.6383468206,4594634.373960411,34.40679466789372
road_35_3,road,35,3,53.0,train,621687.2333553988,4594604.44482678,34.37607267341525
road_35_4,road,35,4,53.0,train,621714.0212191258,4594583.084820412,34.30453892741519
road_35_5,road,35,5,53.0,train,621727.2227998275,4594551.982791517,34.407090922004414
road_35_6,road,35,6,53.0,train,621733.881817108,4594518.230468524,34.407544258610436
road_36_0,road,36,0,53.0,train,621732.5378194677,4594583.392294423,36.94646037774673
road_36_1,road,36,1,54.0,train,621766.3138215598,4594572.499345512,36.78799406137144
road_36_2,road,36,2,54.0,train,621789.3825498283,4594543.864855335,36.851842818849995
road_36_3,road,36,3,54.0,train,621819.2095445693,4594522.812578004,36.94825433128455
road_36_4,road,36,4,54.0,train,621850.9807444601,4594504.5310394615,36.93492623203252
road_37_0,road,37,0,54.0,train,621838.6098079804,4594526.238362851,39.69212974926704
road_37_1,road,37,1,54.0,train,621872.448233933,4594544.372269351,39.51521038164701
road_37_2,road,37,2,54.0,train,621866.5657914944,4594582.261256151,39.61869620432616
road_37_3,road,37,3,54.0,train,621856.5624565273,4594619.261487665,39.70364876791467
road_38_0,road,38,0,54.0,train,621887.024695587,4594663.235570459,36.57395747524951
road_38_1,road,38,1,54.0,train,621851.2972292536,4594655.59812178,36.57634111625057
road_39_0,road,39,0,54.0,train,621968.1481724391,4594771.249805996,37.8214685055228
road_39_1,road,39,1,54.0,train,621951.5509618686,4594804.922622608,37.84493253855022
road_39_2,road,39,2,54.0,train,621933.8575684276,4594838.289395559,37.83002637796507
road_39_3,road,39,3,54.0,train,621918.0631285594,4594872.561105694,37.83056790299328
road_39_4,road,39,4,66.0,train,621908.993861374,4594909.2090802,37.831293974436974
road_39_5,road,39,5,66.0,train,621899.8420424408,4594945.848130873,37.8454155076095
road_39_6,road,39,6,66.0,train,621888.3318347469,4594981.638783035,37.35890349562936
road_39_7,road,39,7,66.0,train,621859.4417988161,4594998.4891658155,37.80678070664127
road_39_8,road,39,8,66.0,train,621822.2444617951,4594996.266971429,37.83993546875325
road_39_9,road,39,9,66.0,train,621785.8718871266,4594986.100780685,37.83802975744621
road_40_0,road,40,0,66.0,train,621881.9962611302,4595013.340270802,38.994941483505265
road_40_1,road,40,1,66.0,train,621861.291225394,4595044.696042535,39.13398459570236
road_40_2,road,40,2,66.0,train,621832.4344024993,4595071.036901161,39.14586502062417
road_40_3,road,40,3,66.0,train,621803.1403429515,4595096.997358665,39.143321329449236
road_40_4,road,40,4,66.0,train,621775.6142658343,4595124.743751789,39.109781509655036
road_40_5,road,40,5,66.0,train,621757.4025487758,4595159.3707979405,39.13873036531086
road_40_6,road,40,6,65.0,train,621735.6931636946,4595189.457140486,38.96663933951008
road_40_7,road,40,7,65.0,train,621701.2587710884,4595207.472689839,39.13080456571045
road_40_8,road,40,8,65.0,train,621677.933782957,4595237.80594055,38.72557901626518
road_40_9,road,40,9,65.0,train,621646.903442847,4595232.817418596,39.11738080427376
road_41_0,road,41,0,65.0,train,621692.6807345512,4595241.221036255,39.6876417678861
road_41_1,road,41,1,65.0,train,621732.0522696631,4595237.711658446,39.67646070240474
road_41_2,road,41,2,66.0,train,621771.5432547837,4595239.3453602595,39.68401123169121
road_41_3,road,41,3,78.0,val,621805.6819026568,4595258.842026679,39.62327739970651
road_41_4,road,41,4,78.0,val,621840.7873180369,4595273.327276323,39.616108115913065
road_41_5,road,41,5,78.0,val,621863.9329958721,4595284.547594269,38.00092982017698
road_41_6,road,41,6,78.0,val,621848.8750636802,4595320.361412909,39.70037021549944
road_41_7,road,41,7,78.0,val,621836.2338606899,4595357.893795278,39.693428662944434
road_41_8,road,41,8,78.0,val,621822.6044265361,4595395.148792201,39.70170762554624
road_41_9,road,41,9,78.0,val,621806.4086289558,4595431.320895677,39.693688382696465
road_42_0,road,42,0,78.0,val,621906.7721728162,4595323.907059163,36.88501337952915
road_42_1,road,42,1,78.0,val,621871.8240782903,4595312.92196139,36.888684717420425
road_43_0,road,43,0,77.0,train,621513.3192548889,4595375.900800058,37.6880245564435
road_43_1,road,43,1,77.0,train,621545.461436081,4595356.2233756725,37.68714793198084
road_43_2,road,43,2,77.0,train,621576.006859467,4595334.210582495,37.68301960736917
road_43_3,road,43,3,77.0,train,621603.4593145644,4595308.3976534745,37.68730192876079
road_43_4,road,43,4,77.0,train,621631.4086282525,4595283.138114446,37.68580043982835
road_43_5,road,43,5,77.0,train,621657.5847994272,4595256.163609386,37.66017750971619
road_44_0,road,44,0,90.0,train,621962.1463078924,4595760.395460024,34.485239654591894
road_44_1,road,44,1,90.0,train,621982.4539945141,4595732.987337229,34.43818521679627
road_44_2,road,44,2,90.0,train,622000.8903748478,4595704.46705001,34.47494759018991
road_44_3,road,44,3,90.0,train,622001.7784040839,4595670.142729228,34.5164181781796
road_44_4,road,44,4,90.0,train,622000.0684284182,4595635.669463322,34.516194994722085
road_44_5,road,44,5,78.0,val,622001.0089309308,4595601.391053682,34.491072167982495
road_44_6,road,44,6,78.0,val,622012.3808724831,4595568.981033171,34.515058619505105
road_45_0,road,45,0,91.0,train,622183.1293371083,4595687.607925974,35.37456193451347
road_45_1,road,45,1,91.0,train,622147.8184976107,4595689.730246879,35.37456193434139
road_45_2,road,45,2,90.0,train,622112.5407964558,4595692.2679189015,35.37378527727055
road_45_3,road,45,3,90.0,train,622077.4220177744,4595696.381743642,35.37151931083547
road_45_4,road,45,4,90.0,train,622042.894369662,4595703.863643884,35.36799099424702
road_45_5,road,45,5,90.0,train,622009.5298612611,4595715.483375887,35.37097892094232
road_46_0,road,46,0,91.0,train,622219.9992886169,4595684.5527353585,38.635444194756616
road_46_1,road,46,1,91.0,train,622258.3188189756,4595679.768134629,38.612476424770065
road_46_2,road,46,2,91.0,train,622296.7389274194,4595678.555880853,38.61366994441266
road_46_3,road,46,3,91.0,train,622334.2170783856,4595686.864786725,38.63607954555713
road_47_0,road,47,0,91.0,train,622362.3771566566,4595803.339869801,36.35274435171943
road_47_1,road,47,1,91.0,train,622369.5841656708,4595767.790712894,36.24596554488498
road_47_2,road,47,2,91.0,train,622378.3344725054,4595733.078880141,36.347493643091894
road_47_3,road,47,3,91.0,train,622367.7749831255,4595702.318431202,35.9145815659885
road_48_0,road,48,0,91.0,train,622363.5147090995,4595838.671491397,36.29547992689475
road_48_1,road,48,1,91.0,train,622377.639012839,4595871.449401762,36.28790563348409
road_48_2,road,48,2,91.0,train,622399.2506555432,4595900.599606605,36.291184716418606
road_48_3,road,48,3,91.0,train,622423.2245137359,4595927.789022824,36.29513473498176
road_48_4,road,48,4,91.0,train,622450.4385570695,4595951.044951291,36.27569587574785
road_48_5,road,48,5,91.0,train,622481.9860286001,4595968.944259415,36.28348758827458
road_49_0,road,49,0,91.0,train,622161.5155734079,4595956.714583911,30.91283755620147
road_49_1,road,49,1,91.0,train,622155.5392568705,4595985.347547064,30.770274298918117
road_50_0,road,50,0,91.0,train,622141.6344349247,4595959.4114830885,36.39343943668595
road_50_1,road,50,1,90.0,train,622118.7084219274,4595931.148175905,36.39247135125242
road_50_2,road,50,2,90.0,train,622093.1185235129,4595905.330728955,36.38549504796607
road_50_3,road,50,3,90.0,train,622067.9843705925,4595879.123289056,36.3820547904705
road_50_4,road,50,4,90.0,train,622043.1519753467,4595852.566108885,36.37679237849108
road_50_5,road,50,5,90.0,train,622011.3675146251,4595836.255329695,36.31355611104563
road_50_6,road,50,6,90.0,train,621975.3283205543,4595837.595717191,36.30934282076969
road_50_7,road,50,7,90.0,train,621943.6430892309,4595825.62608598,36.11939463117671
road_50_8,road,50,8,90.0,train,621944.4086762918,4595790.824044277,36.30931815658417
road_51_0,road,51,0,90.0,train,621892.892927307,4595774.9874301525,36.29993486136782
road_51_1,road,51,1,90.0,train,621926.3061001474,4595788.773817692,36.31252528926826
road_52_0,road,52,0,66.0,train,621892.6419626548,4595008.52256163,38.86892063905931
road_52_1,road,52,1,66.0,train,621920.1010934683,4594981.316678047,38.866104086031974
road_52_2,road,52,2,66.0,train,621951.7484946491,4594959.184523109,38.55822204156809
road_52_3,road,52,3,66.0,train,621987.3406276106,4594961.227160646,38.549395208286164
road_52_4,road,52,4,66.0,train,621992.6082588637,4594998.582817313,38.843650066738135
road_52_5,road,52,5,66.0,train,621994.7745962592,4595037.191696872,38.86672451992505
road_52_6,road,52,6,66.0,train,622011.0127701521,4595071.699424724,38.74010517427311
road_52_7,road,52,7,66.0,train,622045.2883257194,4595088.2318245955,38.86323621474518
road_52_8,road,52,8,66.0,train,622082.1596729957,4595100.494749066,38.8726143681293
road_52_9,road,52,9,66.0,train,622118.6288616463,4595113.443246977,38.59468342279648
road_52_10,road,52,10,67.0,val,622135.6079978367,4595147.468852259,38.815492757384675
road_52_11,road,52,11,67.0,val,622133.2333230219,4595185.589145969,38.7860463200123
road_52_12,road,52,12,67.0,val,622140.477137537,4595222.5179827055,38.76193337935208
road_52_13,road,52,13,79.0,test,622159.1358523623,4595255.087363558,38.78543601532353
road_52_14,road,52,14,79.0,test,622162.0302950768,4595293.800438057,38.87264470690932
road_52_15,road,52,15,79.0,test,622163.4105515518,4595332.615764485,38.86883852015919
road_52_16,road,52,16,79.0,test,622159.7610590775,4595371.271997538,38.870144623118
road_52_17,road,52,17,79.0,test,622141.8166964838,4595396.820008274,37.9656349552271
road_52_18,road,52,18,78.0,val,622105.0143586481,4595406.871427155,38.84193463681612
