plat_id,block_id,split,centroid_x,centroid_y,area_m2
80,,unused,698447.4463727264,4651814.500337321,1572.6087526576018
81,,unused,698603.3475458238,4651791.318930939,917.7980204018946
82,,unused,698612.607190986,4651962.627419047,1220.1634045936073
83,,unused,698542.9109331891,4651884.227478821,1164.6793332707175
84,,unused,698461.7770614617,4651959.025839778,1286.0617249187028
85,,unused,698314.6328975307,4651953.181628476,1026.55695791661
86,,unused,698446.2379485507,4651617.439576706,1324.5927806312473
87,,unused,698705.622394241,4651511.76134957,1667.5963509114738
88,,unused,699326.0650064773,4651651.26536041,1517.6115142766391
89,,unused,699422.2319412555,4651726.794374744,956.391693385793
90,,unused,699612.5267208588,4651643.131051843,1442.9643324775986
91,,unused,699642.5250385605,4651726.263673926,780.2305768772248
92,,unused,699738.8076058099,4651641.053007941,917.5161102125351
93,,unused,699964.1561774967,4651372.696837574,593.0617238549025
94,,unused,699964.8056698542,4651279.08918446,428.95561035782845
95,,unused,699894.7865624571,4651282.454503593,511.7871306149945
96,,unused,699883.4078401348,4651451.610941568,667.6857222778854
97,,unused,699845.8197655211,4651495.271557184,587.7949077855736
98,,unused,699879.2739470772,4651540.0513965245,412.25295693201707
99,,unused,699913.3971406157,4651580.666231613,431.5915127103113
100,,unused,700109.178889805,4651547.181098913,527.457893827722
101,,unused,699923.4637659392,4651412.199935869,444.32062622957136
102,,unused,700069.8369752745,4651592.3016063,468.5913157292837
103,,unused,699290.6032295682,4651263.282804319,318.2654096789858
104,,unused,699114.3738072233,4650753.540749271,561.6740767444984
105,,unused,698031.6782850424,4650404.881695741,713.8115883031137
106,,unused,698411.5852713737,4650823.585170847,999.9139743214016
107,,unused,699069.3702743636,4651797.4264577385,844.9632496841388
108,,unused,699233.8050913573,4651803.763505583,1103.0049479667628
109,,unused,699929.4095797861,4651319.338785876,549.3900758767527
110,,unused,698734.2656294319,4651348.552502827,1195.6203410144149
111,,unused,698317.6818040047,4651393.264302251,838.5902751182414
112,,unused,698298.8475381295,4651446.032772604,771.1019453827952
113,,unused,698381.9549278478,4651698.12580676,1452.4589093003049
114,,unused,699141.1897578066,4651722.821890972,1468.7959343278976
115,,unused,700418.9253766591,4650331.385964822,1115.3655262184302
116,,unused,700494.6438007943,4650348.215421454,892.117729784787
117,,unused,700416.4097429597,4650430.007598744,720.0877164562753
118,,unused,700593.4093483586,4650526.467490246,526.7479454711001
119,,unused,698766.8248894216,4650956.046931483,641.3626854896943
120,,unused,698992.4556505367,4651885.0813281825,2058.407910271293
121,,unused,699099.733613609,4650041.672975565,1039.3521646356978
122,,unused,698491.0532170266,4650423.288762533,1319.9781748214668
123,,unused,698474.6015846749,4650661.560461969,1129.9754087026233
124,,unused,700988.1485014829,4651078.809341386,972.1618116720699
125,,unused,700324.5002552543,4651295.577786941,1046.8618716437002
126,,unused,699960.7767682745,4651454.786521041,890.1080120071982
127,,unused,699572.2304628274,4648476.780677084,694.3272175616194
128,,unused,699544.5459928727,4648421.435672354,898.8790840921907
129,,unused,699598.2715166392,4648433.222661718,401.7067945592525
130,,unused,699627.3145994971,4648353.044806502,803.7736106584413
131,,unused,699708.3181172453,4648505.6884630965,589.4614804680181
132,,unused,699485.8580911392,4648504.213297304,614.8705198658089
133,,unused,699495.3586437372,4648466.3710890915,724.3241644080023
134,,unused,699619.7310355037,4648613.8900815975,624.167118275326
135,,unused,699657.2747041539,4648632.043690788,357.4207206485401
136,,unused,699535.8730135335,4648670.298200516,530.3918204482986
137,,unused,699451.7787485046,4648714.69134192,474.88988481253523
138,,unused,699351.9041038057,4648594.141756539,626.1677967603966
139,,unused,699393.7018774453,4648627.440821446,665.8395442888027
140,,unused,699269.0268658181,4648709.551334119,668.3891057926144
141,,unused,699187.2923687862,4648706.745672911,442.43582928887355
142,,unused,699236.1915659368,4648661.321344748,548.1951386903469
143,,unused,698872.2673852692,4648670.1721322825,610.0234222839065
144,,unused,698873.6866433236,4648758.3018264705,471.12839871058935
145,,unused,699578.5752400834,4648392.37061203,713.9771589557204
146,,unused,699548.7296808059,4648168.576432054,1017.7381850063845
147,,unused,699498.8781277608,4648212.224374694,1147.3054228955987
148,,unused,699792.2877695659,4648226.010707145,994.7213119274522
149,,unused,697775.1224764249,4648650.896871447,1119.6243303315787
150,,unused,697998.1320489246,4648651.712387139,1040.68678450379
151,,unused,697869.8259736237,4648751.2265715515,1006.5649577120696
152,,unused,700372.3157572333,4647447.850956992,1482.5552257331228
153,,unused,700279.707965623,4647440.740680849,948.3832275381991
154,,unused,700423.5128740289,4647413.345265916,1238.8016293597743
155,,unused,699575.3088446514,4647031.078575051,1081.0452604235015
156,,unused,699408.6909888949,4647164.204066384,743.4996723700427
157,,unused,699362.7610392062,4647200.793418861,907.5116937411957
158,,unused,699849.6179251223,4647294.072806094,1222.885319184993
159,,unused,699740.4886755132,4647988.377835011,1389.7014138622437
160,,unused,699564.9659249733,4647975.562369256,1065.4293711636308
161,,unused,699555.7284784272,4647873.7045024345,1418.295887570696
162,,unused,698090.4228735884,4648542.92963788,510.808813644894
163,,unused,699659.4494738117,4647777.326257694,1445.5378899250516
164,,unused,699475.1343602051,4647774.74612051,1211.163505915735
165,,unused,699616.0730157193,4647725.96767107,1410.3066858545728
166,,unused,699705.0567178213,4647730.072308439,1115.6181398477424
167,,unused,699746.4848628104,4647690.541320178,789.0812837542915
168,,unused,699832.192913744,4647666.657708896,815.967543863939
169,,unused,699791.0984928623,4647732.553141027,698.7160859024195
170,,unused,700023.8282437203,4647746.206592327,913.4375589938653
171,,unused,699940.9046412588,4647659.0177141735,817.6638700190862
172,,unused,699881.3597044988,4647699.041598329,839.9191683960257
173,,unused,699835.8687384778,4647835.412220019,881.1203499587955
174,,unused,699700.0670900292,4647830.7339729415,886.0890148204699
175,,unused,699742.4113561385,4647883.522247716,732.8113706961584
176,,unused,699939.2605992588,4647835.113128102,1319.4800177617567
177,,unused,700115.8141020298,4647833.30751132,877.9614208959179
178,,unused,700163.9410097953,4647791.569797301,1042.988262013376
179,,unused,699643.2299910552,4648092.371768047,907.9110147694529
180,,unused,699747.4987289688,4648168.680124131,1044.9604721282349
181,,unused,700393.226525615,4648503.591230772,1037.5800418589797
182,,unused,700233.7322748184,4648562.545073442,877.1447844036197
183,,unused,699729.8319858242,4648402.211539298,1082.76125365143
184,,unused,699325.8816348651,4648029.283382959,937.7893660006489
185,,unused,699370.8847146331,4647978.395177121,845.1800996395325
186,,unused,699421.078522501,4647929.755035373,1161.8913951058883
187,,unused,697756.8075222764,4647151.703614337,697.3977303836176
188,,unused,698425.9657192769,4646578.916608771,1161.415981014287
189,,unused,697839.7274575941,4647169.082972118,488.2234450476106
190,,unused,698378.4039834681,4648708.415995087,719.7263791434292
191,,unused,699749.5980997974,4646810.466515041,972.8970043875394
192,,unused,700056.5044330504,4647051.839222046,1056.8202136982536
193,,unused,699962.67280542,4647044.328868846,976.2824888541318
194,,unused,699461.9818576374,4647215.175124136,447.6378060166487
195,,unused,699340.7132091391,4647317.68070308,967.2887895850307
196,,unused,699587.1805096779,4647277.043981821,642.0663444673006
197,,unused,699808.5376881912,4647142.506599765,773.987442189621
198,,unused,699995.367411747,4647257.707189604,917.5925084047395
199,,unused,699994.3219147573,4647344.047273169,828.7617986116638
200,,unused,699897.1380736823,4647244.649913407,1122.8527176325588
201,,unused,699690.2768018965,4647181.705637193,808.8918294127699
202,,unused,700183.9180911395,4647275.84468182,966.6428059612995
203,,unused,700085.3912233668,4647345.390783921,790.428897965976
204,,unused,699683.6493487849,4646828.526722637,775.5113786549072
205,,unused,699567.2450469682,4647779.356711929,1155.4064527869307
206,41.0,val,621506.6275356333,4594390.299424857,1296.5422423101975
207,52.0,test,621373.5278173963,4594606.049043129,1266.2052036397822
208,53.0,train,621673.3246973208,4594595.803792311,1158.7793378019971
209,54.0,train,621878.1968336726,4594597.66360317,1426.9831241537204
210,54.0,train,621867.6560146963,4594500.524916207,921.5834611116121
211,54.0,train,621985.6574556793,4594612.157782504,1397.9349232824657
212,54.0,train,622079.4720026865,4594529.412608372,1186.9025919278035
213,53.0,train,621743.4013392951,4594707.393548158,1429.9063836565197
214,54.0,train,621887.2675394876,4594698.947707034,1196.1221051957418
215,54.0,train,621982.1263620052,4594739.460749488,1395.6313748455768
216,54.0,train,622055.4543066142,4594767.148026256,1400.5464964448865
217,54.0,train,622107.9285240375,4594682.649249892,1056.5654055290677
218,55.0,train,622178.3393072601,4594825.765385992,1200.3569063986138
219,55.0,train,622329.7661378782,4594772.804314197,1228.6626627220853
220,55.0,train,622424.8270646343,4594804.962260747,1064.388781225307
221,67.0,val,622324.2358225349,4594956.595143967,876.5577549077094
222,67.0,val,622190.2578834493,4595047.540882452,771.455960042271
223,66.0,train,621963.7053780644,4595081.668110448,1095.779360254846
224,66.0,train,621968.6020539083,4594990.915160401,1366.9826919771076
225,54.0,train,621887.3363411453,4594856.560474754,1268.501954308651
226,53.0,train,621643.9315193698,4594838.8245701725,1507.8719090080087
227,53.0,train,621725.5625234889,4594867.776743755,1255.8794557700849
228,65.0,train,621489.9567295099,4594968.8939038655,963.1017414851967
229,65.0,train,621485.4799492958,4595189.52391487,1576.9755332833172
230,64.0,train,621236.8902151684,4594991.583199867,1673.7666741127825
231,64.0,train,621220.7525404632,4595071.022197071,890.7942066419632
232,64.0,train,621318.5790924305,4595072.723433057,1208.534748915929
233,64.0,train,621241.324099587,4595187.388194707,1348.5662355473755
234,64.0,train,621333.6463942627,4595207.710832808,1319.3526047884516
235,76.0,train,621368.486959739,4595337.863504815,1452.290759730463
236,76.0,train,621114.2536384456,4595310.03825978,1690.2565582366913
237,76.0,train,621225.2730347236,4595323.550762074,871.1974559582081
238,64.0,train,621096.6507638204,4595217.299592759,1086.523766279144
239,76.0,train,621234.3701130328,4595424.686854052,2405.278395364295
240,76.0,train,621327.0814227123,4595490.006964466,1119.6134604262206
241,76.0,train,621089.7375467384,4595450.066310745,1482.503230241834
242,76.0,train,621177.2618493962,4595595.026866314,2014.35605304645
243,88.0,train,621309.5494764461,4595626.154966986,1644.8855456090826
244,77.0,train,621488.929556676,4595343.563741427,796.4894540452535
245,77.0,train,621593.6826459724,4595373.164915355,759.0777352844368
246,77.0,train,621724.6782534953,4595372.9765817635,904.9077129210636
247,77.0,train,621727.6762657521,4595482.977988578,879.1304974746499
248,78.0,val,621838.3850195986,4595484.78985409,922.9876060823617
249,78.0,val,621858.793560282,4595384.321625906,1074.5548661187102
250,78.0,val,621948.9919269173,4595339.023153159,1494.2650381218969
251,78.0,val,621866.8235126857,4595267.100612427,1570.7658688539705
252,66.0,train,621952.6546653525,4595211.297421874,1495.1249710111776
253,66.0,train,621882.4795463387,4595157.473853986,1881.412239949788
254,65.0,train,621746.8691701479,4595108.346872965,1571.6044826351124
255,65.0,train,621620.7238214,4595226.847764107,1313.0710353818074
256,77.0,train,621584.9024078667,4595501.504396238,1089.709750567384
257,77.0,train,621462.449948065,4595463.848430937,838.3801934612343
258,77.0,train,621458.6570802716,4595591.133782115,1626.913988368053
259,77.0,train,621718.4290757262,4595607.669754246,1192.7755334904875
260,78.0,val,621940.0536308112,4595609.4666899005,1389.3781225996293
261,90.0,train,621833.4116221633,4595725.171097747,1089.2061896909445
262,90.0,train,621870.8993191234,4595734.200946091,1014.2931466752034
263,90.0,train,622011.6063141566,4595782.681359992,1587.442858994427
264,91.0,train,622137.4643937747,4595767.6787922075,1048.6826659058393
265,91.0,train,622193.4492567307,4595706.475684502,691.6797906505777
266,91.0,train,622292.8204076218,4595701.814055342,801.0135055730603
267,79.0,test,622315.0091456325,4595529.847447999,1303.797018940472
268,79.0,test,622168.187372447,4595540.333257514,916.7298401105381
269,79.0,test,622197.1790916523,4595397.749324355,1304.931047734059
270,79.0,test,622328.245973939,4595397.489136235,1371.9968053715465
271,79.0,test,622326.5481189945,4595282.438515488,1176.1865173253282
272,79.0,test,622177.3897177683,4595269.062570118,805.0624517574374
273,67.0,val,622199.067799083,4595178.753817738,1240.2386410319036
274,67.0,val,622326.4901374123,4595180.058602608,1426.0130543362907
275,67.0,val,622450.5912507675,4595077.095223949,1148.2042827422968
276,67.0,val,622334.4810364229,4595031.003941336,1321.6746438340228
277,66.0,train,622071.8384501073,4594932.128859395,1134.9098173580896
278,66.0,train,621952.4777296749,4594881.043009037,1570.2941413342644
279,66.0,train,621876.7335218171,4594993.0271681575,1565.2104985953538
280,65.0,train,621749.604965824,4594984.435325475,1550.0349257734347
281,65.0,train,621502.772619306,4595043.535637986,2069.934984917848
282,64.0,train,621341.676507637,4594971.6083371155,1957.1077616981652
283,64.0,train,621097.2630595175,4594923.104841568,1594.1771446191435
284,63.0,train,620967.0724256026,4595070.939393343,1284.519924000087
285,52.0,test,621079.4639733355,4594673.572832026,798.2831145211094
286,52.0,test,621227.9920016888,4594607.408708724,1377.5528671711718
287,52.0,test,621352.4091720786,4594709.3711013235,1527.601844679589
288,43.0,train,622194.763748821,4594405.014548954,1536.7100938608091
289,55.0,train,622301.4036755313,4594523.630028532,2650.2310529317797
290,55.0,train,622295.7996837448,4594597.431695914,1080.5950770963266
291,67.0,val,622185.0883907473,4594924.023551341,1237.196543405401
292,66.0,train,622092.3048654482,4595153.961530285,1146.4933394090128
293,78.0,val,622070.2683645084,4595425.972243676,1594.3303908772962
294,90.0,train,622021.3821717348,4595890.374969756,1060.0026828466775
295,91.0,train,622165.8456740915,4595926.965328791,941.7208760531938
296,89.0,train,621704.8608045868,4595874.492689616,985.4113400821791
297,89.0,train,621563.0831527336,4595743.210440994,1466.441688456797
298,89.0,train,621447.5953695284,4595848.651988618,1215.966704383185
299,88.0,train,621329.6701301185,4595745.300759807,2292.73073660218
300,88.0,train,621218.0665208035,4595632.264609089,1180.4826358496475
301,88.0,train,621185.1152791714,4595825.779427662,1203.7954536333093
302,88.0,train,621067.4561078986,4595728.082527171,1167.903970311683
303,75.0,train,620929.3182091105,4595593.9698452735,860.1295116293061
304,87.0,train,620899.203291706,4595799.728524939,1527.5347858314449
305,87.0,train,620667.2381419425,4595785.984012738,1375.0730857270248
306,87.0,train,620668.8709248181,4595709.757039799,1348.4076883187272
307,75.0,train,620686.8033794716,4595584.421034288,1360.4371958335134
308,86.0,train,620536.0010361702,4595699.8880386595,862.782217071923
309,98.0,train,620596.9772097707,4596034.952359444,1974.485164283133
310,99.0,train,620744.6519485664,4596069.890763906,1226.9554676975995
311,87.0,train,620868.7988500663,4595956.746858484,1632.577341467729
312,99.0,train,620870.0747659586,4596063.073936328,924.0464887135188
313,99.0,train,620873.4384038256,4596180.819045675,1338.2909308390208
314,87.0,train,620804.5723950997,4595715.789628189,1435.367261593593
315,75.0,train,620933.4703357486,4595421.706190161,1162.7822460337852
316,65.0,train,621735.508100272,4595233.811157132,1110.3738003029468
317,78.0,val,622076.5117620807,4595299.468642633,1590.439251517934
318,75.0,train,620834.7007538504,4595293.613863804,1243.6792218979144
319,63.0,train,620686.938009252,4595196.251326885,1327.185358464925
320,74.0,train,620571.6428192612,4595597.92871314,1883.6963499907506
321,88.0,train,621272.1326883251,4595952.707622304,1517.9753936449702
322,89.0,train,621400.7399618875,4595953.389319754,2145.2934006048254
323,89.0,train,621615.7092912389,4595973.529043847,2140.0112761463056
324,90.0,train,621824.5624759202,4595972.093067826,1485.546629838398
325,90.0,train,621946.524059231,4595978.13307577,1612.5778226257153
326,100.0,train,621374.9101609933,4596065.807556001,1512.2561323444415
327,66.0,train,622062.8615866193,4595048.054766169,1818.9621475353574
328,52.0,test,621360.7781000824,4594819.3834307315,1453.7000788827042
329,75.0,train,620939.8323698181,4595332.867639922,1081.5858926233368
330,,unused,699718.813805736,4646983.369997759,854.8910655920424
331,,unused,699674.5137419838,4647031.244874566,1153.4293418728878
332,,unused,699620.5051277028,4647093.158009524,428.78269534641623
333,,unused,699579.9658222691,4646926.013925,738.4067965495016
334,,unused,699635.8328662199,4646777.028032222,1029.924935341844
335,,unused,699975.1863766602,4646942.998670414,863.2771136259443
336,,unused,700016.8815234236,4646995.205438589,982.5042081178179
337,,unused,699966.1672440821,4647147.136075021,796.3045845264675
338,,unused,700014.7533281955,4647117.872060274,547.5724719263536
339,,unused,700435.7422817228,4647088.438597837,1372.1209503337411
340,,unused,700273.3676256308,4647345.819511869,1036.4531923002287
341,,unused,700189.0966377197,4647347.867971573,840.2527942432353
342,,unused,700325.9448606926,4647489.2047523735,1483.0650555769946
343,,unused,700275.6990343068,4647530.062145226,788.5326897236598
344,,unused,700230.9835233234,4647490.724433344,1037.8402119517038
345,,unused,700311.3857727424,4647577.525509841,610.9489201185618
346,,unused,700369.4883695596,4647529.818611794,1006.3249913894768
347,,unused,700419.9109855135,4647497.938765172,753.1596275719519
348,,unused,700328.5411915535,4647405.358430614,782.139557396288
349,,unused,700301.9601146074,4647224.825291941,617.5796678034972
350,,unused,700178.1688194986,4647229.079219017,460.6496804053841
351,,unused,700091.6212044355,4647260.271508889,641.7132919238888
352,,unused,699856.1047028119,4647190.724668276,598.4115132788029
353,,unused,699685.6535314437,4647281.215432284,667.8345939747279
354,,unused,699766.2399905212,4647288.0930402195,494.0612617119196
355,,unused,699644.4561485366,4647234.250922048,558.829094531224
356,,unused,699614.61212889,4647178.136837719,502.2704900941799
357,,unused,699626.7106760163,4646976.6347575085,624.9192300917962
358,,unused,699777.0921640036,4647037.115030728,629.3846893174696
359,,unused,699536.888839361,4646959.301039958,670.6250878967493
360,,unused,699446.7231972527,4646979.758113399,670.8156887462358
361,,unused,699475.6399190231,4647110.911568007,708.77947298354
362,,unused,699525.2963710943,4647067.667683245,434.3350607948519
363,,unused,699483.7855391165,4646916.997474702,584.9805365252005
364,,unused,699537.4287937419,4646863.586352672,642.8762141910888
365,,unused,699633.0571145907,4646876.084339699,719.6034557880316
366,,unused,699586.5420386675,4646818.553637828,845.5554717324114
367,,unused,699489.0911087734,4646814.925962692,965.5078702496539
368,,unused,699532.2661752247,4646775.091542686,657.0531714540208
369,,unused,699764.4176875815,4647189.634526851,737.773989851456
370,,unused,699406.0978957597,4647261.582610954,870.219503280556
371,,unused,699273.3436556702,4647350.45559491,1681.4780558162047
372,,unused,699096.0482595677,4647459.955123836,728.0182105167025
373,,unused,699105.8287339115,4647348.915085188,649.0942915798115
374,,unused,699049.6888134585,4647400.677653792,771.5200007813037
375,,unused,699002.9050682586,4647447.76322356,714.4860627601165
376,,unused,699051.2130427051,4647501.848951704,705.3399109935708
377,,unused,698951.2224118123,4647498.662763322,869.9920620352265
378,,unused,698993.6902594471,4647563.824407626,668.1334337954661
379,,unused,698906.4601564166,4647546.782200095,605.0573554840053
380,,unused,699046.602745511,4647603.038671445,929.9363750618859
381,,unused,699384.8909865236,4647364.645475121,1101.118542684497
382,,unused,699335.2638215113,4647419.037368947,549.8090550048729
383,,unused,699627.8772424797,4647329.292617143,1155.5625965201946
384,,unused,700428.0397867468,4647671.037717344,765.541590464049
385,,unused,700422.5613159138,4647578.780761177,989.665682596208
386,,unused,698722.5822398546,4646751.880295222,932.2243113947674
387,,unused,698682.2633144571,4646780.394262646,1128.9827994614257
388,,unused,698769.7414887778,4646814.075232095,828.5880964455205
389,,unused,698715.3348266638,4646864.401129177,932.2096164082931
390,,unused,698594.5777915522,4646753.362804092,1298.2396680498505
391,,unused,698532.805026886,4646696.256367399,1001.7761405970489
392,,unused,698423.2726139924,4646686.556384455,970.5654611052214
393,,unused,698477.4869046772,4646633.66107092,890.5852794162728
394,,unused,698377.1940034339,4646543.486693083,684.6307728685355
395,,unused,698419.9112926892,4646468.517069995,834.258595565598
396,,unused,698543.958318071,4646469.447326242,1016.7784245081157
397,,unused,698310.291587359,4646467.842779846,666.2541545261039
398,,unused,698223.4925900066,4646312.635793679,715.6408679691849
399,,unused,698112.6623334276,4646300.501380745,692.4114469772837
400,,unused,698044.4143235198,4646282.082436759,617.4481718128206
401,,unused,698131.9142184092,4646556.420192104,619.9664304917471
402,,unused,698360.6095449314,4646633.01037873,1184.9041898495361
403,,unused,698657.3981668463,4646698.031012646,686.5505016783939
404,,unused,698539.6851381902,4646804.609376742,844.1363879894101
405,,unused,698653.7447162616,4646806.609145442,804.061443845239
406,,unused,697755.9076326957,4646356.977279149,710.8534575652916
407,,unused,698136.9869277315,4648477.255580401,3499.7789337630384
408,,unused,698195.430471036,4648529.750882109,1495.6194627171544
409,,unused,698089.775706974,4648612.484584372,820.420760787748
410,,unused,698005.5017062826,4648469.088023569,2013.9786589571504
411,,unused,698501.8767095365,4648754.18593705,1546.826978305104
412,,unused,697862.7409909131,4648933.415302859,868.480155194913
413,,unused,699502.9275978666,4648038.052209584,932.6198222346184
414,,unused,699602.6675707098,4648041.411522332,761.2959121485338
415,,unused,699558.1276504253,4648078.55394207,688.8296579343316
416,,unused,699501.5119670246,4648127.917049175,1168.9911111796473
417,,unused,699467.8972548938,4648084.446824796,656.0216340069219
418,,unused,699646.2035582744,4647973.287142628,837.0804946044466
419,,unused,699832.8407742521,4647903.563285229,660.874207748922
420,,unused,699781.8157442396,4647936.480845302,835.0979975248632
421,,unused,699651.3287863723,4647879.923665382,599.7332567517382
422,,unused,699522.2138152472,4647828.344878521,701.0871798494148
423,,unused,699973.1869686972,4647790.077637895,1019.3732372998185
424,,unused,700500.0014802638,4648167.899281863,873.9613857456408
425,,unused,700288.9951695742,4648384.0563176265,697.6438362461438
426,,unused,700354.2560455141,4648573.478658946,769.3658156308029
427,,unused,699667.4574288409,4648490.276315954,1267.680751852447
428,,unused,699588.1202159288,4648298.551382774,1138.0920790119253
429,,unused,699589.3861360133,4648222.387193541,743.6033509041398
430,,unused,699132.5518608397,4646198.690409977,564.6234275700346
431,,unused,699132.6228572784,4646307.161595252,733.4939066716482
432,,unused,697953.6674958467,4646653.449142112,774.7756105538028
433,,unused,697982.9977660323,4646675.3314060215,755.8514809719779
434,,unused,698003.0687372844,4646375.793885022,485.2175816998536
435,,unused,698176.6910325799,4646231.459645301,505.1344941670518
436,,unused,698408.2442002334,4647138.051682051,558.6105504425581
437,,unused,698776.8178125225,4646709.020103091,599.5650702356795
438,,unused,698784.3226052847,4646601.176765801,762.3178011208819
439,,unused,698725.6076064366,4646555.353148193,727.3491996046653
440,,unused,698666.4717064656,4646483.636265087,1084.0921491593547
441,,unused,699104.8017828915,4646239.24266453,607.4938408658439
442,,unused,699058.7986151623,4646239.103267249,669.5808197339835
443,,unused,699885.4578823549,4646303.650568719,369.4760408076818
444,,unused,699847.0229420086,4646343.364236766,334.42801074954747
445,,unused,700147.8439707558,4646370.5985877365,563.2442797176454
446,,unused,700054.7843054405,4646842.597482341,528.662850029901
447,,unused,700012.6370780419,4646892.405164871,706.4910429904724
448,,unused,699876.3121818255,4646938.953177181,838.6109681021103
449,,unused,699811.3472303187,4646883.631125815,1213.9583354932527
450,,unused,699731.6454335223,4646776.517977008,890.8850194215541
451,,unused,699772.9347859498,4646935.734344153,834.4528683791585
452,,unused,699989.2077362448,4647197.600364746,635.3360461497916
