image_id,split,basin,source,centroid_lat,centroid_lon,extent_image,annotations_latlon,annotations_image
28,train,other,similarity,38.44926604454142,-100.20540251080983,"POLYGON ((-100.2065671011184 38.44835397931365, -100.2042379205013 38.44835397931365, -100.2042379205013 38.45017809824157, -100.2065671011184 38.45017809824157, -100.2065671011184 38.44835397931365))",[],[]
30,train,permian,label_expert,32.817702,-103.8082595,"POLYGON ((-103.8094240903086 32.81672327384769, -103.8070949096914 32.81672327384769, -103.8070949096914 32.81868071537071, -103.8094240903086 32.81868071537071, -103.8094240903086 32.81672327384769))","[{'bbox': <POLYGON ((-103.807 32.818, -103.807 32.818, -103.807 32.818, -103.807 32.81...>}, {'bbox': <POLYGON ((-103.808 32.818, -103.808 32.817, -103.809 32.817, -103.809 32.81...>}]","[{'bbox': [538.0, 150.0, 640.0, 358.0], 'bbox_mode': 0, 'category_id': 0, 'annotation_id': 15}, {'bbox': [118.0, 202.0, 522.0, 437.0], 'bbox_mode': 0, 'category_id': 0, 'annotation_id': 16}]"
31,train,permian,label_expert,32.24863163687373,-102.25358084743608,"POLYGON ((-102.2547454377446 32.2476466902664, -102.2524162571275 32.2476466902664, -102.2524162571275 32.24961657279857, -102.2547454377446 32.24961657279857, -102.2547454377446 32.2476466902664))","[{'bbox': <POLYGON ((-102.253 32.249, -102.253 32.248, -102.254 32.248, -102.254 32.24...>}]","[{'bbox': [186.0, 162.0, 453.0, 478.0], 'bbox_mode': 0, 'category_id': 0, 'annotation_id': 17}]"
34,train,permian,city,33.31808856478906,-101.73268936960817,"POLYGON ((-101.7338539599167 33.31711538810966, -101.7315247792996 33.31711538810966, -101.7315247792996 33.31906173060322, -101.7338539599167 33.31906173060322, -101.7338539599167 33.31711538810966))",[],[]
38,train,permian,road,33.69252208909539,-102.2864950896427,"POLYGON ((-102.28765967995126 33.69155311359917, -102.28533049933414 33.69155311359917, -102.28533049933414 33.693491053665966, -102.28765967995126 33.693491053665966, -102.28765967995126 33.69155311359917))",[],[]
40,train,denver,city,39.78138209121361,-104.99418370925278,"POLYGON ((-104.9953482995613 39.78048710766071, -104.9930191189442 39.78048710766071, -104.9930191189442 39.78227706312666, -104.9953482995613 39.78227706312666, -104.9953482995613 39.78048710766071))",[],[]
41,train,none,similarity,34.53627789769913,-110.38450872045136,"POLYGON ((-110.3856733107599 34.53531854064961, -110.3833441301428 34.53531854064961, -110.3833441301428 34.5372372436937, -110.3856733107599 34.5372372436937, -110.3856733107599 34.53531854064961))",[],[]
42,train,permian,city,33.67694484085733,-101.53466254552464,"POLYGON ((-101.5358271358332 33.67597568975651, -101.5334979552161 33.67597568975651, -101.5334979552161 33.67791398103498, -101.5358271358332 33.67791398103498, -101.5358271358332 33.67597568975651))",[],[]
43,train,none,similarity,43.37816308300171,-110.72229465058672,"POLYGON ((-110.7234592408953 43.3773166103668, -110.7211300602782 43.3773166103668, -110.7211300602782 43.37900954381988, -110.7234592408953 43.37900954381988, -110.7234592408953 43.3773166103668))",[],[]
45,train,none,similarity,37.09046387993492,-114.1280181247609,"POLYGON ((-114.1291827150694 37.08953489882016, -114.1268535344523 37.08953489882016, -114.1268535344523 37.09139284966223, -114.1291827150694 37.09139284966223, -114.1291827150694 37.08953489882016))",[],[]
47,train,permian,random,32.07581483938046,-101.14464149202016,"POLYGON ((-101.1458060823287 32.0748280229347, -101.1434769017116 32.0748280229347, -101.1434769017116 32.07680164517468, -101.1458060823287 32.07680164517468, -101.1458060823287 32.0748280229347))",[],[]
51,train,none,similarity,31.63226915570609,-109.910421139218,"POLYGON ((-109.9115857295265 31.63127758132795, -109.9092565489094 31.63127758132795, -109.9092565489094 31.63326071951386, -109.9115857295265 31.63326071951386, -109.9115857295265 31.63127758132795))",[],[]
52,train,none,similarity,45.58659348755927,-120.52184709297978,"POLYGON ((-120.5230116832883 45.58577846582562, -120.5206825026712 45.58577846582562, -120.5206825026712 45.58740849745972, -120.5230116832883 45.58740849745972, -120.5230116832883 45.58577846582562))",[],[]
53,train,denver,random,39.54429648997782,-102.71646955848968,"POLYGON ((-102.7176341487982 39.54339843062803, -102.7153049681811 39.54339843062803, -102.7153049681811 39.54519453770589, -102.7176341487982 39.54519453770589, -102.7176341487982 39.54339843062803))",[],[]
57,train,other,similarity,33.517842272346954,-99.12163717610169,"POLYGON ((-99.12280176641025 33.51687133176434, -99.12047258579311 33.51687133176434, -99.12047258579311 33.51881320203187, -99.12280176641025 33.51881320203187, -99.12280176641025 33.51687133176434))",[],[]
58,train,denver,city,40.58143738099136,-102.30568915406892,"POLYGON ((-102.3068537443775 40.58055288964528, -102.3045245637604 40.58055288964528, -102.3045245637604 40.58232186064222, -102.3068537443775 40.58232186064222, -102.3068537443775 40.58055288964528))",[],[]
59,train,denver,label_expert,40.18837,-104.60339049999996,"POLYGON ((-104.6045550903086 40.18748033215095, -104.6022259096914 40.18748033215095, -104.6022259096914 40.18925965617991, -104.6045550903086 40.18925965617991, -104.6045550903086 40.18748033215095))","[{'bbox': <POLYGON ((-104.603 40.189, -104.603 40.188, -104.604 40.188, -104.604 40.18...>}, {'bbox': <POLYGON ((-104.603 40.189, -104.603 40.189, -104.604 40.189, -104.604 40.18...>}]","[{'bbox': [233.0, 142.0, 407.0, 497.0], 'bbox_mode': 0, 'category_id': 0, 'annotation_id': 35}, {'bbox': [152.0, 0.0, 381.0, 119.0], 'bbox_mode': 0, 'category_id': 0, 'annotation_id': 36}]"
61,train,other,similarity,33.05092059959719,-93.75301590105433,"POLYGON ((-93.75418049136289 33.04994445066308, -93.75185131074576 33.04994445066308, -93.75185131074576 33.05189673771033, -93.75418049136289 33.05189673771033, -93.75418049136289 33.04994445066308))",[],[]
62,train,permian,city,32.94342470176521,-103.35097585665817,"POLYGON ((-103.3521404469667 32.94244736291913, -103.3498112663496 32.94244736291913, -103.3498112663496 32.94440202980838, -103.3521404469667 32.94440202980838, -103.3521404469667 32.94244736291913))",[],[]
63,train,other,similarity,42.52988965023161,-93.7656415630449,"POLYGON ((-93.76680615335346 42.52903142885615, -93.76447697273632 42.52903142885615, -93.76447697273632 42.53074785981533, -93.76680615335346 42.53074785981533, -93.76680615335346 42.52903142885615))",[],[]
64,train,none,similarity,44.9897672611139,-101.98325311665953,"POLYGON ((-101.9844177069681 44.98894361843356, -101.982088526351 44.98894361843356, -101.982088526351 44.99059089195853, -101.9844177069681 44.99059089195853, -101.9844177069681 44.98894361843356))",[],[]
66,train,permian,random,31.056546515316967,-101.48240412383744,"POLYGON ((-101.483568714146 31.0555488538058, -101.4812395335289 31.0555488538058, -101.4812395335289 31.05754416636689, -101.483568714146 31.05754416636689, -101.483568714146 31.0555488538058))",[],[]
69,train,permian,random,30.550543803722537,-101.86752698153629,"POLYGON ((-101.8686915718448 30.54954087538178, -101.8663623912277 30.54954087538178, -101.8663623912277 30.55154672170145, -101.8686915718448 30.55154672170145, -101.8686915718448 30.54954087538178))",[],[]
70,train,other,similarity,35.30291701689964,-97.58684573212562,"POLYGON ((-97.58801032243419 35.30196657965279, -97.58568114181706 35.30196657965279, -97.58568114181706 35.30386744298238, -97.58801032243419 35.30386744298238, -97.58801032243419 35.30196657965279))",[],[]
73,train,none,similarity,48.24040728305502,-98.20310315564922,"POLYGON ((-98.20426774595776 48.23963165238401, -98.20193856534064 48.23963165238401, -98.20193856534064 48.24118290196597, -98.20426774595776 48.24118290196597, -98.20426774595776 48.23963165238401))",[],[]
76,train,none,similarity,47.985958231226334,-119.90225005832352,"POLYGON ((-119.9034146486321 47.98517875024216, -119.9010854680149 47.98517875024216, -119.9010854680149 47.98673770043904, -119.9034146486321 47.98673770043904, -119.9034146486321 47.98517875024216))",[],[]
77,train,none,similarity,40.85967873325248,-121.111859603973,"POLYGON ((-121.1130241942816 40.85879793138521, -121.1106950136645 40.85879793138521, -121.1106950136645 40.86055952340747, -121.1130241942816 40.86055952340747, -121.1130241942816 40.85879793138521))",[],[]
78,train,permian,similarity,33.075296068620545,-103.49600561493476,"POLYGON ((-103.4971702052433 33.0743201899856, -103.4948410246262 33.0743201899856, -103.4948410246262 33.07627193643043, -103.4971702052433 33.07627193643043, -103.4971702052433 33.0743201899856))",[],[]
79,train,denver,label_expert,40.33665550000001,-104.70857199999998,"POLYGON ((-104.7097365903085 40.33576778009219, -104.7074074096914 40.33576778009219, -104.7074074096914 40.33754320822861, -104.7097365903085 40.33754320822861, -104.7097365903085 40.33576778009219))","[{'bbox': <POLYGON ((-104.708 40.337, -104.708 40.336, -104.709 40.336, -104.709 40.33...>}]","[{'bbox': [267, 218, 373, 422], 'bbox_mode': 0, 'category_id': 0, 'annotation_id': 45}]"
83,train,permian,city,32.38552187515564,-100.86163723570988,"POLYGON ((-100.8628018260184 32.38453841603054, -100.8604726454013 32.38453841603054, -100.8604726454013 32.38650532357402, -100.8628018260184 32.38650532357402, -100.8628018260184 32.38453841603054))",[],[]
85,train,denver,city,40.0619486698205,-101.53375357670949,"POLYGON ((-101.534918167018 40.06105734595272, -101.5325889864009 40.06105734595272, -101.5325889864009 40.06283998202799, -101.534918167018 40.06283998202799, -101.534918167018 40.06105734595272))",[],[]
86,train,denver,random,40.69979594383285,-102.42516144519674,"POLYGON ((-102.4263260355053 40.69891301937638, -102.4239968548882 40.69891301937638, -102.4239968548882 40.70067885658672, -102.4263260355053 40.70067885658672, -102.4263260355053 40.69891301937638))",[],[]
88,train,permian,label_expert,32.49746263463814,-101.3583406042859,"POLYGON ((-101.3595051945945 32.49648039606097, -101.3571760139773 32.49648039606097, -101.3571760139773 32.49844486248896, -101.3595051945945 32.49844486248896, -101.3595051945945 32.49648039606097))","[{'bbox': <POLYGON ((-101.358 32.498, -101.358 32.497, -101.359 32.497, -101.359 32.49...>}]","[{'bbox': [189, 231, 450, 422], 'bbox_mode': 0, 'category_id': 0, 'annotation_id': 51}]"
90,train,denver,random,41.50400433727835,-102.50773930606296,"POLYGON ((-102.5089038963715 41.50313215876458, -102.5065747157544 41.50313215876458, -102.5065747157544 41.50487650404445, -102.5089038963715 41.50487650404445, -102.5089038963715 41.50313215876458))",[],[]
91,train,permian,city,30.56319833648996,-100.63530035232723,"POLYGON ((-100.63646494263578 30.562195538914448, -100.63413576201867 30.562195538914448, -100.63413576201867 30.564201123701114, -100.63646494263578 30.564201123701114, -100.63646494263578 30.562195538914448))",[],[]
92,train,denver,city,39.62844648265101,-104.99818307477868,"POLYGON ((-104.9993476650872 39.62754951325174, -104.9970184844701 39.62754951325174, -104.9970184844701 39.62934344042203, -104.9993476650872 39.62934344042203, -104.9993476650872 39.62754951325174))",[],[]
93,train,permian,city,33.48311229551408,-100.85949841414934,"POLYGON ((-100.8606630044579 33.48214096530642, -100.8583338238408 33.48214096530642, -100.8583338238408 33.48408361482965, -100.8606630044579 33.48408361482965, -100.8606630044579 33.48214096530642))",[],[]
94,train,permian,random,33.67661758003999,-102.98194327716156,"POLYGON ((-102.9831078674701 33.67564842525068, -102.980778686853 33.67564842525068, -102.980778686853 33.67758672390618, -102.9831078674701 33.67758672390618, -102.9831078674701 33.67564842525068))",[],[]
95,train,denver,road,39.67476589423468,-104.41581324227724,"POLYGON ((-104.4169778325858 39.67386952561212, -104.41464865196868 39.67386952561212, -104.41464865196868 39.67566225122543, -104.4169778325858 39.67566225122543, -104.4169778325858 39.67386952561212))",[],[]
100,train,none,similarity,38.516464526581366,-105.18169710053436,"POLYGON ((-105.1828616908429 38.51555331130602, -105.1805325102258 38.51555331130602, -105.1805325102258 38.51737573032285, -105.1828616908429 38.51737573032285, -105.1828616908429 38.51555331130602))",[],[]
101,train,none,similarity,44.15435416095725,-112.52264217983242,"POLYGON ((-112.523806770141 44.15351860133536, -112.5214775895239 44.15351860133536, -112.5214775895239 44.15518970874859, -112.523806770141 44.15518970874859, -112.523806770141 44.15351860133536))",[],[]
105,train,denver,random,40.51375003271475,-105.24476552168292,"POLYGON ((-105.2459301119915 40.51286464698594, -105.2436009313744 40.51286464698594, -105.2436009313744 40.5146354067527, -105.2459301119915 40.5146354067527, -105.2459301119915 40.51286464698594))",[],[]
107,train,permian,random,32.13296376643385,-103.71097365257606,"POLYGON ((-103.7121382428846 32.13197756733377, -103.7098090622675 32.13197756733377, -103.7098090622675 32.13394995487213, -103.7121382428846 32.13394995487213, -103.7121382428846 32.13197756733377))",[],[]
109,train,denver,label_expert,40.3326705,-104.67732300000002,"POLYGON ((-104.6784875903086 40.33178272766571, -104.6761584096914 40.33178272766571, -104.6761584096914 40.33355826065531, -104.6784875903086 40.33355826065531, -104.6784875903086 40.33178272766571))","[{'bbox': <POLYGON ((-104.677 40.333, -104.677 40.332, -104.678 40.332, -104.678 40.33...>}]","[{'bbox': [264.0, 228.0, 377.0, 413.0], 'bbox_mode': 0, 'category_id': 0, 'annotation_id': 68}]"
113,train,none,similarity,33.151896595379725,-106.00504653590004,"POLYGON ((-106.0062111262086 33.15092156731621, -106.0038819455915 33.15092156731621, -106.0038819455915 33.15287161260542, -106.0062111262086 33.15287161260542, -106.0062111262086 33.15092156731621))",[],[]
114,train,denver,random,40.82920476589722,-102.85808389694787,"POLYGON ((-102.8592484872564 40.82832355893078, -102.8569193066393 40.82832355893078, -102.8569193066393 40.83008596115316, -102.8592484872564 40.83008596115316, -102.8592484872564 40.82832355893078))",[],[]
117,train,permian,similarity,31.75458143895925,-101.7580551077645,"POLYGON ((-101.7592196980731 31.75359117070796, -101.7568905174559 31.75359117070796, -101.7568905174559 31.75557169661753, -101.7592196980731 31.75557169661753, -101.7592196980731 31.75359117070796))",[],[]
119,train,denver,label_expert,40.038852000000006,-105.067419,"POLYGON ((-105.0685835903086 40.03796037405282, -105.0662544096914 40.03796037405282, -105.0662544096914 40.03974361428852, -105.0685835903086 40.03974361428852, -105.0685835903086 40.03796037405282))","[{'bbox': <POLYGON ((-105.067 40.039, -105.067 40.039, -105.068 40.039, -105.068 40.03...>}]","[{'bbox': [211.0, 264.0, 428.0, 377.0], 'bbox_mode': 0, 'category_id': 0, 'annotation_id': 77}]"
121,train,other,similarity,43.95801934652547,-108.61131229042296,"POLYGON ((-108.6124768807315 43.95718101192718, -108.6101477001144 43.95718101192718, -108.6101477001144 43.95885766929589, -108.6124768807315 43.95885766929589, -108.6124768807315 43.95718101192718))",[],[]
124,train,none,similarity,48.1976756768036,-122.1856795366146,"POLYGON ((-122.1868441269232 48.19689939844871, -122.184514946306 48.19689939844871, -122.184514946306 48.19845194339644, -122.1868441269232 48.19845194339644, -122.1868441269232 48.19689939844871))",[],[]
125,train,none,similarity,40.13419409991119,-119.90145624526258,"POLYGON ((-119.9026208355711 40.13330372187016, -119.900291654954 40.13330372187016, -119.900291654954 40.13508446628685, -119.9026208355711 40.13508446628685, -119.9026208355711 40.13330372187016))",[],[]
126,train,permian,random,33.46421623288172,-104.19870864899946,"POLYGON ((-104.199873239308 33.46324469083478, -104.1975440586909 33.46324469083478, -104.1975440586909 33.46518776403961, -104.199873239308 33.46518776403961, -104.199873239308 33.46324469083478))",[],[]
127,train,other,similarity,40.88748856682474,-82.77042732129017,"POLYGON ((-82.77159191159873 40.88660813485898, -82.76926273098161 40.88660813485898, -82.76926273098161 40.88836898707655, -82.77159191159873 40.88836898707655, -82.77159191159873 40.88660813485898))",[],[]
128,train,denver,city,39.98496384748624,-104.81016441880806,"POLYGON ((-104.8113290091166 39.98407151730396, -104.8089998284995 39.98407151730396, -104.8089998284995 39.98585616601373, -104.8113290091166 39.98585616601373, -104.8113290091166 39.98407151730396))",[],[]
129,train,other,similarity,42.8163011363495,-105.5750153941048,"POLYGON ((-105.5761799844134 42.81544686091738, -105.5738508037962 42.81544686091738, -105.5738508037962 42.81715539998029, -105.5761799844134 42.81715539998029, -105.5761799844134 42.81544686091738))",[],[]
133,train,none,similarity,42.50905862098779,-118.43455605493712,"POLYGON ((-118.4357206452457 42.50820011345487, -118.4333914646285 42.50820011345487, -118.4333914646285 42.50991711672972, -118.4357206452457 42.50991711672972, -118.4357206452457 42.50820011345487))",[],[]
134,train,denver,wind_turbine,38.93245,-102.22582,"POLYGON ((-102.22698459030856 38.93154407412101, -102.22465540969144 38.93154407412101, -102.22465540969144 38.93335591430779, -102.22698459030856 38.93335591430779, -102.22698459030856 38.93154407412101))",[],[]
137,train,other,similarity,34.06937260326696,-102.51271008869236,"POLYGON ((-102.5138746790009 34.06840789785701, -102.5115454983838 34.06840789785701, -102.5115454983838 34.07033729769233, -102.5138746790009 34.07033729769233, -102.5138746790009 34.06840789785701))",[],[]
138,train,denver,city,38.74617667222023,-104.71773661312712,"POLYGON ((-104.7189012034357 38.74526837189184, -104.7165720228186 38.74526837189184, -104.7165720228186 38.7470849609938, -104.7189012034357 38.7470849609938, -104.7189012034357 38.74526837189184))",[],[]
139,train,permian,random,33.175149560074075,-101.94509411903888,"POLYGON ((-101.9462587093474 33.17417479055612, -101.9439295287303 33.17417479055612, -101.9439295287303 33.17612431875035, -101.9462587093474 33.17612431875035, -101.9462587093474 33.17417479055612))",[],[]
140,train,denver,similarity,39.225189424328406,-103.37441863224456,"POLYGON ((-103.3755832225531 39.22428724937451, -103.373254041936 39.22428724937451, -103.373254041936 39.22609158768626, -103.3755832225531 39.22609158768626, -103.3755832225531 39.22428724937451))",[],[]
141,train,permian,label_expert,30.85411314088624,-101.71348716415864,"POLYGON ((-101.7146517544672 30.85311336294604, -101.7123225738501 30.85311336294604, -101.7123225738501 30.85511290840457, -101.7146517544672 30.85511290840457, -101.7146517544672 30.85311336294604))","[{'bbox': <POLYGON ((-101.713 30.855, -101.713 30.854, -101.714 30.854, -101.714 30.85...>}]","[{'bbox': [115, 125, 462, 478], 'bbox_mode': 0, 'category_id': 0, 'annotation_id': 87}]"
142,train,denver,label_crowdsource,40.00702,-104.92,"POLYGON ((-104.9211679508603 40.00791812991785, -104.9188320491397 40.00791812991785, -104.9188320797506 40.00612185817271, -104.9211679202494 40.00612185817271, -104.9211679508603 40.00791812991785))","[{'bbox': <POLYGON ((-104.919 40.008, -104.919 40.006, -104.919 40.006, -104.919 40.00...>}, {'bbox': <POLYGON ((-104.92 40.007, -104.92 40.007, -104.92 40.007, -104.92 40.007, -...>}]","[{'bbox': [524.3733333333333, 144.21868915205846, 640.0, 506.4533333333333], 'bbox_mode': 0, 'category_id': 0, 'annotation_id': 88}, {'bbox': [208.5474051640599, 199.68, 443.3152590293676, 363.7053336421026], 'bbox_mode': 0, 'category_id': 0, 'annotation_id': 89}]"
143,train,permian,random,30.63463488679452,-102.28732341796088,"POLYGON ((-102.2884880082694 30.63363282832383, -102.2861588276523 30.63363282832383, -102.2861588276523 30.63563693488662, -102.2884880082694 30.63563693488662, -102.2884880082694 30.63363282832383))",[],[]
145,train,none,similarity,46.34313866238568,-96.531109885235,"POLYGON ((-96.53227447554357 46.34233469566394, -96.52994529492643 46.34233469566394, -96.52994529492643 46.3439426172847, -96.53227447554357 46.3439426172847, -96.53227447554357 46.34233469566394))",[],[]
146,train,denver,road,40.33105414437654,-104.11716648305536,"POLYGON ((-104.1183310733639 40.330166350778796, -104.11600189274678 40.330166350778796, -104.11600189274678 40.331941926295436, -104.1183310733639 40.331941926295436, -104.1183310733639 40.330166350778796))",[],[]
148,train,other,similarity,40.37114861140145,-100.41988231040744,"POLYGON ((-100.421046900716 40.37026134546271, -100.4187177200989 40.37026134546271, -100.4187177200989 40.37203586565868, -100.421046900716 40.37203586565868, -100.421046900716 40.37026134546271))",[],[]
153,train,none,similarity,32.87863037011999,-89.35362497474833,"POLYGON ((-89.35478956505688 32.87765231570294, -89.35246038443977 32.87765231570294, -89.35246038443977 32.8796084137451, -89.35478956505688 32.8796084137451, -89.35478956505688 32.87765231570294))",[],[]
157,train,permian,label_expert,31.519976377958784,-101.40946902289376,"POLYGON ((-101.4106336132023 31.51898360842692, -101.4083044325852 31.51898360842692, -101.4083044325852 31.52096913694122, -101.4106336132023 31.52096913694122, -101.4106336132023 31.51898360842692))","[{'bbox': <POLYGON ((-101.409 31.52, -101.409 31.52, -101.41 31.52, -101.41 31.52, -10...>}]","[{'bbox': [191, 221, 467, 410], 'bbox_mode': 0, 'category_id': 0, 'annotation_id': 100}]"
159,train,permian,city,30.878109880701263,-102.87625624531243,"POLYGON ((-102.877420835621 30.87711035299405, -102.8750916550039 30.87711035299405, -102.8750916550039 30.87910939798191, -102.877420835621 30.87910939798191, -102.877420835621 30.87711035299405))",[],[]
160,train,other,similarity,30.37443798988112,-96.6640186695167,"POLYGON ((-96.66518325982526 30.37343324683687, -96.66285407920812 30.37343324683687, -96.66285407920812 30.37544272259888, -96.66518325982526 30.37544272259888, -96.66518325982526 30.37343324683687))",[],[]
161,train,permian,city,31.4185737253493,-103.5153342563373,"POLYGON ((-103.5164988466458 31.4175798798459, -103.5141696660287 31.4175798798459, -103.5141696660287 31.41956756032232, -103.5164988466458 31.41956756032232, -103.5164988466458 31.4175798798459))",[],[]
162,train,other,similarity,33.94767316449804,-98.29804888562327,"POLYGON ((-98.29921347593182 33.94670707554246, -98.29688429531471 33.94670707554246, -98.29688429531471 33.94863924248787, -98.29921347593182 33.94863924248787, -98.29921347593182 33.94670707554246))",[],[]
163,train,none,similarity,43.91472701319681,-120.55326364020507,"POLYGON ((-120.5544282305136 43.91388806803256, -120.5520990498965 43.91388806803256, -120.5520990498965 43.91556594653385, -120.5544282305136 43.91556594653385, -120.5544282305136 43.91388806803256))",[],[]
164,train,none,similarity,46.07511498169079,-96.17560623513964,"POLYGON ((-96.1767708254482 46.07430708234126, -96.17444164483106 46.07430708234126, -96.17444164483106 46.07592286921295, -96.1767708254482 46.07592286921295, -96.1767708254482 46.07430708234126))",[],[]
166,train,permian,random,31.21252390022804,-101.2604327550562,"POLYGON ((-101.2615973453648 31.21152787794752, -101.2592681647476 31.21152787794752, -101.2592681647476 31.21351991201732, -101.2615973453648 31.21351991201732, -101.2615973453648 31.21152787794752))",[],[]
169,train,permian,similarity,30.72757112045033,-103.41741743695836,"POLYGON ((-103.4185820272669 30.72657002585825, -103.4162528466498 30.72657002585825, -103.4162528466498 30.72857220464542, -103.4185820272669 30.72857220464542, -103.4185820272669 30.72657002585825))",[],[]
171,train,none,similarity,29.98689153677852,-103.81870717090308,"POLYGON ((-103.8198717612116 29.98588283366819, -103.8175425805945 29.98588283366819, -103.8175425805945 29.98790022964154, -103.8198717612116 29.98790022964154, -103.8198717612116 29.98588283366819))",[],[]
174,train,none,similarity,32.285728449825555,-80.5605854421417,"POLYGON ((-80.56175003245026 32.28474390576609, -80.55942085183312 32.28474390576609, -80.55942085183312 32.28671298319594, -80.56175003245026 32.28671298319594, -80.56175003245026 32.28474390576609))",[],[]
182,train,none,similarity,32.25766750720835,-108.09408185109046,"POLYGON ((-108.095246441399 32.25668265861374, -108.0929172607819 32.25668265861374, -108.0929172607819 32.25865234511888, -108.095246441399 32.25865234511888, -108.095246441399 32.25668265861374))",[],[]
183,train,permian,city,33.67249005376014,-101.5317287331427,"POLYGON ((-101.5328933234512 33.67152085245303, -101.5305641428341 33.67152085245303, -101.5305641428341 33.67345924414479, -101.5328933234512 33.67345924414479, -101.5328933234512 33.67152085245303))",[],[]
184,train,permian,city,33.5251457814154,-101.9210632088768,"POLYGON ((-101.9222277991854 33.52417492281404, -101.9198986185682 33.52417492281404, -101.9198986185682 33.52611662911789, -101.9222277991854 33.52611662911789, -101.9222277991854 33.52417492281404))",[],[]
185,train,denver,random,41.66809604440052,-104.56430860729408,"POLYGON ((-104.5654731976026 41.66722607967932, -104.5631440169855 41.66722607967932, -104.5631440169855 41.66896599736599, -104.5654731976026 41.66896599736599, -104.5654731976026 41.66722607967932))",[],[]
