chip,label,bbox,split
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\174.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\182.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\183.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\184.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\185.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\191.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\192.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\196.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\200.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\207.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\209.jpg,1,"[112.80000000000001, 124.0, 195.20000000000002, 212.8]",train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\210.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\212.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\213.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\215.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\216.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\217.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\221.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\223.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\224.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\225.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\227.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\230.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\231.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\233.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\235.jpg,1,"[139.30520582254667, 217.80538058927425, 348.1600000000001, 352.22087860741635]",train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\237.jpg,1,"[335.89208247388797, 113.32266666666668, 512.0, 281.25866666666667]",train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\237.jpg,1,"[169.98400000000004, 146.7105306797489, 316.07466666666664, 291.1573333333333]",train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\238.jpg,1,"[0.0, 42.62001895965423, 494.25066666666675, 412.0625220977393]",train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\239.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\240.jpg,1,"[166.91200000000003, 226.7693934527796, 369.664, 373.7782804648484]",train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\241.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\244.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\245.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\248.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\250.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\255.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\256.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\257.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\259.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\261.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\262.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\263.jpg,1,"[52.800000000000004, 176.0, 464.0, 334.40000000000003]",train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\263.jpg,1,"[259.2, 408.8, 323.20000000000005, 466.40000000000003]",train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\265.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\266.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\271.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\273.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\276.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\278.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\279.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\280.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\281.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\284.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\293.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\294.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\297.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\299.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\300.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\301.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\303.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\304.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\305.jpg,1,"[212.8, 110.4, 299.2, 401.6]",train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\308.jpg,1,"[124.0, 114.4, 388.0, 397.6]",train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\309.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\310.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\311.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\313.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\314.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\315.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\316.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\319.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\321.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\322.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\324.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\325.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\326.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\327.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\328.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\329.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\332.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\334.jpg,1,"[128.0, 136.8, 383.20000000000005, 375.20000000000005]",train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\338.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\344.jpg,1,"[234.4, 224.0, 284.8, 272.0]",train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\347.jpg,1,"[182.4, 200.8, 324.8, 312.8]",train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\349.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\351.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\352.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\355.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\356.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\360.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\363.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\364.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\365.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\366.jpg,1,"[154.4, 187.20000000000002, 358.40000000000003, 324.8]",train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\367.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\368.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\370.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\371.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\372.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\373.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\378.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\380.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\382.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\383.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\389.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\391.jpg,1,"[223.20000000000002, 232.8, 287.2, 284.0]",train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\393.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\394.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\395.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\397.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\398.jpg,1,"[156.4850148095254, 166.9166376660944, 343.26678125, 334.0988958333333]",train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\399.jpg,1,"[0.0, 0.0, 431.5206073943957, 322.05711612904355]",train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\400.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\405.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\407.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\409.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\410.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\411.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\412.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\414.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\416.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\418.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\419.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\420.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\421.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\422.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\423.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\427.jpg,1,"[49.834666666666664, 56.379045172401476, 475.4773333333334, 396.288]",train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\432.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\434.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\436.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\442.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\443.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\444.jpg,0,,train
C:\Users\colto\Documents\GitHub\lidar_project\data\external\ramachandran_2024\naip_chips\train\445.jpg,1,"[232.8, 223.20000000000002, 274.40000000000003, 323.20000000000005]",train
