line_id,kind,split,length_m,parent,clean,max_prob
road_7_8,road,val,37.43021690588389,road_7,False,0.982
road_7_9,road,val,37.49773074536526,road_7,False,0.976
road_7_10,road,val,37.50557770781532,road_7,False,0.978
road_7_11,road,val,37.50486009347219,road_7,False,0.998
road_7_12,road,val,37.50600942725176,road_7,False,0.964
road_7_13,road,val,37.44695625648668,road_7,False,0.951
road_8_0,road,val,37.957032638030036,road_8,False,0.92
road_8_1,road,val,37.928619294032146,road_8,False,0.983
road_9_0,road,val,24.458464646120426,road_9,True,0.861
road_10_0,road,val,27.587909418797935,road_10,True,0.984
road_10_1,road,val,27.527586513477825,road_10,True,0.993
road_10_2,road,val,27.57562911876458,road_10,True,0.991
road_11_0,road,val,34.90146875179563,road_11,True,0.954
road_11_1,road,val,34.888270162712075,road_11,True,0.993
road_11_2,road,val,34.87858293814677,road_11,True,0.986
road_11_3,road,val,34.96952165173664,road_11,True,0.994
road_11_4,road,val,34.91253409161427,road_11,True,0.988
road_11_5,road,val,34.78587526816836,road_11,True,0.972
road_11_6,road,val,34.98443134364344,road_11,True,0.996
road_12_0,road,val,31.420576520077468,road_12,True,0.999
road_12_1,road,val,31.47882284547013,road_12,True,0.999
road_12_2,road,val,31.482104964330297,road_12,True,0.999
road_12_3,road,val,31.489563749836137,road_12,True,0.998
road_16_0,road,val,38.555977992821944,road_16,False,0.994
road_16_1,road,val,38.53047943951385,road_16,False,0.989
road_31_0,road,val,38.11361078548838,road_31,False,0.99
road_31_1,road,val,37.442411428318145,road_31,False,0.977
road_31_2,road,val,38.109913591533804,road_31,False,0.998
road_31_3,road,val,38.08556190708983,road_31,False,0.998
road_31_4,road,val,38.088940539195185,road_31,False,0.999
road_31_5,road,val,38.08722771805856,road_31,False,0.999
road_32_0,road,val,39.32707416210657,road_32,True,0.963
road_32_1,road,val,39.12141198996846,road_32,True,0.946
road_32_2,road,val,39.28603384430787,road_32,True,0.969
road_32_3,road,val,39.336767500317684,road_32,True,0.908
road_32_4,road,val,39.32697156022991,road_32,True,0.962
road_32_5,road,val,39.04492597788689,road_32,True,0.884
road_32_6,road,val,39.32389257781806,road_32,True,0.985
road_33_0,road,val,33.77946550212219,road_33,True,0.981
road_33_1,road,val,33.85566481492095,road_33,True,0.993
road_33_2,road,val,33.8024070148623,road_33,True,0.996
road_33_3,road,val,33.86202093856213,road_33,True,0.518
road_34_0,road,val,37.15623799242919,road_34,False,0.937
road_34_1,road,val,37.15554774430981,road_34,False,0.986
road_34_2,road,val,37.15432856712978,road_34,False,0.995
road_34_3,road,val,37.15208756767683,road_34,False,0.997
road_34_4,road,val,37.156122210292466,road_34,False,0.999
road_40_6,road,val,38.96663933951008,road_40,False,0.901
road_40_7,road,val,39.13080456571045,road_40,False,0.961
road_40_8,road,val,38.72557901626518,road_40,False,0.964
road_40_9,road,val,39.11738080427376,road_40,False,0.983
road_41_0,road,val,39.6876417678861,road_41,False,0.945
road_41_1,road,val,39.67646070240474,road_41,False,0.988
road_55_13,road,test,38.357975846304996,road_55,False,0.977
road_55_14,road,test,38.3606336436025,road_55,False,0.959
road_55_15,road,test,38.370359658275575,road_55,False,0.968
road_55_16,road,test,38.36762487243476,road_55,False,0.966
road_55_17,road,test,38.37044118578402,road_55,False,0.976
road_55_18,road,test,38.34990939725837,road_55,False,0.574
road_55_19,road,test,38.12464750414149,road_55,False,0.789
road_55_20,road,test,38.34387891599915,road_55,False,0.903
road_55_21,road,test,38.3564562965698,road_55,False,0.922
road_55_22,road,test,38.37060765561628,road_55,False,0.96
road_55_23,road,test,38.36427431043332,road_55,False,0.972
road_56_0,road,test,33.787395167692466,road_56,True,0.985
road_56_1,road,test,33.7906661713877,road_56,True,0.977
road_56_2,road,test,33.75961169426594,road_56,True,0.944
road_56_3,road,test,33.81791419474088,road_56,True,0.868
road_57_0,road,test,35.78841627184022,road_57,False,0.98
road_57_1,road,test,35.719576823680505,road_57,False,0.99
road_57_2,road,test,35.81178156264876,road_57,False,0.952
road_57_3,road,test,35.81054157798345,road_57,False,0.975
road_57_4,road,test,35.79531319699717,road_57,False,0.997
road_57_5,road,test,35.80399730721384,road_57,False,0.998
road_58_0,road,test,28.552310028632828,road_58,True,0.876
road_59_0,road,test,38.453918574990546,road_59,False,0.92
road_59_1,road,test,38.493248553674015,road_59,False,0.963
road_59_2,road,test,38.29769518958557,road_59,False,0.986
road_59_3,road,test,38.55137595602031,road_59,False,0.987
road_59_4,road,test,38.48642738015269,road_59,False,0.981
road_59_5,road,test,36.597391487490384,road_59,False,0.957
road_59_6,road,test,38.56466556480187,road_59,False,0.973
road_59_7,road,test,38.47720100875749,road_59,False,0.965
road_59_8,road,test,38.559097380006335,road_59,False,0.898
road_59_9,road,test,38.401899297350724,road_59,False,0.946
road_59_10,road,test,38.56945095118432,road_59,False,0.94
road_59_11,road,test,38.5601402307007,road_59,False,0.977
road_61_2,road,test,34.35313522432852,road_61,False,0.968
road_61_3,road,test,34.34474006067163,road_61,False,0.959
road_61_4,road,test,34.26730030902056,road_61,False,0.967
road_61_5,road,test,34.26639799427612,road_61,False,0.898
road_61_6,road,test,34.33090092550097,road_61,False,0.95
road_62_0,road,test,32.09536499354066,road_62,False,0.945
road_65_0,road,test,35.287444325715285,road_65,True,0.971
road_65_1,road,test,35.19578771451614,road_65,True,0.95
road_65_2,road,test,35.31871711735443,road_65,True,0.975
road_65_3,road,test,34.01346014159953,road_65,True,0.974
road_65_4,road,test,35.31187949717949,road_65,True,0.945
road_66_1,road,test,34.91897029197424,road_66,False,0.967
road_66_2,road,test,34.92436639932446,road_66,False,0.964
road_67_0,road,test,33.503837441383745,road_67,True,0.944
road_67_1,road,test,33.501542138463016,road_67,True,0.927
road_67_2,road,test,32.891807904072984,road_67,True,0.909
road_68_0,road,test,39.57621423705409,road_68,True,0.988
road_68_1,road,test,39.53339726206502,road_68,True,0.994
road_68_2,road,test,39.56134664837585,road_68,True,0.984
road_68_3,road,test,39.57443439135112,road_68,True,0.971
road_68_4,road,test,39.53101102457438,road_68,True,0.965
road_68_5,road,test,39.58507036707883,road_68,True,0.98
road_69_1,road,test,27.017977461999962,road_69,False,0.954
road_75_0,road,val,36.554275752898086,road_75,False,0.999
road_75_1,road,val,36.55490204033567,road_75,False,0.996
road_75_2,road,val,36.5471403517276,road_75,False,0.995
road_75_3,road,val,36.53131250613134,road_75,False,0.995
road_76_0,road,test,32.10042178116441,road_76,True,0.957
road_76_1,road,test,31.995311761340556,road_76,True,0.953
road_76_2,road,test,31.590371002057896,road_76,True,0.925
road_76_3,road,test,32.09995880697917,road_76,True,0.925
road_76_4,road,test,32.10696059668586,road_76,True,0.876
road_77_0,road,test,20.76972682488621,road_77,True,0.951
road_77_1,road,test,20.770704652534192,road_77,True,0.884
road_84_0,road,val,32.225368841032854,road_84,True,0.97
road_84_1,road,val,32.18705820515621,road_84,True,0.928
road_84_2,road,val,32.10924883092753,road_84,True,0.92
road_84_3,road,val,32.32757702202908,road_84,True,0.984
road_84_4,road,val,32.33049817208873,road_84,True,0.991
road_85_0,road,val,30.748505325273396,road_85,True,0.977
road_85_1,road,val,30.7598239457177,road_85,True,0.995
road_86_0,road,val,33.13558994570174,road_86,False,0.999
road_89_0,road,test,38.61397394868389,road_89,True,0.91
road_89_1,road,test,38.89102291358619,road_89,True,0.967
road_89_2,road,test,38.960532353953404,road_89,True,0.982
road_90_1,road,val,24.353737140440376,road_90,False,0.987
road_92_0,road,val,39.86283657026224,road_92,False,0.989
road_95_3,road,test,32.51715125849622,road_95,False,0.978
road_95_4,road,test,33.05034716924694,road_95,False,0.983
road_195_3,road,val,37.319772411220924,road_195,False,0.99
road_196_0,road,val,35.469741955448235,road_196,False,0.986
road_197_0,road,val,38.021866881302515,road_197,False,0.983
road_197_1,road,val,37.99773513844175,road_197,False,0.989
road_197_2,road,val,38.007232969121496,road_197,False,0.967
road_197_3,road,val,38.032837212878476,road_197,False,0.965
road_199_0,road,val,34.96945036150158,road_199,False,0.982
road_203_7,road,test,38.897586854406924,road_203,False,0.976
road_203_8,road,test,38.91783857079896,road_203,False,0.994
road_203_9,road,test,38.89191121206281,road_203,False,0.958
road_203_10,road,test,38.9118205779538,road_203,False,0.951
road_203_11,road,test,38.899959635871674,road_203,False,0.973
road_204_0,road,test,36.34933606281031,road_204,True,0.906
road_204_7,road,test,36.41066369099719,road_204,True,0.942
road_204_8,road,test,36.41787190002436,road_204,True,0.915
road_212_2,road,test,32.87757795562319,road_212,False,0.955
road_212_3,road,test,32.897857229091834,road_212,False,0.94
road_213_0,road,test,35.75860004108595,road_213,True,0.971
road_213_1,road,test,36.36195912967236,road_213,True,0.96
road_213_2,road,test,36.416445907887486,road_213,True,0.947
road_213_3,road,test,36.28171309205746,road_213,True,0.933
road_213_4,road,test,36.39147261393787,road_213,True,0.966
road_213_5,road,test,36.4080499690619,road_213,True,0.962
road_213_6,road,test,36.38773277226527,road_213,True,0.972
road_219_0,road,test,34.290461943527234,road_219,False,0.962
road_225_0,road,test,35.13509969334131,road_225,True,0.91
road_225_1,road,test,35.58804854670393,road_225,True,0.719
road_225_2,road,test,35.605613496772406,road_225,True,0.975
road_225_3,road,test,35.573733418412054,road_225,True,0.853
road_225_4,road,test,35.44385290815974,road_225,True,0.941
road_225_5,road,test,35.5909176044922,road_225,True,0.975
road_225_6,road,test,35.58707971965574,road_225,True,0.994
road_226_0,road,test,35.8577598382741,road_226,True,0.953
road_226_1,road,test,35.48167522005225,road_226,True,0.933
road_227_0,road,val,35.79073737281678,road_227,False,0.979
road_227_1,road,val,35.80351183680797,road_227,False,0.988
road_227_2,road,val,35.74492791917578,road_227,False,0.989
road_227_3,road,val,35.79473329132946,road_227,False,0.991
road_228_0,road,val,30.420657076841366,road_228,False,0.98
road_229_0,road,val,39.660221545949476,road_229,True,0.999
road_229_1,road,val,39.660221546573126,road_229,True,0.983
road_229_2,road,val,39.658472018903616,road_229,True,0.971
road_229_3,road,val,39.66022154632708,road_229,True,0.974
road_229_4,road,val,39.66021823417978,road_229,True,0.903
road_229_5,road,val,39.66022154636377,road_229,True,0.968
road_230_1,road,val,28.526077038477272,road_230,False,0.968
road_230_2,road,val,28.64945763311906,road_230,False,0.963
road_231_0,road,val,27.695916487235017,road_231,True,0.98
road_231_1,road,val,27.69597079783552,road_231,True,0.962
road_236_2,road,val,39.71998443933042,road_236,False,0.981
road_236_3,road,val,39.71981258298099,road_236,False,0.921
road_236_4,road,val,39.71998443936565,road_236,False,0.925
road_236_5,road,val,39.719984439117525,road_236,False,0.94
road_236_6,road,val,39.719963724059,road_236,False,0.98
road_236_7,road,val,39.71998443926802,road_236,False,0.982
road_236_8,road,val,39.71998443937993,road_236,False,0.99
road_236_9,road,val,39.719984439268025,road_236,False,0.995
road_236_10,road,val,39.71986392035117,road_236,False,0.979
road_236_11,road,val,39.719984439280594,road_236,False,0.987
road_236_24,road,test,39.43298206215188,road_236,False,0.96
road_237_33,road,test,39.19971917777367,road_237,False,0.985
road_242_3,road,val,36.297283684778506,road_242,False,0.992
road_242_4,road,val,36.30140246176866,road_242,False,0.989
road_242_5,road,val,36.26252660074421,road_242,False,0.975
road_242_6,road,val,36.272387446228734,road_242,False,0.981
road_242_7,road,val,36.30191130818005,road_242,False,0.964
road_242_8,road,val,36.24117203735239,road_242,False,0.857
road_243_0,road,val,29.398417705474678,road_243,True,0.912
road_243_1,road,val,29.39841770459062,road_243,True,0.901
road_243_2,road,val,29.398417705474678,road_243,True,0.905
road_245_0,road,test,38.981966616905325,road_245,True,0.971
road_245_1,road,test,38.98177783906121,road_245,True,0.993
road_245_2,road,test,38.98196661720401,road_245,True,0.989
road_245_3,road,test,38.98193732109926,road_245,True,0.994
road_245_4,road,test,38.9815797429263,road_245,True,0.995
road_245_5,road,test,38.9815413156568,road_245,True,0.995
road_245_6,road,test,38.981966616850535,road_245,True,0.989
road_245_7,road,test,38.98135581055171,road_245,True,0.99
road_245_8,road,test,38.98196661719212,road_245,True,0.994
road_246_2,road,val,35.11914687244074,road_246,True,0.95
road_246_3,road,val,35.063004598116706,road_246,True,0.952
road_246_4,road,val,35.145156371417855,road_246,True,0.924
road_255_0,road,val,34.02937091987033,road_255,False,0.981
road_255_1,road,val,33.98134303935091,road_255,False,0.995
road_255_2,road,val,33.81586984593997,road_255,False,0.994
road_256_0,road,val,26.85855585658605,road_256,True,0.964
road_260_0,road,val,31.548027105149956,road_260,True,0.988
road_261_0,road,val,36.27494158207592,road_261,True,0.857
road_261_1,road,val,36.2298754414896,road_261,True,0.964
road_261_2,road,val,36.27918664065748,road_261,True,0.972
road_262_13,road,test,37.822308309909936,road_262,False,0.99
road_262_14,road,test,37.82418672113926,road_262,False,0.976
road_262_15,road,test,37.878789030353325,road_262,False,0.949
road_262_16,road,test,37.74389143872772,road_262,False,0.944
road_263_0,road,test,36.78591376470464,road_263,False,0.981
road_263_1,road,test,36.810093792286786,road_263,False,0.976
road_263_2,road,test,36.81139101189997,road_263,False,0.959
road_263_3,road,test,36.796357607958576,road_263,False,0.95
road_263_4,road,test,36.75599656021593,road_263,False,0.973
road_263_5,road,test,36.79724199701479,road_263,False,0.993
road_263_6,road,test,36.80914402790046,road_263,False,0.99
road_263_7,road,test,36.73379588133527,road_263,False,0.997
road_263_8,road,test,36.70285478712513,road_263,False,0.981
road_264_7,road,test,37.71705884830416,road_264,False,0.988
road_264_8,road,test,37.78105870549309,road_264,False,0.974
road_264_9,road,test,37.77530135700501,road_264,False,0.922
road_264_10,road,test,37.785819288652824,road_264,False,0.978
road_264_11,road,test,37.72520781491251,road_264,False,0.961
road_264_12,road,test,37.77341110823683,road_264,False,0.969
road_264_13,road,test,37.781777032953514,road_264,False,0.945
road_264_14,road,test,37.7903220709887,road_264,False,0.967
road_265_0,road,test,37.86628312056652,road_265,False,0.966
road_265_1,road,test,37.94665293717905,road_265,False,0.968
road_265_2,road,test,37.94461977757473,road_265,False,0.917
road_265_3,road,test,37.935981609024616,road_265,False,0.947
road_266_0,road,val,39.17861354643156,road_266,False,0.97
road_266_1,road,val,39.01348214652751,road_266,False,0.965
road_266_2,road,val,39.16026607336267,road_266,False,0.952
road_266_3,road,val,39.17456343676572,road_266,False,0.936
road_266_9,road,test,39.148036899389886,road_266,False,0.985
road_266_10,road,test,39.0637355001895,road_266,False,0.964
road_267_2,road,test,35.17193918353877,road_267,False,0.977
road_272_0,road,val,38.9674699713127,road_272,False,0.963
road_272_1,road,val,38.9642380918223,road_272,False,0.961
road_272_2,road,val,38.98446691869419,road_272,False,0.983
road_275_0,road,val,38.29313319810958,road_275,False,0.963
road_275_4,road,val,38.28963392747774,road_275,False,0.986
road_275_5,road,val,38.24821345907161,road_275,False,0.985
road_275_6,road,val,38.292037507428006,road_275,False,0.965
road_290_0,road,val,38.855373431412126,road_290,True,0.945
road_290_1,road,val,38.8728674193082,road_290,True,0.948
road_290_2,road,val,38.858907152924075,road_290,True,0.95
road_291_0,road,val,38.5828608108362,road_291,False,0.93
road_291_1,road,val,38.60122296620815,road_291,False,0.898
road_291_2,road,val,38.59371184433799,road_291,False,0.932
road_291_3,road,val,38.59267138144483,road_291,False,0.885
road_291_4,road,val,38.60455770576795,road_291,False,0.983
road_291_5,road,val,38.6107085761182,road_291,False,0.976
road_293_3,road,val,35.38572319155033,road_293,False,0.923
road_293_4,road,val,35.37857591810162,road_293,False,0.944
road_293_5,road,val,35.39084886465166,road_293,False,0.958
road_293_6,road,val,35.3960693290643,road_293,False,0.945
road_293_7,road,val,35.3957942038711,road_293,False,0.989
road_294_0,road,val,38.76715268367296,road_294,False,0.945
road_294_1,road,val,38.76314003714787,road_294,False,0.947
road_294_2,road,val,38.75660364576454,road_294,False,0.974
road_294_24,road,val,38.76724984122125,road_294,False,0.986
road_294_25,road,val,38.76331020889305,road_294,False,0.989
road_294_26,road,val,38.65062613384599,road_294,False,0.97
road_294_27,road,val,38.76646455427152,road_294,False,0.966
road_294_28,road,val,37.98344075773863,road_294,False,0.898
road_294_29,road,val,38.75933774627359,road_294,False,0.971
road_294_30,road,val,38.7266542721978,road_294,False,0.974
road_294_31,road,val,38.76688561821234,road_294,False,0.971
road_298_6,road,val,39.4414141402788,road_298,False,0.997
road_298_7,road,val,39.44107518339178,road_298,False,0.997
road_298_8,road,val,39.441393796303075,road_298,False,0.992
road_298_9,road,val,39.44147277287405,road_298,False,0.992
road_298_10,road,val,39.44036941518836,road_298,False,0.993
road_298_11,road,val,39.44160190236883,road_298,False,0.997
road_298_12,road,val,39.44143067510564,road_298,False,0.999
road_298_13,road,val,39.44160190198542,road_298,False,0.999
road_298_14,road,val,39.441590299994076,road_298,False,0.994
road_298_15,road,val,39.44160190268592,road_298,False,0.997
road_298_44,road,test,39.441601902531204,road_298,False,0.991
road_300_1,road,test,34.517564427696605,road_300,False,0.93
road_301_0,road,test,27.21711584808598,road_301,False,0.972
road_303_0,road,test,33.76652710997956,road_303,True,0.965
road_303_1,road,test,33.78533862664259,road_303,True,0.959
road_303_2,road,test,33.72190335562284,road_303,True,0.978
road_303_3,road,test,33.80340192440197,road_303,True,0.986
road_303_4,road,test,33.734279146998254,road_303,True,0.981
road_303_5,road,test,33.73058448874852,road_303,True,0.912
road_304_0,road,test,38.27291319554512,road_304,True,0.964
road_304_1,road,test,38.20960758901053,road_304,True,0.971
road_304_2,road,test,38.19942721129523,road_304,True,0.973
road_304_3,road,test,38.3296101151837,road_304,True,0.98
road_304_4,road,test,38.32742625330185,road_304,True,0.979
road_304_5,road,test,38.32201921140298,road_304,True,0.929
road_304_6,road,test,38.31303657254943,road_304,True,0.969
road_304_7,road,test,38.26310676210683,road_304,True,0.958
road_304_8,road,test,38.33419991569874,road_304,True,0.96
road_304_9,road,test,38.20319032738245,road_304,True,0.967
road_304_10,road,test,38.34418855992087,road_304,True,0.976
road_304_11,road,test,38.31312078480565,road_304,True,0.987
road_304_12,road,test,38.339347038698584,road_304,True,0.992
road_306_1,road,test,39.67003795639751,road_306,False,0.947
road_306_2,road,test,39.69072092181932,road_306,False,0.929
road_306_3,road,test,39.681364170652046,road_306,False,0.92
road_306_4,road,test,39.68824440216399,road_306,False,0.884
road_306_5,road,test,39.41156073412266,road_306,False,0.958
road_306_6,road,test,38.99583665990533,road_306,False,0.942
road_306_7,road,test,39.12037773906874,road_306,False,0.922
road_306_8,road,test,38.84091196040989,road_306,False,0.934
road_306_9,road,test,39.625425107878826,road_306,False,0.976
road_306_10,road,test,39.5967620628862,road_306,False,0.957
road_306_11,road,test,39.24398427278593,road_306,False,0.967
road_306_12,road,test,39.595306837687346,road_306,False,0.973
road_306_13,road,val,38.448820528654885,road_306,False,0.983
road_307_0,road,val,26.766335995566795,road_307,True,0.918
road_307_1,road,val,26.786398682874403,road_307,True,0.915
road_307_2,road,val,26.751340928463826,road_307,True,0.87
road_312_0,road,val,36.745201003617815,road_312,True,0.921
road_312_1,road,val,36.75550752597271,road_312,True,0.824
road_313_0,road,val,37.6241360104277,road_313,True,0.943
road_313_1,road,val,37.633815981858454,road_313,True,0.973
road_313_2,road,val,37.33083467923993,road_313,True,0.98
road_313_3,road,val,37.582705879247456,road_313,True,0.954
road_313_4,road,val,37.610162674274164,road_313,True,0.965
road_313_5,road,val,37.58324054940615,road_313,True,0.954
road_313_6,road,val,37.61326715602173,road_313,True,0.943
road_313_7,road,val,37.34806316456547,road_313,True,0.939
road_313_8,road,val,37.5195300984567,road_313,True,0.983
road_313_9,road,val,37.62875794042994,road_313,True,0.983
road_881_1,road,test,37.02322745853364,road_881,False,0.966
road_882_0,road,test,0.8123260381379878,road_882,True,0.893
road_883_0,road,test,0.5945428168913532,road_883,True,0.892
road_886_0,road,val,34.033149160592785,road_886,True,0.943
road_886_1,road,val,34.02199495612134,road_886,True,0.954
road_893_0,road,test,7.609689717202453,road_893,True,0.848
road_903_7,road,test,37.66839354287253,road_903,True,0.994
road_909_0,road,test,32.71653238536766,road_909,True,0.974
road_909_1,road,test,32.737246191316395,road_909,True,0.987
road_910_0,road,test,28.990392325538814,road_910,False,0.98
road_934_0,road,test,29.436783533568153,road_934,True,0.984
road_934_1,road,test,29.37130565792412,road_934,True,0.983
road_934_2,road,test,29.602909379161467,road_934,True,0.961
road_935_0,road,test,39.553489855135446,road_935,False,0.986
road_935_1,road,test,39.74083536054488,road_935,False,0.981
road_935_2,road,test,39.793074585608906,road_935,False,0.983
road_936_0,road,test,34.93637192986333,road_936,True,0.988
road_936_1,road,test,34.89041508361336,road_936,True,0.977
road_936_2,road,test,34.949504838186996,road_936,True,0.964
road_936_3,road,test,34.96344934721026,road_936,True,0.954
road_937_0,road,test,33.11446262231428,road_937,True,0.958
road_937_1,road,test,36.88952087465252,road_937,True,0.963
road_937_2,road,test,36.34120688531766,road_937,True,0.979
road_937_3,road,test,36.943216521699924,road_937,True,0.978
road_937_4,road,test,36.88623087266402,road_937,True,0.996
road_937_5,road,test,36.830121544282605,road_937,True,0.999
road_951_1,road,val,39.65722827474807,road_951,False,0.983
road_951_2,road,val,39.21538877216613,road_951,False,0.985
road_951_3,road,val,39.66000424994117,road_951,False,0.951
road_952_0,road,val,37.945947437446186,road_952,True,0.993
road_952_1,road,val,37.90607938667301,road_952,True,0.977
road_953_0,road,val,39.05638294816244,road_953,True,0.979
road_953_1,road,val,39.05497638592815,road_953,True,0.963
road_953_2,road,val,39.034952870184064,road_953,True,0.949
road_953_3,road,val,38.180556097328484,road_953,True,0.971
road_953_4,road,val,39.05484231653014,road_953,True,0.981
road_954_0,road,val,37.209376596741315,road_954,True,0.936
road_954_1,road,val,37.213540121188984,road_954,True,0.988
road_954_2,road,val,37.14059246507694,road_954,True,0.957
road_954_3,road,val,37.20578844666355,road_954,True,0.943
road_954_4,road,val,37.204133020588685,road_954,True,0.945
road_954_5,road,val,37.16406604352137,road_954,True,0.925
road_955_0,road,val,33.51565715875891,road_955,False,0.973
road_957_0,road,val,31.414986749047404,road_957,False,0.968
road_957_1,road,val,31.38969353227507,road_957,False,0.98
road_958_0,road,val,34.6737033440134,road_958,True,0.96
road_977_0,road,val,35.395711787022286,road_977,False,0.982
road_977_1,road,val,35.38019552602678,road_977,False,0.975
road_977_2,road,val,35.26549493018097,road_977,False,0.93
road_977_3,road,val,35.39712167089299,road_977,False,0.969
road_977_4,road,val,35.39887835561132,road_977,False,0.973
road_978_0,road,val,34.204178456901154,road_978,True,0.979
road_981_0,road,val,27.459356506135954,road_981,False,0.934
road_981_1,road,val,27.450387750317148,road_981,False,0.966
road_984_0,road,test,36.55506685964105,road_984,True,0.953
road_984_1,road,test,36.537319517316625,road_984,True,0.975
road_984_2,road,test,36.5551718454053,road_984,True,0.964
road_1004_0,road,val,34.109234763635556,road_1004,False,0.906
road_1024_3,road,val,37.57881180132145,road_1024,True,0.956
road_1024_4,road,val,37.259142859541875,road_1024,True,0.984
road_1024_5,road,val,37.48425471168006,road_1024,True,0.961
road_1024_6,road,val,37.13784327226653,road_1024,True,0.857
road_1025_0,road,val,30.947138956529603,road_1025,True,0.95
road_1033_0,road,val,39.65036885286896,road_1033,True,0.971
road_1033_1,road,val,39.67189287639186,road_1033,True,0.975
road_1033_2,road,val,39.58162868743955,road_1033,True,0.97
road_1033_3,road,val,39.665147901776336,road_1033,True,0.938
road_1033_4,road,val,39.669183265722,road_1033,True,0.953
road_1033_5,road,val,39.66551745492971,road_1033,True,0.975
road_1034_1,road,val,35.8882641019144,road_1034,False,0.968
road_1034_2,road,val,35.88515988865188,road_1034,False,0.968
road_1034_3,road,val,35.729207351250686,road_1034,False,0.984
road_1034_4,road,val,35.88666742509916,road_1034,False,0.976
road_1034_5,road,val,35.883559153882395,road_1034,False,0.958
road_1034_6,road,val,35.8849369328952,road_1034,False,0.979
road_1038_0,road,val,37.79394089746849,road_1038,True,0.975
road_1038_1,road,val,37.64152646857859,road_1038,True,0.948
road_1038_2,road,val,37.60473841188525,road_1038,True,0.952
road_1038_3,road,val,37.695693792342,road_1038,True,0.978
road_1038_4,road,val,37.76908313984731,road_1038,True,0.986
road_1039_0,road,val,37.328701376055136,road_1039,False,0.94
road_1039_4,road,val,37.645974822913225,road_1039,False,0.993
road_1039_5,road,val,37.650047114914415,road_1039,False,0.968
road_1039_6,road,val,37.49342163024034,road_1039,False,0.946
road_1039_7,road,val,37.60706981361387,road_1039,False,0.945
road_1039_8,road,val,37.61975166863814,road_1039,False,0.947
road_1039_9,road,val,37.645905325418056,road_1039,False,0.965
road_1039_10,road,val,37.6032577404787,road_1039,False,0.847
road_1039_11,road,val,37.65211598374219,road_1039,False,0.973
road_1040_2,road,val,38.259006793700415,road_1040,False,0.973
road_1040_3,road,val,38.26595021400714,road_1040,False,0.983
road_1040_4,road,val,38.24473479790563,road_1040,False,0.983
road_1040_5,road,val,38.217094909899515,road_1040,False,0.962
road_1041_0,road,val,38.760141904923074,road_1041,False,0.974
road_1055_1,road,val,34.3628278766758,road_1055,False,0.972
road_1055_2,road,val,34.29415775707686,road_1055,False,0.986
road_1060_0,road,val,34.142727048687526,road_1060,True,0.987
road_1060_1,road,val,34.09575806861529,road_1060,True,0.978
road_1061_0,road,val,39.249310744642386,road_1061,True,0.968
road_1061_1,road,val,39.426886881019634,road_1061,True,0.957
road_1061_2,road,val,39.256687143591485,road_1061,True,0.932
road_1061_3,road,val,39.39619212004171,road_1061,True,0.982
road_1061_4,road,val,39.381935337270306,road_1061,True,0.98
road_1062_0,road,val,33.82861243812287,road_1062,True,0.961
road_1062_1,road,val,33.417556187829305,road_1062,True,0.933
road_1062_2,road,val,33.798551521130406,road_1062,True,0.916
road_1063_0,road,val,36.646470222944146,road_1063,False,0.974
road_1063_1,road,val,36.61461164954567,road_1063,False,0.967
road_1064_0,road,val,39.12457595812429,road_1064,True,0.973
