old_path,new_path,phase,reason
data/derivatives/annotations/oil_gas_locations.gpkg,data/02_truth/annotations/oil_gas_locations.gpkg,phase4c,"hand-drawn ground truth; irreplaceable, out of the regenerable tree"
data/derivatives/annotations/pads_truth.gpkg,data/02_truth/annotations/pads_truth.gpkg,phase4c,"hand-drawn ground truth; irreplaceable, out of the regenerable tree"
data/derivatives/annotations/pit_inside.cpg,data/02_truth/annotations/pit_inside.cpg,phase4c,"hand-drawn ground truth; irreplaceable, out of the regenerable tree"
data/derivatives/annotations/pit_inside.dbf,data/02_truth/annotations/pit_inside.dbf,phase4c,"hand-drawn ground truth; irreplaceable, out of the regenerable tree"
data/derivatives/annotations/pit_inside.prj,data/02_truth/annotations/pit_inside.prj,phase4c,"hand-drawn ground truth; irreplaceable, out of the regenerable tree"
data/derivatives/annotations/pit_inside.shp,data/02_truth/annotations/pit_inside.shp,phase4c,"hand-drawn ground truth; irreplaceable, out of the regenerable tree"
data/derivatives/annotations/pit_inside.shx,data/02_truth/annotations/pit_inside.shx,phase4c,"hand-drawn ground truth; irreplaceable, out of the regenerable tree"
data/derivatives/annotations/pit_outside.cpg,data/02_truth/annotations/pit_outside.cpg,phase4c,"hand-drawn ground truth; irreplaceable, out of the regenerable tree"
data/derivatives/annotations/pit_outside.dbf,data/02_truth/annotations/pit_outside.dbf,phase4c,"hand-drawn ground truth; irreplaceable, out of the regenerable tree"
data/derivatives/annotations/pit_outside.prj,data/02_truth/annotations/pit_outside.prj,phase4c,"hand-drawn ground truth; irreplaceable, out of the regenerable tree"
data/derivatives/annotations/pit_outside.shp,data/02_truth/annotations/pit_outside.shp,phase4c,"hand-drawn ground truth; irreplaceable, out of the regenerable tree"
data/derivatives/annotations/pit_outside.shx,data/02_truth/annotations/pit_outside.shx,phase4c,"hand-drawn ground truth; irreplaceable, out of the regenerable tree"
data/derivatives/annotations/plat.cpg,data/02_truth/annotations/plat.cpg,phase4c,"hand-drawn ground truth; irreplaceable, out of the regenerable tree"
data/derivatives/annotations/plat.dbf,data/02_truth/annotations/plat.dbf,phase4c,"hand-drawn ground truth; irreplaceable, out of the regenerable tree"
data/derivatives/annotations/plat.prj,data/02_truth/annotations/plat.prj,phase4c,"hand-drawn ground truth; irreplaceable, out of the regenerable tree"
data/derivatives/annotations/plat.shp,data/02_truth/annotations/plat.shp,phase4c,"hand-drawn ground truth; irreplaceable, out of the regenerable tree"
data/derivatives/annotations/plat.shx,data/02_truth/annotations/plat.shx,phase4c,"hand-drawn ground truth; irreplaceable, out of the regenerable tree"
data/derivatives/annotations/roads.cpg,data/02_truth/annotations/roads.cpg,phase4c,"hand-drawn ground truth; irreplaceable, out of the regenerable tree"
data/derivatives/annotations/roads.dbf,data/02_truth/annotations/roads.dbf,phase4c,"hand-drawn ground truth; irreplaceable, out of the regenerable tree"
data/derivatives/annotations/roads.prj,data/02_truth/annotations/roads.prj,phase4c,"hand-drawn ground truth; irreplaceable, out of the regenerable tree"
data/derivatives/annotations/roads.shp,data/02_truth/annotations/roads.shp,phase4c,"hand-drawn ground truth; irreplaceable, out of the regenerable tree"
data/derivatives/annotations/roads.shx,data/02_truth/annotations/roads.shx,phase4c,"hand-drawn ground truth; irreplaceable, out of the regenerable tree"
data/derivatives/annotations/roads_truth.gpkg,data/02_truth/annotations/roads_truth.gpkg,phase4c,"hand-drawn ground truth; irreplaceable, out of the regenerable tree"
data/derivatives/annotations/waterways.cpg,data/02_truth/annotations/waterways.cpg,phase4c,"hand-drawn ground truth; irreplaceable, out of the regenerable tree"
data/derivatives/annotations/waterways.dbf,data/02_truth/annotations/waterways.dbf,phase4c,"hand-drawn ground truth; irreplaceable, out of the regenerable tree"
data/derivatives/annotations/waterways.prj,data/02_truth/annotations/waterways.prj,phase4c,"hand-drawn ground truth; irreplaceable, out of the regenerable tree"
data/derivatives/annotations/waterways.shp,data/02_truth/annotations/waterways.shp,phase4c,"hand-drawn ground truth; irreplaceable, out of the regenerable tree"
data/derivatives/annotations/waterways.shx,data/02_truth/annotations/waterways.shx,phase4c,"hand-drawn ground truth; irreplaceable, out of the regenerable tree"
data/derivatives/annotations/well_head_pts_reprojected.gpkg,data/02_truth/annotations/well_head_pts_reprojected.gpkg,phase4c,"hand-drawn ground truth; irreplaceable, out of the regenerable tree"
data/derivatives/annotations/wellhead_pits.gpkg,data/02_truth/annotations/wellhead_pits.gpkg,phase4c,"hand-drawn ground truth; irreplaceable, out of the regenerable tree"
data/derivatives/eval_9t_centroid_matching/_centroid_matching_cv5_9t.json,data/05_results/9t/pit/centroid_matching/_centroid_matching_cv5_9t.json,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/_pit_candidates_undecided_thr0p50_9t.json,data/05_results/9t/pit/centroid_matching/_pit_candidates_undecided_thr0p50_9t.json,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/_pit_cv5_unmatched_thr0p50_9t.json,data/05_results/9t/pit/centroid_matching/_pit_cv5_unmatched_thr0p50_9t.json,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/centroid_matching_cv5_pit_pad_9t.csv,data/05_results/9t/pit/centroid_matching/centroid_matching_cv5_pit_pad_9t.csv,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/centroid_precision_sweep_pit_cv5_9t.csv,data/05_results/9t/pit/centroid_matching/centroid_precision_sweep_pit_cv5_9t.csv,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/match_rule_ablation_pit_pad_9t.csv,data/05_results/9t/pit/centroid_matching/match_rule_ablation_pit_pad_9t.csv,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/new_pit_annotations_in9t.gpkg,data/05_results/9t/pit/centroid_matching/new_pit_annotations_in9t.gpkg,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/new_pit_annotations_outside9t.gpkg,data/05_results/9t/pit/centroid_matching/new_pit_annotations_outside9t.gpkg,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/new_pit_annotations_since_jun10_9t.cpg,data/05_results/9t/pit/centroid_matching/new_pit_annotations_since_jun10_9t.cpg,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/new_pit_annotations_since_jun10_9t.dbf,data/05_results/9t/pit/centroid_matching/new_pit_annotations_since_jun10_9t.dbf,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/new_pit_annotations_since_jun10_9t.prj,data/05_results/9t/pit/centroid_matching/new_pit_annotations_since_jun10_9t.prj,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/new_pit_annotations_since_jun10_9t.shp,data/05_results/9t/pit/centroid_matching/new_pit_annotations_since_jun10_9t.shp,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/new_pit_annotations_since_jun10_9t.shx,data/05_results/9t/pit/centroid_matching/new_pit_annotations_since_jun10_9t.shx,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pad_candidates_filtered_heldout_9t.cpg,data/05_results/9t/pit/centroid_matching/pad_candidates_filtered_heldout_9t.cpg,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pad_candidates_filtered_heldout_9t.dbf,data/05_results/9t/pit/centroid_matching/pad_candidates_filtered_heldout_9t.dbf,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pad_candidates_filtered_heldout_9t.prj,data/05_results/9t/pit/centroid_matching/pad_candidates_filtered_heldout_9t.prj,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pad_candidates_filtered_heldout_9t.shp,data/05_results/9t/pit/centroid_matching/pad_candidates_filtered_heldout_9t.shp,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pad_candidates_filtered_heldout_9t.shx,data/05_results/9t/pit/centroid_matching/pad_candidates_filtered_heldout_9t.shx,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pad_candidates_heldout_nosizefilter_9t.cpg,data/05_results/9t/pit/centroid_matching/pad_candidates_heldout_nosizefilter_9t.cpg,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pad_candidates_heldout_nosizefilter_9t.dbf,data/05_results/9t/pit/centroid_matching/pad_candidates_heldout_nosizefilter_9t.dbf,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pad_candidates_heldout_nosizefilter_9t.prj,data/05_results/9t/pit/centroid_matching/pad_candidates_heldout_nosizefilter_9t.prj,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pad_candidates_heldout_nosizefilter_9t.shp,data/05_results/9t/pit/centroid_matching/pad_candidates_heldout_nosizefilter_9t.shp,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pad_candidates_heldout_nosizefilter_9t.shx,data/05_results/9t/pit/centroid_matching/pad_candidates_heldout_nosizefilter_9t.shx,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pad_candidates_unmatched_heldout_9t.cpg,data/05_results/9t/pit/centroid_matching/pad_candidates_unmatched_heldout_9t.cpg,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pad_candidates_unmatched_heldout_9t.dbf,data/05_results/9t/pit/centroid_matching/pad_candidates_unmatched_heldout_9t.dbf,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pad_candidates_unmatched_heldout_9t.prj,data/05_results/9t/pit/centroid_matching/pad_candidates_unmatched_heldout_9t.prj,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pad_candidates_unmatched_heldout_9t.shp,data/05_results/9t/pit/centroid_matching/pad_candidates_unmatched_heldout_9t.shp,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pad_candidates_unmatched_heldout_9t.shx,data/05_results/9t/pit/centroid_matching/pad_candidates_unmatched_heldout_9t.shx,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pad_match_rule_sweep_9t.csv,data/05_results/9t/pit/centroid_matching/pad_match_rule_sweep_9t.csv,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pad_missed_by_cv5_heldout_9t.cpg,data/05_results/9t/pit/centroid_matching/pad_missed_by_cv5_heldout_9t.cpg,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pad_missed_by_cv5_heldout_9t.dbf,data/05_results/9t/pit/centroid_matching/pad_missed_by_cv5_heldout_9t.dbf,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pad_missed_by_cv5_heldout_9t.prj,data/05_results/9t/pit/centroid_matching/pad_missed_by_cv5_heldout_9t.prj,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pad_missed_by_cv5_heldout_9t.shp,data/05_results/9t/pit/centroid_matching/pad_missed_by_cv5_heldout_9t.shp,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pad_missed_by_cv5_heldout_9t.shx,data/05_results/9t/pit/centroid_matching/pad_missed_by_cv5_heldout_9t.shx,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pad_precision_with_confirmed_candidates_9t.csv,data/05_results/9t/pit/centroid_matching/pad_precision_with_confirmed_candidates_9t.csv,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pit_candidates_filtered_heldout_9t.cpg,data/05_results/9t/pit/centroid_matching/pit_candidates_filtered_heldout_9t.cpg,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pit_candidates_filtered_heldout_9t.dbf,data/05_results/9t/pit/centroid_matching/pit_candidates_filtered_heldout_9t.dbf,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pit_candidates_filtered_heldout_9t.prj,data/05_results/9t/pit/centroid_matching/pit_candidates_filtered_heldout_9t.prj,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pit_candidates_filtered_heldout_9t.shp,data/05_results/9t/pit/centroid_matching/pit_candidates_filtered_heldout_9t.shp,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pit_candidates_filtered_heldout_9t.shx,data/05_results/9t/pit/centroid_matching/pit_candidates_filtered_heldout_9t.shx,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pit_candidates_still_unmatched_thr0p50_9t.cpg,data/05_results/9t/pit/centroid_matching/pit_candidates_still_unmatched_thr0p50_9t.cpg,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pit_candidates_still_unmatched_thr0p50_9t.dbf,data/05_results/9t/pit/centroid_matching/pit_candidates_still_unmatched_thr0p50_9t.dbf,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pit_candidates_still_unmatched_thr0p50_9t.prj,data/05_results/9t/pit/centroid_matching/pit_candidates_still_unmatched_thr0p50_9t.prj,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pit_candidates_still_unmatched_thr0p50_9t.shp,data/05_results/9t/pit/centroid_matching/pit_candidates_still_unmatched_thr0p50_9t.shp,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pit_candidates_still_unmatched_thr0p50_9t.shx,data/05_results/9t/pit/centroid_matching/pit_candidates_still_unmatched_thr0p50_9t.shx,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pit_candidates_undecided_thr0p50_9t.gpkg,data/05_results/9t/pit/centroid_matching/pit_candidates_undecided_thr0p50_9t.gpkg,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pit_candidates_undecided_thr0p50_9t_PENDING.gpkg,data/05_results/9t/pit/centroid_matching/pit_candidates_undecided_thr0p50_9t_PENDING.gpkg,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pit_cv5_centroid_match_thr0p50_9t_05.gpkg,data/05_results/9t/pit/centroid_matching/pit_cv5_centroid_match_thr0p50_9t_05.gpkg,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pit_cv5_unmatched_map_thr0p50_9t_05.png,data/05_results/9t/pit/centroid_matching/pit_cv5_unmatched_map_thr0p50_9t_05.png,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pit_floors_no_rim_9t.cpg,data/05_results/9t/pit/centroid_matching/pit_floors_no_rim_9t.cpg,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pit_floors_no_rim_9t.dbf,data/05_results/9t/pit/centroid_matching/pit_floors_no_rim_9t.dbf,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pit_floors_no_rim_9t.prj,data/05_results/9t/pit/centroid_matching/pit_floors_no_rim_9t.prj,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pit_floors_no_rim_9t.shp,data/05_results/9t/pit/centroid_matching/pit_floors_no_rim_9t.shp,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pit_floors_no_rim_9t.shx,data/05_results/9t/pit/centroid_matching/pit_floors_no_rim_9t.shx,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pit_rims_no_floor_9t.dbf,data/05_results/9t/pit/centroid_matching/pit_rims_no_floor_9t.dbf,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/pit_rims_no_floor_9t.shp,data/05_results/9t/pit/centroid_matching/pit_rims_no_floor_9t.shp,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/README_EDIT_pit_candidates.md,data/05_results/9t/pit/centroid_matching/README_EDIT_pit_candidates.md,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_centroid_matching/rescore_same_preds_old_vs_new_annotations_thr0p50_9t.csv,data/05_results/9t/pit/centroid_matching/rescore_same_preds_old_vs_new_annotations_thr0p50_9t.csv,phase4c,eval output keyed area/target/question; was the flat eval_9t_centroid_matching/
data/derivatives/eval_9t_heldout_overlap/_heldout_9t.json,data/05_results/9t/heldout_overlap/_heldout_9t.json,phase4c,eval output keyed area/target/question; was the flat eval_9t_heldout_overlap/
data/derivatives/eval_9t_heldout_overlap/heldout_overlap_9t.csv,data/05_results/9t/heldout_overlap/heldout_overlap_9t.csv,phase4c,eval output keyed area/target/question; was the flat eval_9t_heldout_overlap/
data/derivatives/eval_9t_heldout_overlap/heldout_overlap_9t.png,data/05_results/9t/heldout_overlap/heldout_overlap_9t.png,phase4c,eval output keyed area/target/question; was the flat eval_9t_heldout_overlap/
data/derivatives/eval_9t_heldout_overlap/heldout_pit_unet_v2.gpkg,data/05_results/9t/heldout_overlap/heldout_pit_unet_v2.gpkg,phase4c,eval output keyed area/target/question; was the flat eval_9t_heldout_overlap/
data/derivatives/eval_9t_heldout_overlap/heldout_pit_unet_v2.qml,data/05_results/9t/heldout_overlap/heldout_pit_unet_v2.qml,phase4c,eval output keyed area/target/question; was the flat eval_9t_heldout_overlap/
data/derivatives/eval_9t_heldout_overlap/heldout_plat_unet.gpkg,data/05_results/9t/heldout_overlap/heldout_plat_unet.gpkg,phase4c,eval output keyed area/target/question; was the flat eval_9t_heldout_overlap/
data/derivatives/eval_9t_heldout_overlap/heldout_plat_unet.qml,data/05_results/9t/heldout_overlap/heldout_plat_unet.qml,phase4c,eval output keyed area/target/question; was the flat eval_9t_heldout_overlap/
data/derivatives/eval_9t_rim_containment/_rim_containment_9t.json,data/05_results/9t/pit/rim_containment/_rim_containment_9t.json,phase4c,eval output keyed area/target/question; was the flat eval_9t_rim_containment/
data/derivatives/eval_9t_rim_containment/rim_containment_9t.csv,data/05_results/9t/pit/rim_containment/rim_containment_9t.csv,phase4c,eval output keyed area/target/question; was the flat eval_9t_rim_containment/
data/derivatives/eval_9t_rim_containment/rim_containment_9t.png,data/05_results/9t/pit/rim_containment/rim_containment_9t.png,phase4c,eval output keyed area/target/question; was the flat eval_9t_rim_containment/
data/derivatives/eval_9t_rim_containment/rim_heldout_pits.gpkg,data/05_results/9t/pit/rim_containment/rim_heldout_pits.gpkg,phase4c,eval output keyed area/target/question; was the flat eval_9t_rim_containment/
data/derivatives/eval_9t_rim_containment/rim_heldout_pits.qml,data/05_results/9t/pit/rim_containment/rim_heldout_pits.qml,phase4c,eval output keyed area/target/question; was the flat eval_9t_rim_containment/
data/derivatives/eval_9t_pad_thresholds/pad_heldout_found_vs_missed_thr0p40_9t.gpkg,data/05_results/9t/pad/thresholds/pad_heldout_found_vs_missed_thr0p40_9t.gpkg,phase4c,eval output keyed area/target/question; was the flat eval_9t_pad_thresholds/
data/derivatives/eval_9t_pad_thresholds/pad_heldout_found_vs_missed_thr0p40_9t.qml,data/05_results/9t/pad/thresholds/pad_heldout_found_vs_missed_thr0p40_9t.qml,phase4c,eval output keyed area/target/question; was the flat eval_9t_pad_thresholds/
data/derivatives/eval_9t_pad_thresholds/pad_heldout_found_vs_missed_thr0p50_9t.gpkg,data/05_results/9t/pad/thresholds/pad_heldout_found_vs_missed_thr0p50_9t.gpkg,phase4c,eval output keyed area/target/question; was the flat eval_9t_pad_thresholds/
data/derivatives/eval_9t_pad_thresholds/pad_heldout_found_vs_missed_thr0p50_9t.qml,data/05_results/9t/pad/thresholds/pad_heldout_found_vs_missed_thr0p50_9t.qml,phase4c,eval output keyed area/target/question; was the flat eval_9t_pad_thresholds/
data/derivatives/eval_9t_pad_thresholds/pad_heldout_found_vs_missed_thr0p60_9t.gpkg,data/05_results/9t/pad/thresholds/pad_heldout_found_vs_missed_thr0p60_9t.gpkg,phase4c,eval output keyed area/target/question; was the flat eval_9t_pad_thresholds/
data/derivatives/eval_9t_pad_thresholds/pad_heldout_found_vs_missed_thr0p60_9t.qml,data/05_results/9t/pad/thresholds/pad_heldout_found_vs_missed_thr0p60_9t.qml,phase4c,eval output keyed area/target/question; was the flat eval_9t_pad_thresholds/
data/derivatives/eval_9t_pad_thresholds/pad_heldout_found_vs_missed_thr0p70_9t.gpkg,data/05_results/9t/pad/thresholds/pad_heldout_found_vs_missed_thr0p70_9t.gpkg,phase4c,eval output keyed area/target/question; was the flat eval_9t_pad_thresholds/
data/derivatives/eval_9t_pad_thresholds/pad_heldout_found_vs_missed_thr0p70_9t.qml,data/05_results/9t/pad/thresholds/pad_heldout_found_vs_missed_thr0p70_9t.qml,phase4c,eval output keyed area/target/question; was the flat eval_9t_pad_thresholds/
data/derivatives/eval_9t_pad_thresholds/pad_heldout_max_prob_9t.csv,data/05_results/9t/pad/thresholds/pad_heldout_max_prob_9t.csv,phase4c,eval output keyed area/target/question; was the flat eval_9t_pad_thresholds/
