old_path,new_path,phase,reason
data/derivatives/tiles/9t/chm_9t_05.tif,data/03_derived/9t/05/chm_9t_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/chm_9t_05.tif.aux.xml,data/03_derived/9t/05/chm_9t_05.tif.aux.xml,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/chm_9t_1m.tif,data/03_derived/9t/05/chm_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/curv_doublet_9t_1m.tif,data/03_derived/9t/05/curv_doublet_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/dem_9t_05.tif,data/03_derived/9t/05/dem_9t_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/dem_9t_05.tif.aux.xml,data/03_derived/9t/05/dem_9t_05.tif.aux.xml,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/dem_breached_9t_1m.tif,data/03_derived/9t/05/dem_breached_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/drainage_extract_calib_9t_1m.json,data/03_derived/9t/05/drainage_extract_calib_9t_1m.json,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/dsm_9t_05.tif,data/03_derived/9t/05/dsm_9t_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/dsm_9t_1m.tif,data/03_derived/9t/05/dsm_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/feature_stats.json,data/03_derived/9t/05/feature_stats.json,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/feature_stats_1m.json,data/03_derived/9t/05/feature_stats_1m.json,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/feature_stats_1m_sg3.json,data/03_derived/9t/05/feature_stats_1m_sg3.json,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/features_pit_9t_05.tif,data/03_derived/9t/05/features_pit_9t_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/features_pit_9t_1m.tif,data/03_derived/9t/05/features_pit_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/features_pit_9t_1m_sg3.tif,data/03_derived/9t/05/features_pit_9t_1m_sg3.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/flow_accum_log_9t_1m.tif,data/03_derived/9t/05/flow_accum_log_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/geomorphon_enc_12_9t_1m.tif,data/03_derived/9t/05/geomorphon_enc_12_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/geomorphon_enc_5_9t_1m.tif,data/03_derived/9t/05/geomorphon_enc_5_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/geomorphon_enc_8_9t_1m.tif,data/03_derived/9t/05/geomorphon_enc_8_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/ground_density_9t_05.tif,data/03_derived/9t/05/ground_density_9t_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/ground_density_9t_1m.tif,data/03_derived/9t/05/ground_density_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/ground_density_persource_9t_1m.tif,data/03_derived/9t/05/ground_density_persource_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/hillshade_9t_05.tif,data/03_derived/9t/05/hillshade_9t_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/hillshade_9t_05_az135.tif,data/03_derived/9t/05/hillshade_9t_05_az135.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/hillshade_9t_05_az135.tif.aux.xml,data/03_derived/9t/05/hillshade_9t_05_az135.tif.aux.xml,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/hillshade_az000_alt25_9t_05.tif,data/03_derived/9t/05/hillshade_az000_alt25_9t_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/hillshade_az000_alt25_9t_1m.tif,data/03_derived/9t/05/hillshade_az000_alt25_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/hillshade_az090_alt25_9t_05.tif,data/03_derived/9t/05/hillshade_az090_alt25_9t_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/hillshade_az090_alt25_9t_05.tif.aux.xml,data/03_derived/9t/05/hillshade_az090_alt25_9t_05.tif.aux.xml,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/hillshade_az090_alt25_9t_1m.tif,data/03_derived/9t/05/hillshade_az090_alt25_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/hillshade_az180_alt25_9t_05.tif,data/03_derived/9t/05/hillshade_az180_alt25_9t_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/hillshade_az180_alt25_9t_1m.tif,data/03_derived/9t/05/hillshade_az180_alt25_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/hillshade_az270_alt25_9t_05.tif,data/03_derived/9t/05/hillshade_az270_alt25_9t_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/hillshade_az270_alt25_9t_05.tif.aux.xml,data/03_derived/9t/05/hillshade_az270_alt25_9t_05.tif.aux.xml,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/hillshade_az270_alt25_9t_1m.tif,data/03_derived/9t/05/hillshade_az270_alt25_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/hillshade_az315_alt25_9t_05.tif,data/03_derived/9t/05/hillshade_az315_alt25_9t_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/hillshade_az315_alt25_9t_1m.tif,data/03_derived/9t/05/hillshade_az315_alt25_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/hillshade_az315_alt70_9t_05.tif,data/03_derived/9t/05/hillshade_az315_alt70_9t_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/hillshade_az315_alt70_9t_05.tif.aux.xml,data/03_derived/9t/05/hillshade_az315_alt70_9t_05.tif.aux.xml,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/hillshade_az315_alt70_9t_1m.tif,data/03_derived/9t/05/hillshade_az315_alt70_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/intensity_ground_9t_05.tif,data/03_derived/9t/05/intensity_ground_9t_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/intensity_ground_9t_05.tif.aux.xml,data/03_derived/9t/05/intensity_ground_9t_05.tif.aux.xml,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/intensity_zscore_9t_1m.tif,data/03_derived/9t/05/intensity_zscore_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/labels_pit_9t_05.tif,data/03_derived/9t/05/labels_pit_9t_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/labels_plat_9t_05.tif,data/03_derived/9t/05/labels_plat_9t_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/labels_road_9t_05.tif,data/03_derived/9t/05/labels_road_9t_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/labels_road_9t_1m.tif,data/03_derived/9t/05/labels_road_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/labels_road_9t_1m_pre2026-08-06.tif,data/03_derived/9t/05/labels_road_9t_1m_pre2026-08-06.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/labels_roadorient_9t_1m.tif,data/03_derived/9t/05/labels_roadorient_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/local_relief_10_9t_05.tif,data/03_derived/9t/05/local_relief_10_9t_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/local_relief_10_9t_1m.tif,data/03_derived/9t/05/local_relief_10_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/lrm_11_9t_05.tif,data/03_derived/9t/05/lrm_11_9t_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/lrm_11_9t_05.tif.aux.xml,data/03_derived/9t/05/lrm_11_9t_05.tif.aux.xml,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/lrm_11_9t_1m.tif,data/03_derived/9t/05/lrm_11_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/lrm_25_9t_05.tif,data/03_derived/9t/05/lrm_25_9t_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/lrm_25_9t_05.tif.aux.xml,data/03_derived/9t/05/lrm_25_9t_05.tif.aux.xml,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/lrm_3_9t_1m.tif,data/03_derived/9t/05/lrm_3_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/lrm_51_9t_05.tif,data/03_derived/9t/05/lrm_51_9t_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/lrm_51_9t_05.tif.aux.xml,data/03_derived/9t/05/lrm_51_9t_05.tif.aux.xml,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/lrm_5_9t_05.tif,data/03_derived/9t/05/lrm_5_9t_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/lrm_5_9t_05.tif.aux.xml,data/03_derived/9t/05/lrm_5_9t_05.tif.aux.xml,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/mask_plat_9t_05.tif,data/03_derived/9t/05/mask_plat_9t_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/openness_neg_9t_05.tif,data/03_derived/9t/05/openness_neg_9t_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/openness_neg_9t_05.tif.aux.xml,data/03_derived/9t/05/openness_neg_9t_05.tif.aux.xml,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/openness_pos_9t_05.tif,data/03_derived/9t/05/openness_pos_9t_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/openness_pos_9t_05.tif.aux.xml,data/03_derived/9t/05/openness_pos_9t_05.tif.aux.xml,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/pit_blocks_9t.gpkg,data/03_derived/9t/05/pit_blocks_9t.gpkg,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/pit_dataset_manifest.csv,data/03_derived/9t/05/pit_dataset_manifest.csv,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/pit_dataset_manifest_unified.csv,data/03_derived/9t/05/pit_dataset_manifest_unified.csv,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/pit_floor_threshold_sweep.png,data/03_derived/9t/05/pit_floor_threshold_sweep.png,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/pit_footprints_contact_sheet.png,data/03_derived/9t/05/pit_footprints_contact_sheet.png,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/pit_traces_on_hillshade.png,data/03_derived/9t/05/pit_traces_on_hillshade.png,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/plat_blocks_9t.gpkg,data/03_derived/9t/05/plat_blocks_9t.gpkg,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/plat_dataset_manifest.csv,data/03_derived/9t/05/plat_dataset_manifest.csv,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/plat_dataset_manifest_unified.csv,data/03_derived/9t/05/plat_dataset_manifest_unified.csv,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/profile_curv_9t_1m.tif,data/03_derived/9t/05/profile_curv_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/rgb3_9t_05.tif,data/03_derived/9t/05/rgb3_9t_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/road_chunks_9t.gpkg,data/03_derived/9t/05/road_chunks_9t.gpkg,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/road_classifier_samples.csv,data/03_derived/9t/05/road_classifier_samples.csv,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/road_dataset_manifest.csv,data/03_derived/9t/05/road_dataset_manifest.csv,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/road_dataset_manifest_unified.csv,data/03_derived/9t/05/road_dataset_manifest_unified.csv,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/road_unet_1m_corrected_sg3.pt,data/03_derived/9t/05/road_unet_1m_corrected_sg3.pt,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/road_unet_1m_corrected_train.log,data/03_derived/9t/05/road_unet_1m_corrected_train.log,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/road_unet_1m_recall_train.log,data/03_derived/9t/05/road_unet_1m_recall_train.log,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/rough_aniso_9t_1m.tif,data/03_derived/9t/05/rough_aniso_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/rough_orient_9t_1m.tif,data/03_derived/9t/05/rough_orient_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/roughness_11_9t_05.tif,data/03_derived/9t/05/roughness_11_9t_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/roughness_11_9t_05.tif.aux.xml,data/03_derived/9t/05/roughness_11_9t_05.tif.aux.xml,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/rrim_openness_9t_05.tif,data/03_derived/9t/05/rrim_openness_9t_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/rrim_openness_9t_05.tif.aux.xml,data/03_derived/9t/05/rrim_openness_9t_05.tif.aux.xml,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/rrim_openness_9t_05_preview.png,data/03_derived/9t/05/rrim_openness_9t_05_preview.png,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/rrim_openness_9t_1m.tif,data/03_derived/9t/05/rrim_openness_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/rrim_simple_9t_05.tif,data/03_derived/9t/05/rrim_simple_9t_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/rrim_simple_9t_05_preview.png,data/03_derived/9t/05/rrim_simple_9t_05_preview.png,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/rrim_simple_9t_1m.tif,data/03_derived/9t/05/rrim_simple_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/sanity_pit_labels.png,data/03_derived/9t/05/sanity_pit_labels.png,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/savgol_resid_19px_9t_1m.tif,data/03_derived/9t/05/savgol_resid_19px_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/savgol_resid_msmax_9t_1m.tif,data/03_derived/9t/05/savgol_resid_msmax_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/slope_9t_05.tif,data/03_derived/9t/05/slope_9t_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/slope_9t_05.tif.aux.xml,data/03_derived/9t/05/slope_9t_05.tif.aux.xml,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/slope_pitoutside_clip_05.tif,data/03_derived/9t/05/slope_pitoutside_clip_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/slope_pitoutside_clip_05.tif.aux.xml,data/03_derived/9t/05/slope_pitoutside_clip_05.tif.aux.xml,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/slope_pitoutside_floor_10pct_05.tif,data/03_derived/9t/05/slope_pitoutside_floor_10pct_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/slope_pitoutside_floor_15pct_05.tif,data/03_derived/9t/05/slope_pitoutside_floor_15pct_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/slope_pitoutside_floor_15pct_05.tif.aux.xml,data/03_derived/9t/05/slope_pitoutside_floor_15pct_05.tif.aux.xml,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/slope_pitoutside_floor_20pct_05.tif,data/03_derived/9t/05/slope_pitoutside_floor_20pct_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/slope_pitoutside_floor_20pct_05.tif.aux.xml,data/03_derived/9t/05/slope_pitoutside_floor_20pct_05.tif.aux.xml,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/slope_pitoutside_floor_5pct_05.tif,data/03_derived/9t/05/slope_pitoutside_floor_5pct_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/slope_pitoutside_floor_lt5deg_05.tif,data/03_derived/9t/05/slope_pitoutside_floor_lt5deg_05.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/slope_pitoutside_floor_lt5deg_05.tif.aux.xml,data/03_derived/9t/05/slope_pitoutside_floor_lt5deg_05.tif.aux.xml,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/spi_9t_1m.tif,data/03_derived/9t/05/spi_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/spi_9t_1m.tif.aux.xml,data/03_derived/9t/05/spi_9t_1m.tif.aux.xml,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/stream_seed_t100000_9t_1m.tif,data/03_derived/9t/05/stream_seed_t100000_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/stream_seed_t100000_9t_1m.tif.aux.xml,data/03_derived/9t/05/stream_seed_t100000_9t_1m.tif.aux.xml,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/stream_seed_t10000_9t_1m.tif,data/03_derived/9t/05/stream_seed_t10000_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/stream_seed_t10000_9t_1m.tif.aux.xml,data/03_derived/9t/05/stream_seed_t10000_9t_1m.tif.aux.xml,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/stream_seed_t1000_9t_1m.tif,data/03_derived/9t/05/stream_seed_t1000_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/stream_seed_t1000_9t_1m.tif.aux.xml,data/03_derived/9t/05/stream_seed_t1000_9t_1m.tif.aux.xml,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/stream_seed_t5000_9t_1m.tif,data/03_derived/9t/05/stream_seed_t5000_9t_1m.tif,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/streams_t10000_9t_1m.cpg,data/03_derived/9t/05/streams_t10000_9t_1m.cpg,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/streams_t10000_9t_1m.dbf,data/03_derived/9t/05/streams_t10000_9t_1m.dbf,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/streams_t10000_9t_1m.gpkg,data/03_derived/9t/05/streams_t10000_9t_1m.gpkg,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/streams_t10000_9t_1m.prj,data/03_derived/9t/05/streams_t10000_9t_1m.prj,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/streams_t10000_9t_1m.shp,data/03_derived/9t/05/streams_t10000_9t_1m.shp,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/streams_t10000_9t_1m.shx,data/03_derived/9t/05/streams_t10000_9t_1m.shx,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/streams_t5000_9t_1m.cpg,data/03_derived/9t/05/streams_t5000_9t_1m.cpg,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/streams_t5000_9t_1m.dbf,data/03_derived/9t/05/streams_t5000_9t_1m.dbf,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/streams_t5000_9t_1m.gpkg,data/03_derived/9t/05/streams_t5000_9t_1m.gpkg,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/streams_t5000_9t_1m.prj,data/03_derived/9t/05/streams_t5000_9t_1m.prj,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/streams_t5000_9t_1m.shp,data/03_derived/9t/05/streams_t5000_9t_1m.shp,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/streams_t5000_9t_1m.shx,data/03_derived/9t/05/streams_t5000_9t_1m.shx,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/streams_t5000_9t_chunked_kept_xsec.cpg,data/03_derived/9t/05/streams_t5000_9t_chunked_kept_xsec.cpg,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/streams_t5000_9t_chunked_kept_xsec.dbf,data/03_derived/9t/05/streams_t5000_9t_chunked_kept_xsec.dbf,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/streams_t5000_9t_chunked_kept_xsec.prj,data/03_derived/9t/05/streams_t5000_9t_chunked_kept_xsec.prj,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/streams_t5000_9t_chunked_kept_xsec.shp,data/03_derived/9t/05/streams_t5000_9t_chunked_kept_xsec.shp,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/streams_t5000_9t_chunked_kept_xsec.shx,data/03_derived/9t/05/streams_t5000_9t_chunked_kept_xsec.shx,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/streams_t5000_9t_chunked_roadlike_xsec.cpg,data/03_derived/9t/05/streams_t5000_9t_chunked_roadlike_xsec.cpg,phase4d,"resolution is always a directory level, never sometimes a name suffix"
data/derivatives/tiles/9t/streams_t5000_9t_chunked_roadlike_xsec.dbf,data/03_derived/9t/05/streams_t5000_9t_chunked_roadlike_xsec.dbf,phase4d,"resolution is always a directory level, never sometimes a name suffix"
