line_id,kind,label,block_id,split,x,y
road_1,road,1,65.0,val,621562.719449297,4595225.503213556
road_1,road,1,65.0,val,621561.7814425116,4595229.383095735
road_1,road,1,65.0,val,621560.5622041088,4595233.192748963
road_1,road,1,65.0,val,621559.3429657061,4595237.002402191
road_1,road,1,65.0,val,621558.1237273035,4595240.812055418
road_1,road,1,65.0,val,621556.9044889008,4595244.621708646
road_1,road,1,65.0,val,621555.7138209193,4595248.439932365
road_1,road,1,77.0,train,621554.6348176133,4595252.291653003
road_1,road,1,77.0,train,621553.5558143072,4595256.143373639
road_1,road,1,77.0,train,621552.4768110011,4595259.995094276
road_1,road,1,77.0,train,621551.397807695,4595263.846814914
road_1,road,1,77.0,train,621550.2991470172,4595267.692316081
road_1,road,1,77.0,train,621548.9662462818,4595271.463705166
road_1,road,1,77.0,train,621547.6333455463,4595275.235094251
road_1,road,1,77.0,train,621546.3004448109,4595279.006483336
road_1,road,1,77.0,train,621544.9675440755,4595282.777872421
road_1,road,1,77.0,train,621543.6346433401,4595286.549261506
road_1,road,1,77.0,train,621542.1051204778,4595290.241852886
road_1,road,1,77.0,train,621540.4646045492,4595293.889963011
road_1,road,1,77.0,train,621538.8240886207,4595297.538073137
road_1,road,1,77.0,train,621537.1835726921,4595301.186183263
road_1,road,1,77.0,train,621535.5430567636,4595304.834293388
road_1,road,1,77.0,train,621533.902540835,4595308.482403514
road_1,road,1,77.0,train,621532.2620249063,4595312.130513639
road_1,road,1,77.0,train,621530.6215089778,4595315.778623764
road_1,road,1,77.0,train,621528.9809930492,4595319.426733891
road_1,road,1,77.0,train,621527.3404771206,4595323.074844016
road_1,road,1,77.0,train,621525.695037177,4595326.7207317455
road_1,road,1,77.0,train,621524.0445265601,4595330.364330887
road_1,road,1,77.0,train,621522.3940159433,4595334.007930028
road_1,road,1,77.0,train,621520.7435053264,4595337.65152917
road_1,road,1,77.0,train,621518.9734757234,4595341.235099434
road_1,road,1,77.0,train,621517.0362811746,4595344.734710453
road_1,road,1,77.0,train,621515.0990866257,4595348.234321471
road_1,road,1,77.0,train,621513.161892077,4595351.7339324895
road_1,road,1,77.0,train,621511.2246975282,4595355.233543508
road_1,road,1,77.0,train,621509.3090422741,4595358.744525603
road_1,road,1,77.0,train,621507.5121014053,4595362.3181796875
road_1,road,1,77.0,train,621505.7151605365,4595365.891833772
road_1,road,1,77.0,train,621503.9182196676,4595369.465487856
road_1,road,1,77.0,train,621502.1212787988,4595373.039141941
road_1,road,1,77.0,train,621500.4328191339,4595376.65943185
road_1,road,1,77.0,train,621499.0758384165,4595380.422223809
road_1,road,1,77.0,train,621497.7188576991,4595384.185015769
road_1,road,1,77.0,train,621495.0541879147,4595386.835802863
road_1,road,1,77.0,train,621491.5583508462,4595388.7797995685
road_1,road,1,77.0,train,621488.0625137775,4595390.723796274
road_1,road,1,77.0,train,621484.5666767089,4595392.667792979
road_1,road,1,77.0,train,621481.0708396402,4595394.611789684
road_1,road,1,77.0,train,621477.5750025717,4595396.555786389
road_1,road,1,77.0,train,621474.079165503,4595398.499783094
road_1,road,1,77.0,train,621470.5833284344,4595400.443779799
road_1,road,1,77.0,train,621467.0874913657,4595402.387776504
road_1,road,1,77.0,train,621463.7133817811,4595404.526288577
road_1,road,1,77.0,train,621460.4367179351,4595406.820514818
road_1,road,1,77.0,train,621457.160054089,4595409.114741057
road_1,road,1,77.0,train,621453.883390243,4595411.4089672975
road_1,road,1,77.0,train,621450.6067263971,4595413.703193538
road_1,road,1,77.0,train,621447.3300625511,4595415.997419777
road_1,road,1,77.0,train,621444.0372321358,4595418.268327261
road_1,road,1,77.0,train,621440.7394409236,4595420.532079262
road_1,road,1,77.0,train,621437.4416497115,4595422.795831263
road_1,road,1,77.0,train,621434.1438584992,4595425.0595832635
road_1,road,1,77.0,train,621430.93230079,4595427.432950289
road_1,road,1,77.0,train,621427.9558191089,4595430.105132319
road_1,road,1,77.0,train,621424.9793374279,4595432.777314349
road_1,road,1,77.0,train,621422.0028557469,4595435.449496379
road_1,road,1,77.0,train,621419.0263740659,4595438.121678409
road_1,road,1,77.0,train,621416.0498923848,4595440.79386044
road_1,road,1,77.0,train,621413.1080767305,4595443.500421531
road_1,road,1,77.0,train,621410.4607283928,4595446.49901233
road_1,road,1,77.0,train,621407.8133800551,4595449.497603128
road_1,road,1,77.0,train,621405.1660317174,4595452.496193927
road_1,road,1,77.0,train,621402.5186833799,4595455.494784726
road_1,road,1,77.0,train,621399.8713350422,4595458.493375525
road_2,road,1,65.0,val,621584.2789644677,4595161.184369078
road_2,road,1,65.0,val,621586.5277559016,4595157.876358031
road_2,road,1,65.0,val,621588.7765473356,4595154.568346984
road_2,road,1,65.0,val,621591.0253387694,4595151.260335937
road_2,road,1,65.0,val,621593.2741302033,4595147.9523248905
road_2,road,1,65.0,val,621595.5229216372,4595144.644313843
road_2,road,1,65.0,val,621597.7717130712,4595141.336302796
road_2,road,1,65.0,val,621599.948737314,4595137.982193045
road_2,road,1,65.0,val,621602.0220584482,4595134.561470976
road_2,road,1,65.0,val,621604.0953795824,4595131.140748907
road_2,road,1,65.0,val,621606.1687007166,4595127.720026838
road_2,road,1,65.0,val,621607.9248245228,4595124.189666197
road_2,road,1,65.0,val,621608.4064031253,4595120.21876176
road_2,road,1,65.0,val,621608.8879817276,4595116.247857322
road_2,road,1,65.0,val,621609.3695603301,4595112.276952885
road_2,road,1,65.0,val,621609.8511389324,4595108.306048448
road_2,road,1,65.0,val,621610.3327175349,4595104.33514401
road_2,road,1,65.0,val,621610.8142961372,4595100.3642395735
road_2,road,1,65.0,val,621611.1831877158,4595096.381609637
road_2,road,1,65.0,val,621611.5294485971,4595092.396624895
road_2,road,1,65.0,val,621611.8757094784,4595088.411640151
road_2,road,1,65.0,val,621612.2219703597,4595084.426655409
road_2,road,1,65.0,val,621612.568231241,4595080.4416706655
road_2,road,1,65.0,val,621613.1329200242,4595076.489984148
road_2,road,1,65.0,val,621613.9897746529,4595072.582836833
road_2,road,1,65.0,val,621614.8466292815,4595068.6756895175
road_2,road,1,65.0,val,621615.7034839101,4595064.768542202
road_2,road,1,65.0,val,621616.5603385387,4595060.861394886
road_2,road,1,65.0,val,621617.4398216171,4595056.959587611
road_2,road,1,65.0,val,621618.4201686624,4595053.081583012
road_2,road,1,65.0,val,621619.4005157077,4595049.2035784125
road_2,road,1,65.0,val,621620.380862753,4595045.325573814
road_2,road,1,65.0,val,621621.3612097984,4595041.447569215
road_2,road,1,65.0,val,621622.3415568437,4595037.569564615
road_2,road,1,65.0,val,621623.3219296263,4595033.691566672
road_2,road,1,65.0,val,621624.3445778416,4595029.824501813
road_2,road,1,65.0,val,621625.3672260569,4595025.957436954
road_2,road,1,65.0,val,621626.3898742723,4595022.090372094
road_2,road,1,65.0,val,621627.4125224876,4595018.223307234
road_2,road,1,65.0,val,621628.435170703,4595014.3562423745
road_2,road,1,65.0,val,621629.4578189183,4595010.489177516
road_2,road,1,65.0,val,621630.4804671337,4595006.622112656
road_2,road,1,65.0,val,621631.5123665544,4595002.757591183
road_2,road,1,65.0,val,621632.6103304016,4594998.911232465
road_2,road,1,65.0,val,621633.7082942488,4594995.064873747
road_2,road,1,65.0,val,621634.806258096,4594991.218515028
road_2,road,1,65.0,val,621635.9042219432,4594987.37215631
road_2,road,1,65.0,val,621637.0021857906,4594983.525797592
road_2,road,1,65.0,val,621638.2762351267,4594979.746032803
road_2,road,1,65.0,val,621639.9983200409,4594976.135710997
road_2,road,1,65.0,val,621641.7204049552,4594972.52538919
road_2,road,1,65.0,val,621643.4424898694,4594968.915067383
road_2,road,1,65.0,val,621645.002590274,4594965.237556058
road_2,road,1,65.0,val,621646.3414829547,4594961.46829003
road_2,road,1,65.0,val,621647.6803756355,4594957.699024002
road_2,road,1,65.0,val,621649.0192683162,4594953.929757974
road_2,road,1,65.0,val,621650.358160997,4594950.160491946
road_2,road,1,65.0,val,621651.2600783586,4594946.302666726
road_2,road,1,65.0,val,621651.4943451922,4594942.309532736
road_2,road,1,65.0,val,621651.7286120257,4594938.316398748
road_2,road,1,65.0,val,621651.9628788594,4594934.323264759
road_2,road,1,65.0,val,621652.197145693,4594930.330130771
road_2,road,1,65.0,val,621652.4314125265,4594926.336996783
road_2,road,1,65.0,val,621652.6656793602,4594922.343862793
road_2,road,1,65.0,val,621652.6840829285,4594918.347498936
road_2,road,1,65.0,val,621652.5693893392,4594914.349143601
road_2,road,1,65.0,val,621652.4546957499,4594910.350788266
road_2,road,1,65.0,val,621652.3400021606,4594906.352432932
road_2,road,1,65.0,val,621652.4817985655,4594902.36401446
road_2,road,1,65.0,val,621652.9054903731,4594898.386517099
road_2,road,1,65.0,val,621653.3291821807,4594894.409019739
road_2,road,1,65.0,val,621653.7528739882,4594890.431522379
road_2,road,1,65.0,val,621654.1765657959,4594886.454025018
road_2,road,1,65.0,val,621655.2373853301,4594882.989594098
road_2,road,1,65.0,val,621659.0330496944,4594881.727479985
road_2,road,1,65.0,val,621662.8287140586,4594880.465365872
road_2,road,1,65.0,val,621666.6243784227,4594879.203251759
road_2,road,1,65.0,val,621670.420042787,4594877.941137646
road_2,road,1,65.0,val,621674.2157071512,4594876.679023533
road_2,road,1,53.0,train,621677.4280388601,4594874.33386261
road_2,road,1,53.0,train,621680.5705429008,4594871.8590558795
road_2,road,1,53.0,train,621683.7130469416,4594869.384249149
road_2,road,1,53.0,train,621686.6872653061,4594866.773072003
road_2,road,1,53.0,train,621688.4570832998,4594863.185908184
road_2,road,1,53.0,train,621690.2269012935,4594859.598744364
road_2,road,1,53.0,train,621691.9967192872,4594856.0115805445
road_2,road,1,53.0,train,621693.766537281,4594852.4244167255
road_2,road,1,53.0,train,621695.3639801509,4594848.769979406
road_2,road,1,53.0,train,621696.4918863877,4594844.932294229
road_2,road,1,53.0,train,621697.6197926244,4594841.094609051
road_2,road,1,53.0,train,621698.7476988612,4594837.256923874
road_2,road,1,53.0,train,621700.7282257036,4594834.086567312
road_2,road,1,53.0,train,621704.1825439943,4594832.069717008
road_2,road,1,53.0,train,621707.6368622851,4594830.052866705
road_2,road,1,53.0,train,621710.8296895757,4594827.752728136
road_2,road,1,53.0,train,621713.1160735951,4594824.470587354
road_2,road,1,53.0,train,621715.4024576144,4594821.188446572
road_2,road,1,53.0,train,621717.6888416338,4594817.906305789
road_2,road,1,53.0,train,621719.7913236712,4594814.50681431
road_2,road,1,53.0,train,621721.8048247175,4594811.050542687
road_2,road,1,53.0,train,621723.8183257637,4594807.594271063
road_2,road,1,53.0,train,621725.8316363777,4594804.137889284
road_2,road,1,53.0,train,621727.823824406,4594800.669289154
road_2,road,1,53.0,train,621729.8160124344,4594797.200689024
road_2,road,1,53.0,train,621731.8082004627,4594793.7320888955
road_2,road,1,53.0,train,621733.8003884911,4594790.263488766
road_2,road,1,53.0,train,621735.8097063913,4594786.804860274
road_2,road,1,53.0,train,621737.8421568212,4594783.359697687
road_2,road,1,53.0,train,621739.874607251,4594779.914535101
road_2,road,1,53.0,train,621741.9070576809,4594776.469372514
road_2,road,1,53.0,train,621743.7047788748,4594772.902505129
road_2,road,1,53.0,train,621745.3492070171,4594769.256156807
road_2,road,1,53.0,train,621746.9936351596,4594765.609808485
road_2,road,1,53.0,train,621748.6380633019,4594761.963460163
road_2,road,1,54.0,train,621750.2824914444,4594758.317111841
road_2,road,1,54.0,train,621751.9269195867,4594754.67076352
road_2,road,1,54.0,train,621753.4967259739,4594750.992469518
road_2,road,1,54.0,train,621755.0001529822,4594747.2857584115
road_2,road,1,54.0,train,621756.5035799906,4594743.579047305
road_2,road,1,54.0,train,621758.0070069989,4594739.872336198
road_2,road,1,54.0,train,621759.5104340073,4594736.165625091
road_2,road,1,54.0,train,621761.0197118906,4594732.461296758
road_2,road,1,54.0,train,621762.5336619882,4594728.758871187
road_2,road,1,54.0,train,621764.0476120858,4594725.056445617
road_2,road,1,54.0,train,621765.5615621835,4594721.354020047
road_2,road,1,54.0,train,621766.9317109525,4594717.596848836
road_2,road,1,54.0,train,621768.2632499187,4594713.824978746
road_2,road,1,54.0,train,621769.5947888849,4594710.053108655
road_2,road,1,54.0,train,621770.926327851,4594706.281238564
road_2,road,1,54.0,train,621772.2144936479,4594702.502872417
road_2,road,1,54.0,train,621772.0464288265,4594698.5064047
road_2,road,1,54.0,train,621771.8783640051,4594694.509936982
road_2,road,1,54.0,train,621771.7102991837,4594690.513469265
road_2,road,1,54.0,train,621773.8724834558,4594687.345558998
road_2,road,1,54.0,train,621776.5258579961,4594684.352299312
road_2,road,1,54.0,train,621779.1792325362,4594681.359039625
road_2,road,1,54.0,train,621781.9736457149,4594678.516626431
road_2,road,1,54.0,train,621785.138268762,4594676.070167568
road_2,road,1,54.0,train,621788.3028918091,4594673.6237087045
road_2,road,1,54.0,train,621791.4675148563,4594671.177249841
road_2,road,1,54.0,train,621794.6321379034,4594668.730790977
road_2,road,1,54.0,train,621797.7967609504,4594666.284332114
road_2,road,1,54.0,train,621800.9613839975,4594663.837873251
road_2,road,1,54.0,train,621804.4159093729,4594661.94000662
road_2,road,1,54.0,train,621808.2200950165,4594660.703814245
road_2,road,1,54.0,train,621812.0242806602,4594659.46762187
road_2,road,1,54.0,train,621815.8284663039,4594658.231429495
road_2,road,1,54.0,train,621819.6315088434,4594656.991998087
road_2,road,1,54.0,train,621823.3689351048,4594655.566640258
road_2,road,1,54.0,train,621827.1063613662,4594654.141282429
road_2,road,1,54.0,train,621830.8437876275,4594652.7159246
road_2,road,1,54.0,train,621834.5270154485,4594651.168612024
road_2,road,1,54.0,train,621838.089565314,4594649.349755664
road_2,road,1,54.0,train,621841.6521151795,4594647.530899305
road_2,road,1,54.0,train,621845.214665045,4594645.712042945
road_2,road,1,54.0,train,621848.7797262747,4594643.898340665
road_2,road,1,54.0,train,621852.4076234032,4594642.213596641
road_2,road,1,54.0,train,621856.0355205317,4594640.528852618
road_2,road,1,54.0,train,621859.6634176603,4594638.844108595
road_2,road,1,54.0,train,621863.2913147889,4594637.159364571
road_2,road,1,54.0,train,621867.0608512486,4594635.868459677
road_2,road,1,54.0,train,621870.9307802578,4594634.856704043
road_2,road,1,54.0,train,621874.800709267,4594633.844948409
road_2,road,1,54.0,train,621878.6706382763,4594632.833192775
road_2,road,1,54.0,train,621882.5405672855,4594631.82143714
road_2,road,1,54.0,train,621886.4104962947,4594630.809681506
road_2,road,1,54.0,train,621890.280425304,4594629.797925872
road_2,road,1,54.0,train,621894.1503543131,4594628.786170238
road_2,road,1,54.0,train,621898.0540814088,4594627.915190019
road_2,road,1,54.0,train,621901.9615305156,4594627.059712679
road_2,road,1,54.0,train,621905.8689796223,4594626.20423534
road_2,road,1,54.0,train,621909.776428729,4594625.348758
road_2,road,1,54.0,train,621913.6838778356,4594624.49328066
road_2,road,1,54.0,train,621917.5458051782,4594623.498127191
road_2,road,1,54.0,train,621921.2069568892,4594621.886926351
road_2,road,1,54.0,train,621924.8681086004,4594620.27572551
road_2,road,1,54.0,train,621928.5292603114,4594618.66452467
road_2,road,1,54.0,train,621932.1904120225,4594617.05332383
road_2,road,1,54.0,train,621935.8515637337,4594615.442122988
road_2,road,1,54.0,train,621939.7616044157,4594614.76327333
road_2,road,1,54.0,train,621943.7386618806,4594614.335472067
road_2,road,1,54.0,train,621947.7157193454,4594613.907670802
road_2,road,1,54.0,train,621951.6927768103,4594613.479869539
road_2,road,1,54.0,train,621955.6746207112,4594613.177540381
road_2,road,1,54.0,train,621959.6727115626,4594613.3011103785
road_2,road,1,54.0,train,621963.670802414,4594613.424680376
road_2,road,1,54.0,train,621967.6688932653,4594613.548250374
road_2,road,1,54.0,train,621971.6669841167,4594613.671820371
road_3,road,1,53.0,train,621626.544518304,4594708.188025124
road_3,road,1,53.0,train,621623.115008839,4594710.246778347
road_3,road,1,53.0,train,621619.685499374,4594712.305531569
road_3,road,1,53.0,train,621616.255989909,4594714.36428479
road_3,road,1,53.0,train,621612.8264804439,4594716.423038012
road_3,road,1,53.0,train,621609.3969709789,4594718.481791235
road_3,road,1,53.0,train,621605.9674615139,4594720.540544457
road_3,road,1,53.0,train,621602.5379520489,4594722.599297679
road_3,road,1,53.0,train,621599.4031011511,4594725.077241223
road_3,road,1,53.0,train,621596.3047319766,4594727.607084787
road_3,road,1,53.0,train,621593.206362802,4594730.136928352
road_3,road,1,53.0,train,621590.1079936274,4594732.666771916
road_3,road,1,53.0,train,621587.0096244529,4594735.196615479
road_3,road,1,53.0,train,621583.9112552783,4594737.726459043
road_3,road,1,53.0,train,621580.8128861038,4594740.256302607
road_3,road,1,53.0,train,621577.7145169291,4594742.786146171
road_3,road,1,53.0,train,621574.6161477546,4594745.315989736
road_3,road,1,53.0,train,621571.5177785801,4594747.845833299
road_3,road,1,53.0,train,621568.4802118539,4594750.445869776
road_3,road,1,53.0,train,621565.5342910415,4594753.151706167
road_3,road,1,53.0,train,621562.5883702292,4594755.857542556
road_3,road,1,53.0,train,621559.6424494169,4594758.563378946
road_3,road,1,53.0,train,621556.6965286046,4594761.269215335
road_3,road,1,53.0,train,621553.7506077923,4594763.975051725
road_3,road,1,53.0,train,621550.7593508476,4594766.630626145
road_3,road,1,53.0,train,621547.7650621003,4594769.282839352
road_3,road,1,53.0,train,621544.7707733529,4594771.93505256
road_3,road,1,53.0,train,621541.7764846057,4594774.587265767
road_3,road,1,53.0,train,621538.7821958584,4594777.239478975
road_3,road,1,53.0,train,621535.8864306845,4594779.984161726
road_3,road,1,53.0,train,621533.4291748855,4594783.140408538
road_3,road,1,53.0,train,621530.9719190865,4594786.29665535
road_3,road,1,53.0,train,621528.5146632874,4594789.4529021615
road_3,road,1,53.0,train,621526.0574074885,4594792.609148974
road_3,road,1,53.0,train,621523.6001516895,4594795.765395786
road_3,road,1,53.0,train,621521.1876732715,4594798.955778515
road_3,road,1,53.0,train,621518.7950523146,4594802.161299527
road_3,road,1,53.0,train,621516.4024313578,4594805.366820538
road_3,road,1,53.0,train,621514.0098104009,4594808.57234155
road_3,road,1,53.0,train,621511.7532204557,4594811.874967287
road_3,road,1,53.0,train,621509.4988952504,4594815.1792096915
road_3,road,1,53.0,train,621507.244570045,4594818.483452097
road_3,road,1,53.0,train,621504.9902448396,4594821.787694501
road_3,road,1,53.0,train,621502.7133297717,4594825.075881813
road_3,road,1,53.0,train,621500.3340053397,4594828.291284625
road_3,road,1,53.0,train,621497.9546809075,4594831.506687438
road_3,road,1,53.0,train,621495.5753564755,4594834.722090251
road_3,road,1,53.0,train,621493.1960320434,4594837.9374930635
road_3,road,1,53.0,train,621490.8167076114,4594841.152895876
road_3,road,1,53.0,train,621488.4291673338,4594844.3611413
road_3,road,1,53.0,train,621485.570195614,4594847.158690353
road_3,road,1,53.0,train,621482.7112238943,4594849.956239407
road_3,road,1,53.0,train,621479.8522521745,4594852.75378846
road_3,road,1,53.0,train,621476.9932804548,4594855.551337513
road_3,road,1,53.0,train,621474.1343087349,4594858.348886566
road_3,road,1,53.0,train,621471.2753370152,4594861.146435619
road_3,road,1,53.0,train,621468.3072931427,4594863.827128205
road_3,road,1,53.0,train,621465.3196016017,4594866.486770899
road_3,road,1,53.0,train,621462.3319100607,4594869.146413593
road_3,road,1,53.0,train,621459.3442185196,4594871.806056285
road_3,road,1,53.0,train,621456.3565269787,4594874.465698979
road_3,road,1,65.0,val,621453.4611535103,4594877.224963744
road_3,road,1,65.0,val,621450.5821467764,4594880.001890143
road_3,road,1,65.0,val,621447.7031400425,4594882.778816543
road_3,road,1,65.0,val,621444.8241333086,4594885.555742942
road_3,road,1,65.0,val,621441.9628163219,4594888.349122219
road_3,road,1,65.0,val,621439.4014884662,4594891.4215153605
road_3,road,1,65.0,val,621436.8401606105,4594894.493908502
road_3,road,1,65.0,val,621434.2788327548,4594897.566301644
road_3,road,1,65.0,val,621431.7175048991,4594900.638694785
road_3,road,1,65.0,val,621429.260701549,4594903.792983151
road_3,road,1,65.0,val,621426.890342161,4594907.015000589
road_3,road,1,65.0,val,621424.5199827729,4594910.237018027
road_3,road,1,65.0,val,621424.1968066158,4594914.05880463
road_3,road,1,65.0,val,621424.4537306519,4594918.050544858
road_3,road,1,65.0,val,621424.7106546881,4594922.042285085
road_3,road,1,65.0,val,621424.9675787241,4594926.0340253115
road_3,road,1,65.0,val,621425.3120899997,4594930.0122222565
road_3,road,1,65.0,val,621426.2727943585,4594933.895139605
road_3,road,1,65.0,val,621427.2334987173,4594937.778056953
road_3,road,1,65.0,val,621429.651821712,4594940.927205219
road_3,road,1,65.0,val,621432.1985404949,4594944.011718703
road_3,road,1,65.0,val,621434.7452592778,4594947.096232189
road_3,road,1,65.0,val,621437.5342416482,4594949.905889664
road_3,road,1,65.0,val,621440.9140995231,4594952.04517944
road_3,road,1,65.0,val,621444.293957398,4594954.1844692165
road_3,road,1,65.0,val,621448.057596393,4594954.687595352
road_3,road,1,65.0,val,621452.0361890611,4594954.274315324
road_3,road,1,65.0,val,621456.0147817292,4594953.861035296
road_3,road,1,65.0,val,621459.9933743973,4594953.447755267
road_3,road,1,65.0,val,621463.9719670654,4594953.034475239
road_3,road,1,65.0,val,621467.9515949588,4594952.631469612
road_3,road,1,65.0,val,621471.9326625075,4594952.242752269
road_3,road,1,65.0,val,621475.9137300563,4594951.854034927
road_3,road,1,65.0,val,621479.894797605,4594951.465317584
road_3,road,1,65.0,val,621483.8758651537,4594951.0766002415
road_3,road,1,65.0,val,621487.8569327024,4594950.687882898
road_3,road,1,65.0,val,621491.833877628,4594951.050256661
road_3,road,1,65.0,val,621495.8104382149,4594951.482652197
road_3,road,1,65.0,val,621499.7869988017,4594951.915047731
road_3,road,1,65.0,val,621503.7635593887,4594952.347443266
road_3,road,1,65.0,val,621507.7401199756,4594952.779838801
road_3,road,1,65.0,val,621511.7257300938,4594952.973970042
road_3,road,1,65.0,val,621515.7236327141,4594952.844453098
road_3,road,1,65.0,val,621519.7215353344,4594952.714936155
road_3,road,1,65.0,val,621523.7194379547,4594952.585419212
road_3,road,1,65.0,val,621527.717340575,4594952.455902269
road_3,road,1,65.0,val,621531.6919575492,4594952.119417544
road_3,road,1,65.0,val,621535.6186922519,4594951.3573449915
road_3,road,1,65.0,val,621539.5454269545,4594950.5952724395
road_3,road,1,65.0,val,621543.4721616571,4594949.833199887
road_3,road,1,65.0,val,621547.4028662199,4594949.096554997
road_3,road,1,65.0,val,621551.3750237034,4594948.625423459
road_3,road,1,65.0,val,621555.3471811869,4594948.15429192
road_3,road,1,65.0,val,621559.3193386705,4594947.683160382
road_3,road,1,65.0,val,621563.2914961539,4594947.212028844
road_3,road,1,65.0,val,621567.2752657199,4594946.970164328
road_3,road,1,65.0,val,621571.2746981604,4594947.0375449965
road_3,road,1,65.0,val,621575.2741306007,4594947.104925664
road_3,road,1,65.0,val,621579.2735630412,4594947.172306333
road_3,road,1,65.0,val,621583.2729954816,4594947.239687
road_3,road,1,65.0,val,621587.2303200933,4594947.657183121
road_3,road,1,65.0,val,621591.1316791432,4594948.54001808
road_3,road,1,65.0,val,621595.0330381929,4594949.42285304
road_3,road,1,65.0,val,621598.9343972427,4594950.305687998
road_3,road,1,65.0,val,621602.8357562925,4594951.188522957
road_3,road,1,65.0,val,621606.6710670176,4594952.300868192
road_3,road,1,65.0,val,621610.4449122867,4594953.626798765
road_3,road,1,65.0,val,621614.2187575558,4594954.952729338
road_3,road,1,65.0,val,621617.9926028249,4594956.278659911
road_3,road,1,65.0,val,621621.7664480942,4594957.604590484
road_3,road,1,65.0,val,621625.0390131634,4594959.603189421
road_3,road,1,65.0,val,621627.3885151157,4594962.840447609
road_3,road,1,65.0,val,621629.738017068,4594966.077705798
road_3,road,1,65.0,val,621632.0875190203,4594969.314963985
road_3,road,1,65.0,val,621634.4370209726,4594972.552222174
road_3,road,1,65.0,val,621635.9673539146,4594976.242887405
road_3,road,1,65.0,val,621637.4630449881,4594979.952726783
road_4,road,1,65.0,val,621521.2057954549,4595028.4620882645
road_4,road,1,65.0,val,621524.4099392493,4595026.067623284
road_4,road,1,65.0,val,621527.6140830436,4595023.673158303
road_4,road,1,65.0,val,621530.818226838,4595021.278693322
road_4,road,1,65.0,val,621534.0223706324,4595018.88422834
road_4,road,1,65.0,val,621537.2265144268,4595016.48976336
road_4,road,1,65.0,val,621540.4306582211,4595014.095298379
road_4,road,1,65.0,val,621543.6557757261,4595011.72949266
road_4,road,1,65.0,val,621546.9071738152,4595009.399597712
road_4,road,1,65.0,val,621550.1585719043,4595007.069702765
road_4,road,1,65.0,val,621553.4099699934,4595004.739807817
road_4,road,1,65.0,val,621556.6613680826,4595002.409912869
road_4,road,1,65.0,val,621560.0452652617,4595000.300958261
road_4,road,1,65.0,val,621563.6318925498,4594998.53005321
road_4,road,1,65.0,val,621567.218519838,4594996.759148161
road_4,road,1,65.0,val,621570.8483198016,4594995.143106732
road_4,road,1,65.0,val,621574.8338395049,4594994.803058654
road_4,road,1,65.0,val,621578.819359208,4594994.463010576
road_4,road,1,65.0,val,621582.8048789112,4594994.122962497
road_4,road,1,65.0,val,621586.7908759022,4594994.057723591
road_4,road,1,65.0,val,621590.7775527466,4594994.383925581
road_4,road,1,65.0,val,621594.764229591,4594994.710127572
