x,y,kind,split,cell_id
614215.3645250625,4591866.535230716,added,test,4
614215.3521933947,4591888.594521393,added,test,4
614205.7650893911,4593093.925625368,added,train,8
614180.4190082853,4593096.375991495,added,train,8
614206.3625606785,4593107.224968156,added,train,8
614184.7984278498,4593130.330524817,added,train,8
614174.395204429,4593159.042586064,added,train,8
614175.4441835822,4593186.169545082,added,train,8
614178.0089650947,4593208.40174549,added,train,8
613768.8732690322,4593663.4673721865,added,train,12
613799.0431900606,4593688.048540363,added,train,12
613832.6735588987,4593707.308447188,added,train,12
613720.6778419572,4593731.461502737,added,train,12
613721.3265315632,4593758.0022834735,added,train,12
613724.5992258451,4593784.43820169,added,train,12
613710.4660214762,4593743.550766979,added,train,12
613697.7124943222,4593750.161619592,added,train,12
613716.3419830124,4593780.236460424,added,train,12
613702.9478290535,4593760.884092236,added,train,12
613730.1182318814,4593756.47397121,added,train,12
613759.7572911448,4593860.163961012,added,train,12
613732.5499492673,4593857.440016078,added,train,12
613732.3540655175,4593845.719647817,added,train,12
613734.7155175855,4593868.268767966,added,train,12
613736.8597999595,4593909.09490972,added,train,12
614660.6599550843,4593518.388592777,added,val,13
614625.85890029,4593529.33737165,added,val,13
614446.2105363315,4593547.008588305,added,train,12
615331.9621611122,4592674.965086906,added,train,9
615311.5017400864,4592702.618189792,added,train,9
615292.1091530117,4592731.006590479,added,train,9
615276.7296455615,4592761.777884067,added,train,9
615567.495157497,4592112.728777256,added,test,5
615574.3053548366,4592145.049996413,added,test,5
615573.6093067873,4592177.968871856,added,test,5
615575.368914248,4592210.62737332,added,test,5
615584.2312965655,4592242.492266932,added,test,5
615623.8842700605,4592191.005365441,added,test,5
615609.3582788048,4592216.445089273,added,test,5
615596.430257153,4592242.835649005,added,test,5
615587.5940124603,4592156.462096871,added,test,5
615614.5299166978,4592174.754065048,added,test,5
615577.6089035951,4592500.735363694,added,train,9
615576.8268521967,4592510.160292596,added,train,9
615587.6710003687,4592546.5272961045,added,train,9
616168.3236202012,4592775.891782192,added,train,10
616195.7370814544,4592793.428519798,added,train,10
616217.4345178045,4592817.6054808665,added,train,10
616203.9806910298,4592760.741502914,added,train,10
616170.3550664904,4592766.910118678,added,train,10
616219.4167868876,4592767.407899333,added,train,10
616239.5966286585,4592784.967680794,added,train,10
616261.7963939008,4592802.89742126,added,train,10
616281.4578056958,4592826.310670466,added,train,10
616362.3103396097,4592986.433252242,added,train,10
616334.1721305641,4592970.341902006,added,train,10
616309.4847805133,4592949.684570436,added,train,10
616292.4793013647,4592921.913043333,added,train,10
616297.1337790763,4592853.315819801,added,train,10
616313.7573765167,4592881.971663241,added,train,10
616326.3133686383,4592912.769183134,added,train,10
616346.6872670642,4592939.029474222,added,train,10
616360.6755240544,4592968.505365169,added,train,10
616351.8145035146,4592964.242393363,added,train,10
615426.9199404843,4593752.134043613,added,val,13
615422.8636416263,4593784.955487275,added,val,13
615461.1649521935,4593789.835794817,added,val,13
615427.6318012468,4593792.496255061,added,val,13
615493.9709616697,4593785.9792771535,added,val,13
615525.5467962852,4593778.129439563,added,val,13
615557.7419966651,4593773.840869792,added,val,13
615589.4079674549,4593780.436040003,added,val,13
615587.450146711,4593783.440125218,added,val,13
615464.3351786177,4593529.372144272,added,val,13
615471.0867833816,4593560.2761974195,added,val,13
615492.3401824399,4593583.705119579,added,val,13
615519.1729263116,4593598.926170789,added,val,13
615545.2368896466,4593578.34166202,added,val,13
615537.5246392741,4593602.518223782,added,val,13
615456.2843650068,4593531.219417035,added,val,13
615436.3235030292,4593545.3378896965,added,val,13
615423.2251564784,4593569.430128543,added,val,13
615419.2368940853,4593601.655375063,added,val,13
615424.3810859157,4593626.448896341,added,val,13
615436.3915349772,4593657.079881424,added,val,13
615437.7165012904,4593689.856250856,added,val,13
615427.1792147128,4593721.060548858,added,val,13
615432.0641361176,4593654.439499354,added,val,13
615489.6978300489,4593502.163823691,added,val,13
615473.2808549777,4593519.607949515,added,val,13
615490.9036182087,4593522.667011137,added,val,13
615513.1981351769,4593541.7933292575,added,val,13
615539.3176676297,4593553.954938556,added,val,13
615535.7370075701,4593627.71546065,added,val,13
615541.5996277668,4593660.827420741,added,val,13
615548.462772962,4593693.64906531,added,val,13
615564.649479522,4593719.153155764,added,val,13
615578.3567371813,4593742.610675635,added,val,13
615588.9174883666,4593766.890200273,added,val,13
615551.031442811,4593457.134034201,added,val,13
615553.5566187142,4593488.9150773,added,val,13
615554.9859472724,4593520.76495839,added,val,13
615556.2279096451,4593552.359892923,added,val,13
615507.6056519207,4593483.335723242,added,val,13
615531.114690868,4593467.835720917,added,val,13
615545.4582893725,4593453.244380298,added,val,13
615572.396593909,4594089.476309642,added,val,13
615574.156030095,4594115.598795244,added,val,13
615207.2739296042,4592193.1631080955,added,test,5
615203.8972943146,4592220.311869384,added,test,5
617811.7507269755,4590158.489580131,added,test,3
617793.2494531738,4590191.4791080365,added,test,3
617773.978305126,4590224.069948421,added,test,3
617759.8133815244,4590257.962534923,added,test,3
617737.3135319565,4590288.18122111,added,test,3
617539.3880295196,4590029.401981302,added,test,3
617561.6001376687,4590012.9679959295,added,test,3
617541.0300733127,4590045.920300941,added,test,3
617320.854867918,4590041.2842915,added,test,3
617313.42015999,4590015.694561598,added,test,3
617013.5166934086,4590019.28745011,added,test,3
617010.6248210097,4590057.722244237,added,test,3
617012.5518359211,4590096.208770688,added,test,3
616712.7044695856,4590322.406113693,added,train,2
616677.5910173643,4590323.958014151,added,train,2
616706.7626562244,4590277.750776131,added,train,2
617235.8463399543,4590898.625263939,added,test,3
617261.5774252486,4590879.181645552,added,test,3
617285.0002641905,4590856.968288191,added,test,3
617309.7105071743,4590836.196215215,added,test,3
617336.556239314,4590818.432723958,added,test,3
617011.3444978785,4590079.803626536,added,test,3
617014.2507138447,4590118.493095276,added,test,3
617023.6854831651,4590156.109510217,added,test,3
617044.4361599965,4590188.465837884,added,test,3
617069.1333698379,4590218.381741834,added,test,3
617085.173848566,4590252.76520993,added,test,3
617090.2664778584,4590290.877002905,added,test,3
617076.6444786743,4590326.180785494,added,test,3
617054.1683235046,4590357.233422404,added,test,3
617022.8500642552,4590379.782438812,added,test,3
616987.2612355024,4590395.2407939825,added,test,3
616949.6663366877,4590404.616852948,added,test,3
616912.3316259993,4590411.713173437,added,test,3
616898.9285373872,4590446.415255905,added,test,3
616909.8608016928,4590482.478222919,added,test,3
616946.2574600803,4590493.941126194,added,test,3
616984.8658230084,4590497.158787309,added,test,3
617023.6401102901,4590498.086763063,added,test,3
617058.8092745481,4590510.081200873,added,test,3
617046.7447440594,4590539.354562896,added,test,3
617009.4020382016,4590549.987141047,added,test,3
616972.8242858063,4590562.62506615,added,test,3
616940.4243244571,4590583.833979221,added,test,3
616911.9707223659,4590610.252650931,added,test,3
616881.842204664,4590634.640726471,added,test,3
616711.6956838293,4590726.682290997,added,train,2
616637.5954986754,4590674.267204516,added,train,2
616668.590044054,4590693.93559828,added,train,2
616692.7639044414,4590721.858171556,added,train,2
616705.6492388824,4590758.041427265,added,train,2
616913.1943221925,4591098.834349708,added,test,3
616895.494295963,4591068.479202388,added,test,3
616876.3753097429,4591041.806073551,added,test,3
616790.6731660678,4591128.601005988,added,val,6
616808.1312708148,4591159.605087191,added,val,6
616826.239717662,4591190.212696917,added,val,6
616845.9060064197,4591219.863663773,added,val,6
616867.2833585222,4591229.464143544,added,val,6
617063.7513426595,4591284.668394151,added,train,7
617087.776531379,4591314.656664995,added,train,7
617112.6797870887,4591343.91634278,added,train,7
617139.8078084781,4591370.363122226,added,train,7
617176.7455262712,4591378.437651536,added,train,7
617215.1001407532,4591380.062577644,added,train,7
617253.070171831,4591385.549402821,added,train,7
617291.0761442818,4591385.755182605,added,train,7
616894.3792039466,4591032.443593985,added,test,3
616925.0931162024,4591016.8715007,added,test,3
616952.855458192,4591009.9849879015,added,test,3
616969.2979258284,4591039.781355722,added,test,3
616986.9881193961,4591069.324897049,added,test,3
616941.7385846627,4590987.30748051,added,test,3
616926.3651378507,4590954.416456725,added,test,3
616909.9104222333,4590922.05372731,added,test,3
616893.9354284795,4590889.453090912,added,test,3
616877.8154965879,4590856.9310358865,added,test,3
616958.6711343209,4591020.551003924,added,test,3
616977.6827769004,4591053.853006729,added,test,3
616869.4458655383,4591255.378093302,added,val,6
617049.1957607717,4591398.107649498,added,train,7
615613.6345176355,4590121.261830111,added,val,1
615579.3580269569,4590122.036337076,added,val,1
615545.3118114506,4590125.713685202,added,val,1
615516.7602253199,4590132.179453854,added,val,1
615493.6216918033,4590140.393151285,added,val,1
615741.1039237959,4590483.693233919,added,val,1
615713.9281100023,4590508.556239312,added,val,1
615683.7143803514,4590529.913821058,added,val,1
615654.5238339143,4590552.677302305,added,val,1
615628.5663328298,4590577.888816952,added,val,1
615716.6715960087,4590526.05490127,added,val,1
615705.4736553942,4590558.081682155,added,val,1
615736.243269034,4590537.846774539,added,val,1
615748.0755088193,4590501.593288126,added,val,1
615747.1017553965,4590741.3008363135,added,val,1
615739.0994559347,4590778.927351815,added,val,1
615728.2031236772,4590815.8579380335,added,val,1
615720.533716214,4590853.110029284,added,val,1
615731.7096521271,4590889.680480056,added,val,1
615626.205772386,4590611.130323872,added,val,1
615626.6465283443,4590649.383178056,added,val,1
615628.5620955153,4590687.949587319,added,val,1
615612.781592019,4590723.511029931,added,val,1
615606.4778489288,4590761.876643621,added,val,1
615604.7474602099,4590800.865286911,added,val,1
615600.5443280494,4590839.535359087,added,val,1
615596.5776917972,4590877.5317127425,added,val,1
615606.494214594,4590915.113445246,added,val,1
615596.9292362,4590952.627118459,added,val,1
615606.7982706438,4590989.905984795,added,val,1
615620.8116285085,4591026.075405648,added,val,1
615633.6224262059,4591062.558705517,added,val,1
615640.1206247038,4591100.590346065,added,val,1
615570.1407489718,4591404.997805094,added,test,5
615605.2866724376,4591472.985461196,added,test,5
615643.1074897303,4591463.517155275,added,test,5
615657.8927748259,4591431.906920892,added,test,5
615656.2064113952,4591392.97000397,added,test,5
615644.368055148,4591355.873107797,added,test,5
615633.9678230432,4591318.0975343855,added,test,5
615624.9140894157,4591282.98268665,added,test,5
615628.0333414555,4591249.426995788,added,test,5
615629.3966083397,4591215.862277798,added,test,5
615634.9095583254,4591186.145372836,added,test,5
615635.9239061024,4591159.836601508,added,test,5
615639.9036813702,4591133.473254888,added,test,5
615692.6084976384,4590575.1807918465,added,val,1
615677.1824754699,4590609.75112064,added,val,1
615661.9344674166,4590645.076739284,added,val,1
615653.1622171521,4590682.646896495,added,val,1
615647.0945927603,4590720.742464955,added,val,1
615639.8742758222,4590758.5092573175,added,val,1
615732.0207415514,4590558.893519674,added,val,1
615719.0885550713,4590592.211641584,added,val,1
615698.5189533952,4590621.8131625345,added,val,1
615684.0066437339,4590654.731753732,added,val,1
615674.7850775935,4590689.644519223,added,val,1
615676.4088582047,4590725.734461059,added,val,1
615680.198285217,4590760.928291788,added,val,1
615630.0440452826,4590793.230345114,added,val,1
615619.0574502154,4590825.0862920955,added,val,1
615618.9316495707,4590859.471647732,added,val,1
615632.8044974883,4590890.706481792,added,val,1
615636.6824534399,4590924.270836045,added,val,1
615634.5832330334,4590958.39360719,added,val,1
615644.3884211761,4590991.324068071,added,val,1
615652.759921928,4591027.438630387,added,val,1
615665.0102629113,4591065.05169194,added,val,1
615669.8508075187,4591103.670535324,added,val,1
615669.1342621746,4591143.144810687,added,test,5
615746.4668760028,4590990.043843843,added,val,1
615740.6827456462,4591022.8532378785,added,val,1
615739.2069069119,4591056.11663106,added,val,1
615742.4081769707,4591089.241673882,added,val,1
615745.0378188384,4591122.499104079,added,val,1
615695.0308687068,4590772.540367384,added,val,1
615710.613032215,4590746.497932353,added,val,1
615715.3888959375,4590716.7105086045,added,val,1
615718.5378842709,4590686.911628714,added,val,1
615721.5483029458,4590657.0192575455,added,val,1
615732.7661485055,4590629.674284854,added,val,1
615746.317778375,4590603.541101631,added,val,1
615680.9840185626,4590794.499216756,added,val,1
615666.7240325031,4590788.201075234,added,val,1
615653.341977578,4590806.157620172,added,val,1
615631.7203351232,4590821.894173925,added,val,1
615674.4975075382,4590817.860357852,added,val,1
615676.4925939546,4590845.886174052,added,val,1
615671.5206121145,4590873.540094546,added,val,1
615662.4074910667,4590902.742506307,added,val,1
615671.3320086166,4590935.139074384,added,val,1
615651.0322916219,4590953.233068116,added,val,1
615648.4590506428,4590909.185277776,added,val,1
615675.048325804,4590962.787214707,added,val,1
615688.202520163,4590989.345662949,added,val,1
615694.1734298979,4591019.093416569,added,val,1
615696.6525321217,4591049.641276362,added,val,1
615700.7846638287,4591082.584058725,added,val,1
615701.4031769156,4591118.434279718,added,val,1
615703.3613608648,4591153.977093553,added,test,5
615685.9185339998,4591184.766247942,added,test,5
615710.6725329517,4591169.312052314,added,test,5
615722.2330194486,4591201.899125514,added,test,5
615731.4198090545,4591234.513369031,added,test,5
615741.0797960365,4591226.830530417,added,test,5
615738.557655162,4591192.325346883,added,test,5
615740.5951269941,4591157.922314578,added,test,5
615743.410520293,4591139.971822784,added,test,5
615736.9261886888,4591266.669138169,added,test,5
615734.749261215,4591305.246652518,added,test,5
615734.8644808428,4591343.820559468,added,test,5
615741.3482318444,4591381.428271815,added,test,5
615747.09142756,4591418.98628605,added,test,5
615749.9817657314,4591457.14758332,added,test,5
615749.6504158209,4591488.198746501,added,test,5
615754.2928065239,4591511.567916647,added,val,6
615669.2342680615,4591462.496664974,added,test,5
615695.2553225697,4591477.735299023,added,test,5
615718.7935689837,4591496.813080722,added,test,5
615745.0064793606,4591512.050020939,added,test,5
615737.2993198868,4591481.843468224,added,test,5
615714.048287973,4591469.126625474,added,test,5
615686.7197867756,4591461.528545327,added,test,5
615671.4554292315,4591462.47021543,added,test,5
615680.0362510943,4591220.382676401,added,test,5
615677.2961768776,4591258.256292561,added,test,5
615670.8102558365,4591295.810128817,added,test,5
615670.6783004913,4591333.179085149,added,test,5
615660.7548662123,4591367.553762463,added,test,5
615436.5026489566,4590745.944609591,added,val,1
615330.8105610983,4590764.220521956,added,val,1
615363.3335147873,4590765.775028975,added,val,1
615395.9002122007,4590770.428376675,added,val,1
615315.6828364356,4590853.664592514,added,val,1
615084.3278005756,4590844.828094283,added,val,1
615050.8545397002,4590860.565189091,added,val,1
615024.5959371892,4590886.6480724355,added,val,1
614789.6061972962,4591007.922202158,added,val,1
615208.0359872157,4590624.955279329,added,val,1
615289.8558076196,4590224.523895672,added,val,1
615320.9217763401,4590211.186024813,added,val,1
615351.60715997,4590196.800985029,added,val,1
615382.492205438,4590182.926851781,added,val,1
615414.34588293,4590171.541146151,added,val,1
615444.9195216742,4590157.056954141,added,val,1
614710.3725873255,4590686.196326347,added,val,1
614687.4253476677,4590709.091233979,added,val,1
614665.3932297565,4590732.856407234,added,val,1
614654.7317778043,4590742.6836380465,added,val,1
614615.2458713751,4591173.578635169,added,test,4
615216.0223499463,4591647.324047248,added,test,5
615214.51976269,4591685.552221848,added,test,5
615228.5398730668,4591721.114561787,added,test,5
616879.2130991006,4590401.133598245,added,test,3
616897.7719243608,4590410.324143931,added,test,3
617323.459392262,4591082.937963211,added,test,3
617359.4720127707,4591095.543429813,added,test,3
617396.6687733287,4591099.668984858,added,test,3
617430.8604304914,4591116.699614671,added,test,3
617461.0589066369,4591108.622634803,added,test,3
617469.7075333665,4591071.456138975,added,test,3
617484.3956876163,4591035.848245275,added,test,3
617491.3963918906,4590998.178978014,added,test,3
617479.4128483267,4590962.210013048,added,test,3
617252.9644911656,4590824.565802428,added,test,3
617229.1975944121,4590853.82328304,added,test,3
617297.0048023891,4590519.071783275,added,test,3
617270.660318759,4590548.502376948,added,test,3
617260.2655974524,4590586.429831296,added,test,3
617278.373028357,4590615.625017378,added,test,3
617316.3832448596,4590626.596312886,added,test,3
617334.1548138564,4590661.032698123,added,test,3
617424.9240044401,4590614.801324501,added,test,3
617397.4310918445,4590631.066002309,added,test,3
617367.6982709861,4590642.209854763,added,test,3
617336.8235425468,4590634.322982418,added,test,3
617439.8759994158,4590699.9456671355,added,test,3
617409.841375968,4590683.835832579,added,test,3
617353.0537362123,4590673.839737318,added,test,3
617384.2797358022,4590673.038397947,added,test,3
617407.8636949139,4590652.174449608,added,test,3
617424.3603329335,4590626.066537815,added,test,3
617308.7147123761,4590777.249717646,added,test,3
617284.4262891622,4590776.295012745,added,test,3
617273.3089825372,4590799.808615533,added,test,3
617285.762407314,4590881.514591064,added,test,3
617307.6810524237,4590910.941776384,added,test,3
617325.0788180153,4590943.616146012,added,test,3
617338.3674641311,4590978.125218511,added,test,3
617354.4109155814,4591011.54376782,added,test,3
617371.0169841002,4591044.392173524,added,test,3
617514.3990158122,4590747.300328362,added,test,3
617482.3285724778,4590758.861297383,added,test,3
617552.4746615405,4590805.620183332,added,test,3
617523.7159289469,4590802.35919311,added,test,3
617503.0043384415,4590779.062100194,added,test,3
617475.755517513,4590766.3777055275,added,test,3
616895.8580923985,4590158.284297167,added,test,3
617433.8850927121,4590804.656150676,added,test,3
617445.8954357208,4590835.594940775,added,test,3
617458.5438975388,4590866.191787396,added,test,3
617455.7088038824,4590898.979547451,added,test,3
617464.7363643956,4590930.572103045,added,test,3
616142.5602921281,4590628.914663199,added,train,2
616144.8455258893,4590592.8162629455,added,train,2
616158.8645860758,4590559.5358457705,added,train,2
616175.6598531342,4590527.788251335,added,train,2
616171.7271322304,4590565.714020319,added,train,2
616174.933662876,4590546.072991432,added,train,2
616287.9403771157,4591195.914828032,added,val,6
616276.6716060708,4591164.353401701,added,val,6
616272.0000197263,4591131.181464356,added,val,6
616284.9415258894,4591217.7546242,added,val,6
616292.4400890411,4591208.097049547,added,val,6
616249.5158667534,4591468.651492622,added,val,6
616276.6492508859,4591481.5167900175,added,val,6
616292.9779220104,4591505.046853923,added,val,6
616294.7120975472,4591535.219028594,added,val,6
616280.5143371281,4591547.506054861,added,val,6
616253.0864676791,4591533.658631298,added,val,6
616223.7392161686,4591525.143255374,added,val,6
616242.055306818,4591482.1904991,added,val,6
616229.9179815479,4591510.607577068,added,val,6
616077.6586654682,4591757.065615101,added,val,6
616072.6600408813,4591794.295276403,added,val,6
616067.9521154587,4591831.584316945,added,val,6
616070.7636735532,4591869.080299741,added,val,6
616076.8449633345,4591906.260678184,added,val,6
616127.0706622574,4591886.9339932045,added,val,6
616092.304329719,4591894.589267062,added,val,6
616613.4931256112,4592024.472983211,added,val,6
616633.2428623574,4592049.290316194,added,val,6
616653.2646690599,4592074.105112063,added,val,6
616671.4944318113,4592100.34247254,added,val,6
616685.1779906509,4592129.075094166,added,val,6
616656.2283817872,4592048.857625789,added,val,6
616677.8236196524,4591983.235668688,added,val,6
616662.0200536833,4592010.293299233,added,val,6
616648.9349431159,4592038.796311209,added,val,6
616613.8991221356,4592005.4531351635,added,val,6
616639.9264352337,4591995.605918312,added,val,6
616665.913658183,4591984.074611801,added,val,6
616631.4891224336,4592009.09167714,added,val,6
616643.328274326,4592027.917444431,added,val,6
616621.6524573303,4592058.483431549,added,val,6
616591.6985888244,4592074.265865656,added,val,6
616562.8225861199,4592093.24273337,added,val,6
616532.7600385968,4592110.332242278,added,val,6
616502.7800884636,4592127.54991445,added,val,6
616474.0280996392,4592146.930359919,added,val,6
616444.6685881028,4592166.8510984825,added,val,6
616410.9304097731,4592178.673341494,added,val,6
616378.3554295608,4592193.44582961,added,val,6
616351.3172763863,4592214.45964443,added,val,6
616688.1914559912,4592162.589566228,added,val,6
616694.2558630902,4592197.430365431,added,val,6
616704.7455488315,4592231.194931915,added,val,6
616693.7232010128,4592245.757530671,added,val,6
616357.97790422,4592239.7877014475,added,val,6
616708.5542833973,4592986.505256878,added,train,10
616709.6606894728,4593013.594946827,added,train,10
616714.9459928076,4592979.131967038,added,train,10
616636.8328514537,4592535.836743814,added,train,10
617436.3280234232,4592613.333479154,added,train,11
617432.0589058601,4592083.959353921,added,train,7
617672.075680359,4592021.433755275,added,train,7
617351.9681576121,4592091.33630491,added,train,7
617237.8107736623,4592083.230945054,added,train,7
617222.2401666332,4592091.827027437,added,train,7
617809.0480452386,4592686.312677565,added,train,11
617823.6529743337,4592711.668873383,added,train,11
617803.6901397362,4592760.2521171775,added,train,11
617569.4412565699,4592977.430030879,added,train,11
617581.5786347964,4593014.169225804,added,train,11
617597.3560862442,4593049.443864161,added,train,11
617614.4615079425,4593084.022352148,added,train,11
617632.4030075582,4593118.274634664,added,train,11
617643.4995065056,4593154.813757508,added,train,11
617639.3861125738,4593192.855159926,added,train,11
617567.4090984317,4593080.632314944,added,train,11
617554.4402221823,4593112.243479124,added,train,11
617571.431704641,4593139.755559781,added,train,11
617595.2562245481,4593163.806775196,added,train,11
617628.1746528591,4593165.616006143,added,train,11
617630.3675407358,4593169.846658054,added,train,11
617576.4115526014,4593173.758125335,added,train,11
617550.8424667928,4593200.302320705,added,train,11
617515.8112222144,4593212.7500654645,added,train,11
617412.9101125738,4593191.730666512,added,train,11
617429.2136307248,4593158.630131361,added,train,11
617445.3010079074,4593125.424464429,added,train,11
617463.769301686,4593093.522630021,added,train,11
617489.7049687891,4593067.395811748,added,train,11
617514.4057605586,4593040.100194691,added,train,11
617533.7635483351,4593008.771501829,added,train,11
617551.6162268019,4592976.477547691,added,train,11
617648.916352279,4593158.112256197,added,train,11
617610.1963832728,4592924.870802646,added,train,11
617590.572619133,4592950.538035145,added,train,11
617580.1209460868,4592945.608209726,added,train,11
617836.6502217286,4592855.937815881,added,train,11
617819.9014911779,4592882.714475114,added,train,11
617794.9883860387,4592904.5888856845,added,train,11
617804.954563964,4592916.117302023,added,train,11
617401.2203946431,4592759.513226776,added,train,11
617078.4216341369,4594039.733356552,added,train,15
617091.6019804965,4594071.585635836,added,train,15
617101.5814845518,4594104.61379827,added,train,15
617088.5209042942,4594032.417144605,added,train,15
617114.6617549399,4594057.437362402,added,train,15
617110.4422638633,4594096.60243439,added,train,15
615134.7072281048,4591384.07560428,added,test,5
615153.2428683981,4591416.349342638,added,test,5
615201.2604388543,4591036.644616657,added,val,1
615207.5067936475,4591072.311578038,added,val,1
615228.1856797478,4591100.861273484,added,val,1
615240.9378752686,4591134.154428463,added,test,5
615259.1468656504,4591165.286498752,added,test,5
615265.2283613244,4591200.4737067465,added,test,5
615281.8541757746,4591232.773361184,added,test,5
615293.9778533452,4591268.249940542,added,test,5
615302.5435555911,4591306.541362839,added,test,5
615284.337382626,4591337.843980675,added,test,5
615252.2062462313,4591357.1422276,added,test,5
615226.4702819632,4591381.586440391,added,test,5
615199.103009538,4591389.880900342,added,test,5
615198.2923960899,4591370.757148146,added,test,5
615223.8336506087,4591354.98490577,added,test,5
615253.0368306545,4591349.474412426,added,test,5
615210.9045640562,4591450.13191236,added,test,5
615193.4722243364,4591420.506488809,added,test,5
615211.7449920815,4591438.965640602,added,test,5
615190.0094979454,4591457.994252448,added,test,5
615239.3318277097,4591453.203212652,added,test,5
615274.0454525028,4591445.00351942,added,test,5
615310.2007645475,4591436.260597465,added,test,5
615344.44599901,4591447.461903943,added,test,5
615378.6026278335,4591458.245048629,added,test,5
615355.2802788481,4591438.247342038,added,test,5
615384.6404730629,4591423.288240342,added,test,5
615409.2322663207,4591403.486639002,added,test,5
615441.71376212,4591405.642629013,added,test,5
615463.0723704878,4591381.949946596,added,test,5
614858.1262517928,4591383.970122718,added,test,5
614846.6410385958,4591405.574263854,added,test,5
615003.1462906968,4591754.635196131,added,test,5
615007.0980292099,4591784.295014766,added,test,5
615009.4525530468,4591814.470776439,added,test,5
615225.7570026951,4591758.794622261,added,test,5
615218.7169036162,4591796.209161421,added,test,5
615212.9561325732,4591833.743660036,added,test,5
615214.8994983722,4591871.502946282,added,test,5
615201.8188223256,4591906.924596522,added,test,5
615252.2397629383,4591467.8470684895,added,test,5
615229.6069273981,4591489.119510124,added,test,5
615216.9691255675,4591516.775516293,added,test,5
614151.2004395518,4592707.299560447,added,train,8
614083.0000000001,4592910.499999999,added,train,8
614013.9779692054,4592914.217839951,added,train,8
614042.0663545751,4592897.403321282,added,train,8
614075.2064732037,4592891.991767254,added,train,8
614412.7758981723,4593554.061664496,added,train,12
614381.363532522,4593558.578873953,added,train,12
614349.6592203538,4593560.522392642,added,train,12
615115.1467717977,4593643.636444168,added,val,13
615146.4354225777,4593645.612199488,added,val,13
615177.6388305,4593642.41128898,added,val,13
615360.3119356077,4593141.7864290355,added,train,9
615385.7679420831,4593113.997815408,added,train,9
615420.3690522478,4593098.0335801635,added,train,9
615455.8144809227,4593083.957823626,added,train,9
615490.6606609978,4593068.417529756,added,train,9
615527.7015729605,4593060.600837469,added,train,9
615565.4353206214,4593055.400808613,added,train,9
617490.9335850006,4592029.597582389,added,train,7
617455.7356230277,4592030.191152879,added,train,7
617425.7509211599,4592045.483385221,added,train,7
617396.535482158,4592063.717493171,added,train,7
