plat_id,block_id,split,centroid_x,centroid_y
304,87,train,620899.203291706,4595799.728524939
305,87,train,620667.2381419425,4595785.984012738
306,87,train,620668.8709248181,4595709.757039799
307,75,test,620686.8033794716,4595584.421034288
308,86,val,620536.0010361702,4595699.8880386595
309,98,train,620596.9772097707,4596034.952359444
310,99,train,620744.6519485664,4596069.890763906
311,87,train,620868.7988500663,4595956.746858484
312,99,train,620870.0747659586,4596063.073936328
313,99,train,620873.4384038256,4596180.819045675
314,87,train,620804.5723950997,4595715.789628189
315,75,test,620933.4703357486,4595421.706190161
316,65,train,621735.508100272,4595233.811157132
317,78,train,622076.5117620807,4595299.468642633
318,75,test,620834.7007538504,4595293.613863804
319,63,train,620686.938009252,4595196.251326885
320,74,test,620571.6428192612,4595597.92871314
321,88,train,621272.1326883251,4595952.707622304
322,89,test,621400.7399618875,4595953.389319754
323,89,test,621615.7092912389,4595973.529043847
324,90,train,621824.5624759202,4595972.093067826
325,90,train,621946.524059231,4595978.13307577
326,100,val,621374.9101609933,4596065.807556001
327,66,val,622062.8615866193,4595048.054766169
328,52,train,621360.7781000824,4594819.3834307315
329,75,test,620939.8323698181,4595332.867639922
470,101,train,621497.6697157249,4596094.152301021
471,101,train,621524.6941379551,4596190.72470997
472,102,test,621813.2746609168,4596095.768169425
473,102,test,621931.0504788014,4596084.47575032
474,102,test,621950.9704958202,4596208.486925929
475,102,test,622074.0122795521,4596206.69116927
476,103,train,622193.5450946208,4596206.87631786
477,103,train,622325.1643631646,4596354.944065542
478,103,train,622456.7088215974,4596321.493172375
479,103,train,622440.1986905158,4596223.199832695
480,103,train,622321.4317224006,4596207.947518819
481,103,train,622333.5189135382,4596095.438812029
482,104,train,622582.8156846538,4596067.22260568
483,104,train,622589.0018216437,4596192.263290095
484,104,train,622717.1664473781,4596065.371234476
485,92,train,622705.8007965324,4595975.048087197
486,92,train,622585.5185074141,4595944.882339442
487,91,train,622447.3266490545,4595705.97113678
488,92,train,622569.2452536288,4595706.51212105
489,92,train,622731.9184368413,4595835.432164542
490,92,train,622732.9394727809,4595720.837698986
491,92,train,622826.3576446595,4595706.494885041
492,81,train,622876.4424602932,4595585.840995774
493,93,val,622950.3872598074,4595683.960687715
494,93,val,622969.1060708215,4595823.6282662675
495,93,val,623066.694816027,4595725.727996491
496,93,val,623052.097881477,4595853.596490996
497,93,val,623065.5576646623,4595929.394281347
498,92,train,622827.9452576179,4595951.47828298
499,104,train,622840.3556810073,4596098.292564841
500,105,val,622953.0634354341,4596063.810518203
501,105,val,623066.8939749099,4596063.833284531
502,105,val,622962.2467065601,4596145.28315378
503,104,train,622835.8980974043,4596337.300971738
504,104,train,622716.2862102122,4596321.760229543
505,104,train,622591.4222818884,4596358.36117443
506,116,val,622587.7294173867,4596433.048140382
507,116,val,622567.5797715381,4596587.185999912
508,116,val,622709.5841124625,4596582.365517965
509,116,val,622822.9759952971,4596453.204379967
510,116,val,622809.1543324528,4596593.298210373
511,117,test,622963.0958395712,4596585.59004443
512,117,test,623063.3953213522,4596441.733208364
513,105,val,623060.97365815,4596341.422907788
514,105,val,622943.8792604343,4596341.455812066
515,116,val,622690.3413077933,4596727.228795014
516,116,val,622571.8899567784,4596723.939562572
517,128,train,622713.3808163136,4596818.0040473975
518,128,train,622584.6643639889,4596858.340423439
519,115,test,622454.9939052248,4596739.610972681
520,127,train,622321.9330875961,4596856.319119734
521,128,train,622576.0034452094,4596958.57878175
522,128,train,622664.4096916675,4597081.848767109
523,127,train,622166.2953970138,4596958.88160431
524,138,train,622032.161733575,4597148.460365023
525,139,train,622172.5197635618,4597140.1872268645
526,139,train,622149.5413139465,4597246.225961924
527,139,train,622311.6843531231,4597157.018268758
528,139,train,622439.8526041267,4597134.271221173
529,139,train,622358.2332764759,4597261.764371821
530,139,train,622355.6046307348,4597367.15854474
531,139,train,622272.4160541357,4597412.947551672
532,138,train,622018.8176683256,4597359.248546698
533,138,train,622030.1569141101,4597246.751359082
534,138,train,621782.9406334078,4597146.654874665
535,138,train,621762.3216062969,4597269.228791983
536,138,train,621902.6205307659,4597250.655384597
537,138,train,621916.0155927115,4597137.181971326
538,137,train,621640.6772766751,4597287.382757145
539,137,train,621665.0345895509,4597386.483816621
540,138,train,621768.5608857261,4597403.346690101
541,137,train,621510.4096743292,4597222.343309853
542,114,train,621796.5942691389,4596577.120139193
543,114,train,621902.3743335389,4596602.041255337
544,114,train,621795.3961912756,4596711.546487903
545,113,val,621653.0043262349,4596721.635451013
546,113,val,621384.7149485112,4596699.820839107
547,124,train,621367.892523187,4596950.877021713
548,124,train,621259.6851062307,4596970.0495052375
549,125,val,621376.9938565951,4597104.710590017
550,124,train,621246.3131950432,4597105.991151476
551,125,val,621468.2124805462,4597102.520358557
552,125,val,621609.7386984369,4597089.490691677
553,136,train,621350.3256053214,4597179.105480788
554,136,train,621241.3242284826,4597228.3073786525
555,136,train,621239.5638079528,4597319.65530742
556,136,train,621335.9534797078,4597373.433102486
557,136,train,621128.4637854069,4597229.003551943
558,135,train,620988.0853478741,4597195.031683193
559,135,train,620978.5349657494,4597383.808465117
560,136,train,621110.8022648446,4597453.332612407
561,135,train,620843.4646214976,4597348.6732549975
562,135,train,620737.9571770682,4597316.539866574
563,123,train,620830.2181198518,4597069.962348493
564,135,train,620711.3051710577,4597227.24261538
565,135,train,620818.909081301,4597227.8559236415
566,134,test,620573.4114456718,4597218.432062545
567,134,test,620565.0156068584,4597368.967061279
568,134,test,620457.5551391721,4597277.251024583
569,134,test,620345.5355509869,4597250.627302497
570,134,test,620420.238845302,4597375.846074727
571,134,test,620313.0305913474,4597374.737379087
572,133,train,620197.2980910547,4597388.029232886
573,133,train,620090.9041834619,4597296.653542598
574,133,train,620028.1458633823,4597455.355089608
575,133,train,619964.9890737534,4597379.691659621
576,133,train,619975.3982518902,4597267.315427468
577,122,train,620462.6068442052,4597050.325346233
578,122,train,620580.4812542761,4597054.694504293
579,123,train,620710.2826442815,4597106.961241004
580,123,train,620859.8825647836,4596940.947705364
581,123,train,620982.5480770996,4596958.7618198255
582,124,train,621104.8878354552,4596964.477408385
583,124,train,621113.5441416291,4597097.659024184
584,123,train,620995.2427724965,4597062.874381468
585,124,train,621120.6596576499,4596835.083284471
586,124,train,621237.5340498349,4596847.045427039
587,125,val,621393.3361533191,4596843.579434612
588,125,val,621513.5571426187,4596961.310914296
589,126,train,621903.2914029399,4596984.606184509
590,126,train,622027.5934043796,4596813.27625136
591,114,train,621949.4068513872,4596738.391714922
592,114,train,622067.3470481319,4596726.661187196
593,115,test,622159.1241545189,4596732.641162233
594,127,train,622181.6327685808,4596846.470996544
595,115,test,622327.3978492252,4596715.979153437
596,140,train,622661.4270715902,4597344.039327342
597,140,train,622800.8695801746,4597396.104592321
598,141,train,622929.2113674512,4597383.015241556
599,141,train,623059.866842874,4597358.158281158
600,141,train,623143.8763195474,4597460.766128013
601,142,val,623253.0273656689,4597472.759394173
602,141,train,623157.1420468779,4597328.333266142
603,142,val,623269.1980881273,4597195.287693079
604,141,train,623178.3265185485,4597126.085494953
605,141,train,623033.2954280729,4597195.922026792
606,140,train,622791.6523073394,4597223.963819624
607,141,train,622900.4917255576,4597223.62461595
608,129,test,622935.3006318292,4597083.075590412
609,129,test,623060.859064146,4596965.093554225
610,129,test,623176.3599751204,4596969.726128305
611,130,train,623302.7858731716,4596992.171853833
612,129,test,623191.8830245436,4596835.892764705
613,130,train,623318.5189682205,4596831.02550852
614,118,train,623323.8058523504,4596735.121297933
615,118,train,623439.4068712761,4596708.816925605
616,130,train,623520.1235786908,4596846.786719914
617,131,test,623627.8832883267,4597007.882872589
618,130,train,623537.3330185573,4596972.246423582
619,117,test,623193.250812072,4596712.398984249
620,117,test,623070.090165965,4596709.2935304195
621,116,val,622847.8590804804,4596716.102047529
622,129,test,622931.4332592133,4596949.609910596
623,118,train,623324.4067942834,4596481.897780456
624,118,train,623448.2218904365,4596588.848201523
625,118,train,623391.4872106271,4596541.342684142
626,118,train,623538.8182559065,4596476.790231418
627,106,test,623482.5980735609,4596362.392293273
628,105,val,623197.6127932447,4596341.313753941
629,106,test,623303.9048076319,4596340.537091828
630,105,val,623068.9041375057,4596213.877104268
631,105,val,623236.294333383,4596083.634709702
632,106,test,623467.1301998049,4596099.591697652
633,94,train,623475.7627674371,4595728.181225012
634,94,train,623473.5400223744,4595809.816361996
635,93,val,623214.961807695,4595850.66250152
636,82,train,623428.4923444396,4595584.534493776
637,94,train,623395.0740375898,4595701.814475003
638,82,train,623311.3838081224,4595442.985755812
639,103,train,622458.001639307,4596075.52953453
640,103,train,622364.4726029285,4596209.607489423
641,102,test,621934.1679178942,4596352.995038188
642,102,test,621799.1432394605,4596210.032136462
643,102,test,621760.2332962591,4596356.048633098
644,101,train,621666.0606876309,4596220.558332839
645,113,val,621591.3782340708,4596438.1782025425
646,113,val,621503.9269727672,4596433.831861563
647,101,train,621505.1989869644,4596324.408998535
648,113,val,621519.2788847663,4596580.33520998
649,113,val,621467.1004562625,4596579.300420355
650,113,val,621383.0610519089,4596588.512674987
651,112,train,621250.6468084971,4596565.7819612725
652,112,train,621359.847670012,4596411.046683825
653,100,val,621294.4720926041,4596308.050907061
654,112,train,621122.5110622268,4596405.6404112065
655,112,train,621161.0383787317,4596528.053622302
656,111,train,620993.5758524023,4596569.251014276
657,112,train,621161.4496788381,4596681.714043988
658,123,train,620985.8387039218,4596834.601238821
659,111,train,620625.2521147833,4596712.087007443
660,110,train,620507.81810713,4596723.41546221
661,122,train,620595.0450779211,4596919.307365471
662,122,train,620454.0971513818,4596942.3542607995
663,122,train,620319.8346746997,4597051.909449889
664,122,train,620413.8995287146,4596814.974376911
665,122,train,620314.6247780562,4596847.824660562
666,121,val,620203.9017528385,4596848.397815349
667,121,val,620096.8396398902,4596866.111833484
668,109,train,620188.9656004346,4596716.465845537
669,109,train,620074.4897302558,4596725.027984405
670,110,train,620300.0093939124,4596719.9873134075
671,133,train,620232.8604945757,4597291.3082855195
672,132,val,619828.2533846275,4597282.6849758485
673,132,val,619820.0845415145,4597392.912873054
674,132,val,619689.9992252561,4597243.378387542
675,132,val,619603.714770751,4597393.310042359
676,132,val,619709.055910311,4597398.235176809
677,132,val,619770.0823720664,4597426.927689329
678,120,val,619559.4416697328,4597046.554644649
679,120,val,619556.8072562359,4597092.053929827
680,120,val,619531.0302894656,4596992.477632121
681,120,val,619519.072837793,4596937.118848599
682,120,val,619633.8155022174,4597004.283256722
683,120,val,619654.0429980265,4596891.228215552
684,120,val,619637.2191624773,4596926.518945145
685,120,val,619547.3155910532,4596887.396271585
686,120,val,619562.7978307495,4596853.269913242
687,120,val,619542.1200237377,4596757.335309911
688,108,train,619672.0167138295,4596741.824977439
689,108,train,619653.3063820443,4596666.95284071
690,108,train,619557.2163716098,4596631.991482012
691,108,train,619665.037413038,4596468.792201919
692,108,train,619714.1026636191,4596384.60814341
693,108,train,619871.0408735631,4596441.062827623
694,109,train,619938.3622480116,4596511.386548917
695,109,train,619949.1526942569,4596718.122959258
696,108,train,619845.8142605452,4596734.900845404
697,121,val,619956.0660927859,4596851.370499978
698,97,test,619937.9066782185,4596292.756897622
699,109,train,620195.3727154715,4596512.524079822
700,110,train,620309.4202932944,4596556.546294905
701,109,train,620060.6026834294,4596425.105507354
702,109,train,620222.2228695182,4596408.271506985
703,96,test,619838.5914611807,4596294.488170247
704,109,train,619914.354949808,4596380.701251969
705,96,test,619675.9994027509,4596268.145794039
706,96,test,619660.6260275308,4596105.3102644
707,96,test,619574.6353558865,4596124.617893434
708,96,test,619839.9119650815,4596125.385964545
709,97,test,619937.3294070677,4596138.195482457
710,97,test,620039.1560759086,4596139.964020676
711,97,test,619966.3180450953,4596037.068420282
712,84,train,619536.8275344339,4595996.981621555
713,84,train,619566.1768643192,4595859.999745719
714,84,train,619849.1656554647,4595873.504167778
715,85,train,620084.2173777757,4595887.719070532
716,110,train,620551.1318188896,4596414.457907289
717,110,train,620530.7400953587,4596556.137809744
718,110,train,620404.2155561174,4596547.351856729
719,97,test,620132.724885041,4596310.553808468
720,98,train,620291.3335647006,4596163.708380206
721,84,train,619678.0734429983,4595864.135723159
722,84,train,619555.7716760677,4595738.540308849
723,84,train,619668.7799994631,4595736.212866795
724,72,test,619548.6139107483,4595606.842378392
725,72,test,619676.7260560056,4595427.851220185
726,72,test,619709.6066055668,4595569.889385708
727,72,test,619766.0564412756,4595542.757784163
728,85,train,619877.3114746381,4595634.905301954
729,85,train,619957.5196812839,4595626.181143494
730,85,train,620077.2661550702,4595660.591527869
731,85,train,620176.840396615,4595754.081708752
732,73,test,619921.8275180703,4595513.031405504
733,73,test,619921.895514828,4595439.7074743165
734,73,test,620066.9182321262,4595549.094799123
735,73,test,620196.4419444503,4595550.177473905
736,85,train,620204.2864013452,4595637.5377917
737,86,val,620276.9012929338,4595634.282962058
738,74,test,620300.7688444147,4595569.511957344
739,74,test,620419.4371522437,4595566.44660288
740,86,val,620406.0843777028,4595646.189385102
741,86,val,620263.6884691076,4595852.955186033
742,99,train,620704.4201075863,4596307.161339964
743,111,train,620861.9990210782,4596427.096798372
744,111,train,620856.5838047117,4596547.883456402
745,72,test,619541.486729894,4595454.741012912
746,72,test,619671.9685177207,4595300.626007927
747,72,test,619552.4722317673,4595259.900261181
748,60,train,619541.1533055293,4595143.538781325
749,60,train,619793.7922132136,4595009.206833936
750,61,train,619948.968207699,4595028.533358814
751,61,train,619939.187696359,4594920.839341438
752,60,train,619810.9138838387,4594908.057630116
753,60,train,619704.1542238201,4594887.810117263
754,60,train,619678.2315768523,4595031.190454242
755,60,train,619575.4935671939,4594991.930696562
756,60,train,619694.9428214213,4595154.756514792
757,60,train,619797.5098450355,4595158.391123653
758,61,train,619927.6623292402,4595170.090262229
759,73,test,619931.3142911929,4595301.252627097
760,48,train,619547.0676680452,4594755.989812253
761,48,train,619670.7146056935,4594743.368034792
762,48,train,619700.1158632935,4594662.099922907
763,48,train,619577.854623983,4594651.540336095
764,48,train,619566.2144890298,4594537.689121479
765,48,train,619686.4571305247,4594524.722187789
766,48,train,619815.6354238271,4594648.716832141
767,48,train,619842.8290082008,4594539.732178587
768,49,train,619961.3405099616,4594517.803266912
769,49,train,619980.3884675243,4594663.115102884
770,48,train,619829.1858708946,4594756.291407653
771,49,train,619947.1465450757,4594787.623864938
772,49,train,620076.1459649432,4594782.432821066
773,36,train,619547.1559497024,4594323.147480531
774,36,train,619544.3642940875,4594392.310204911
775,36,train,619615.5670392336,4594314.517206221
776,36,train,619620.1448052225,4594391.955828476
777,36,train,619811.5723673978,4594396.066496046
778,37,train,619943.0521704484,4594340.838528239
779,49,train,620057.4199833862,4594549.556233176
780,37,train,620061.6405934365,4594484.957800989
781,49,train,620201.5196380899,4594537.716293026
782,49,train,620212.2891339966,4594676.399551963
783,50,train,620326.1208249454,4594577.822693346
784,50,train,620328.7971434088,4594674.424137387
785,49,train,620093.6371695761,4594643.312966303
786,49,train,620218.5769432189,4594805.602526451
787,62,val,620306.9742655316,4594913.580105871
788,49,train,620126.8453412816,4594865.2344938405
789,61,train,620198.7096273355,4594897.784567192
790,61,train,620054.0071219942,4595016.254524733
791,62,val,620363.6338355707,4594995.676096973
792,62,val,620328.6162821118,4595050.897944329
793,62,val,620321.5475931861,4595179.167244298
794,62,val,620419.9474582784,4595186.258725243
795,74,test,620302.1874102411,4595316.802258873
796,74,test,620418.5879978646,4595331.144213874
797,73,test,620175.6223207891,4595300.739812187
798,73,test,620244.8060812273,4595252.77484492
799,61,train,620051.8924755646,4595172.220984215
800,61,train,620176.4660719761,4595194.638464966
801,73,test,620051.3759683851,4595327.8782829065
802,73,test,620062.4429982039,4595430.088120263
803,73,test,620181.63014933,4595443.30506462
804,74,test,620314.0592271879,4595448.9397166455
805,74,test,620428.4847383276,4595472.53083386
806,62,val,620451.4616778253,4595047.920301522
807,63,train,620659.3672390567,4595072.99416193
808,62,val,620569.9426632733,4595173.5093205115
809,74,test,620585.9922489752,4595358.175356247
810,75,test,620673.9687499588,4595436.9148842925
811,75,test,620803.7371754536,4595447.647119009
812,63,train,620802.3845798493,4595051.737126684
813,63,train,620835.4029270527,4594876.78900095
814,63,train,620714.264321598,4594883.926077782
815,50,train,620590.5113143567,4594819.286527245
816,62,val,620436.7480812616,4594920.530282656
817,50,train,620402.6999226777,4594855.5568009615
818,50,train,620449.9875824116,4594801.417789724
819,62,val,620587.944503044,4594925.696153145
820,62,val,620605.541684513,4595037.650702572
821,51,val,620857.1701917351,4594765.420241594
822,51,val,620723.9000113386,4594662.129349811
823,51,val,620625.9316517379,4594603.719846016
824,50,train,620575.1199991987,4594674.932066703
825,50,train,620490.185449532,4594554.838835354
826,50,train,620461.7275029805,4594655.655417608
827,38,train,620311.7571800598,4594479.033390159
828,38,train,620265.211999823,4594391.123026948
829,38,train,620369.677851118,4594399.107457425
830,38,train,620443.3674873662,4594389.953259947
831,38,train,620581.718384342,4594482.36613668
832,25,train,619916.3027236152,4594022.641312949
833,36,train,619607.5003881824,4594192.713458128
834,24,train,619615.5207318738,4594050.276993637
835,37,train,620027.5523928758,4594396.643747978
836,24,train,619866.1978803944,4593887.138976451
837,24,train,619723.3064246573,4593899.702511823
838,24,train,619732.7612182178,4593785.180712175
839,12,train,619635.0071560146,4593669.451755659
840,12,train,619840.4587940255,4593650.142287855
841,24,train,619871.000563142,4593774.049340794
842,12,train,619603.4508754555,4593508.515082609
843,12,train,619858.079384097,4593516.077888418
844,0,train,619611.271193405,4593277.869791978
845,0,train,619728.2104330913,4593295.523395247
846,0,train,619555.3481353273,4593194.062300885
847,12,train,619750.0673220501,4593405.486760586
848,12,train,619866.8021803078,4593388.999436071
849,0,train,619593.3956997143,4593073.166722264
850,0,train,619752.0590672523,4593112.378441035
851,13,train,620013.8626195702,4593667.679193107
852,25,train,620123.2693361036,4593911.541047968
853,25,train,620129.411961035,4594039.835198098
854,36,train,619778.2345644758,4594316.487076163
855,14,train,620386.1508035433,4593523.487936247
856,14,train,620256.9907434658,4593383.111298764
857,14,train,620384.9435766204,4593415.492517375
858,13,train,620129.8450622783,4593506.839377614
859,13,train,620124.2965035833,4593407.1418582285
860,0,train,619865.0593047654,4593271.059606466
861,2,train,620362.0078693925,4593152.1872115005
862,2,train,620367.2790325341,4593261.655177742
863,2,train,620495.7684184668,4593146.840392267
864,2,train,620514.4681645395,4593244.457617201
865,2,train,620519.2156216038,4593354.029395074
866,15,train,620643.7583880792,4593473.691746724
867,14,train,620501.4520113934,4593641.421242243
868,13,train,620223.0342398621,4593639.8280325085
869,39,train,620838.4608017135,4594482.420637505
870,51,val,620964.7744882258,4594560.7701247865
871,28,train,621155.2785757167,4593905.264639299
872,28,train,621236.0905285482,4593801.60620241
873,16,train,621126.6755063199,4593566.476035851
874,16,train,621206.6910584188,4593553.270272885
875,16,train,621277.9695940005,4593681.731909241
876,15,train,620822.2419180049,4593470.150590625
877,3,test,620916.9552801667,4593350.03478484
878,3,test,620791.2682638692,4593328.269343917
879,3,test,620682.2743352993,4593057.838832647
880,3,test,620635.133738559,4593364.652184719
881,5,train,621602.7842206093,4593096.534626398
882,5,train,621652.1614311707,4593128.474414901
883,5,train,621605.8664824046,4593276.741792145
884,18,train,621752.6341737291,4593548.627693722
885,6,train,621791.4482477355,4593311.500188308
886,18,train,621847.3563425186,4593437.1527345935
887,18,train,621916.8007948336,4593612.735476734
888,18,train,621854.7867475008,4593686.8275632495
889,17,train,621722.7462074478,4593641.814703948
890,17,train,621483.0828695665,4593557.372786686
891,5,train,621589.2466088027,4593367.399816261
892,5,train,621491.4519070203,4593243.913562358
893,29,train,621463.3287484801,4593940.230272183
894,29,train,621466.8549651663,4594025.926540311
895,29,train,621589.7313726462,4594042.127330757
896,18,train,621982.4174105285,4593749.35390356
897,30,train,621766.841526411,4593829.24792588
898,29,train,621597.775523721,4593864.188217475
899,29,train,621683.3681613603,4594093.441643672
900,41,train,621631.5778031481,4594338.3633559095
901,41,train,621678.7382843947,4594283.148276277
902,53,train,621492.1225873885,4594588.3848439185
903,42,test,621798.367012517,4594194.6255022995
904,30,train,621853.981158754,4593781.037403968
905,30,train,621784.7761429121,4593994.3430197425
906,41,train,621672.2715373003,4594385.592249527
907,40,train,621148.5519869409,4594192.961656862
908,28,train,621268.9206292063,4594065.948775471
909,40,train,621269.7470540549,4594155.758473382
910,28,train,621153.2893269636,4594030.054949709
911,28,train,621255.8532738824,4593944.2253762875
912,39,train,620731.9745887831,4594246.014642996
913,26,train,620570.6905103354,4593883.240782384
914,27,train,620726.433463337,4594038.991752174
915,22,train,623526.9007792281,4593691.355224074
916,22,train,623271.5541981027,4593665.00634068
917,34,test,623383.3880231695,4594073.799083611
918,35,train,623649.5131561371,4594079.294831908
919,47,train,623649.1304463778,4594216.474812253
920,46,train,623517.7598592899,4594214.965012409
921,46,train,623624.6970979451,4594322.703816889
922,46,train,623260.9895497239,4594186.002380944
923,46,train,623367.6986660454,4594313.499274481
924,45,train,623134.0916715316,4594326.784457055
925,33,val,623149.2490671237,4594056.076840346
926,33,val,623023.4406526096,4594114.605845737
927,45,train,623044.0687920136,4594298.943964066
928,45,train,623037.2074631538,4594398.3594766
929,45,train,622936.2723432294,4594324.495100316
930,57,train,623092.9594616813,4594519.429519914
931,57,train,623189.9683620206,4594536.301034701
932,58,train,623322.4141760559,4594508.984451652
933,58,train,623582.1293667749,4594509.927150304
934,59,train,623688.8893001371,4594610.375450467
935,59,train,623830.1857932616,4594503.905660274
936,59,train,623945.0132680474,4594538.6697031995
937,59,train,623937.6266080725,4594619.165549567
938,59,train,623840.2903786742,4594635.106392184
939,58,train,623571.5187482005,4594636.789560022
940,58,train,623557.5461542497,4594738.49128195
941,59,train,623827.9063915665,4594773.620207265
942,71,val,623937.4900457405,4594983.549882154
943,59,train,623790.4835183871,4594861.86183118
944,71,val,623693.5449897342,4594917.241979669
945,71,val,623792.7448008907,4595037.490162091
946,71,val,623924.3394987136,4595123.064230788
947,71,val,623649.2688641616,4595024.047715911
948,70,train,623555.2165804284,4594911.096591699
949,70,train,623573.3294560602,4595111.450294727
950,71,val,623679.7182309489,4595229.03122138
951,71,val,623684.7339021362,4595141.919756542
952,83,train,623827.4813172241,4595320.4056883305
953,83,train,623735.2901487844,4595354.000161942
954,83,train,623800.8971846306,4595423.930647602
955,83,train,623963.1247637923,4595508.149888815
956,83,train,623823.5224363302,4595599.323819852
957,95,train,623924.4518874673,4595630.546451637
958,83,train,623694.4190560408,4595566.544703363
959,95,train,623801.9092692832,4595731.896271235
960,95,train,623903.4592614357,4595668.021528148
961,95,train,623796.7493260087,4595865.3195669325
962,95,train,623661.8342563971,4595887.945187995
963,95,train,623652.0893822383,4595973.298842127
964,95,train,623793.9152278026,4595975.212685732
965,107,train,623915.6851078945,4596009.604030312
966,95,train,623942.2595381967,4595910.9604663495
967,95,train,623936.2650646039,4595770.3611599915
968,107,train,623793.1136462566,4596128.46719391
969,107,train,623891.2661065434,4596157.066845714
970,107,train,623637.1717034891,4596131.954356491
971,107,train,623641.763950733,4596200.866886489
972,107,train,623799.3488394598,4596232.421174999
973,107,train,623924.3096972608,4596252.427189617
974,107,train,623786.4541654214,4596367.855978051
975,119,train,623905.9593835318,4596387.985485951
976,119,train,623885.2210632182,4596545.132711016
977,119,train,623892.1285228216,4596645.159463622
978,119,train,623975.1949414915,4596643.038725025
